family_key,source_path,canonical_path,relationship,source_sha256,canonical_sha256,source_byte_length,canonical_byte_length
ADVERSARIAL_REVIEW,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-01/ADVERSARIAL_REVIEW.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ADVERSARIAL_REVIEW.md,related_historical_duplicate_draft_or_predecessor,57dd5ba2f4dc615b340fe8775c967a723797cde85a5da8969065cc9b6595bd86,ccfbe0b9bac5708a9550d2ec46b0d01de6ae41ab90b8500291e4d50f14aac595,336,336
ADVERSARIAL_REVIEW,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-10/ADVERSARIAL_REVIEW.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ADVERSARIAL_REVIEW.md,related_historical_duplicate_draft_or_predecessor,ff5e9cc7fc1475795220a1519d6d2b2e28de83784a8fcf121272afab11d61a74,ccfbe0b9bac5708a9550d2ec46b0d01de6ae41ab90b8500291e4d50f14aac595,336,336
ADVERSARIAL_REVIEW,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/ADVERSARIAL_REVIEW.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ADVERSARIAL_REVIEW.md,related_historical_duplicate_draft_or_predecessor,40b21b722e0e0f0ba70c3c532a3ae58e1a007c75ae77a90097996f1f31307f57,ccfbe0b9bac5708a9550d2ec46b0d01de6ae41ab90b8500291e4d50f14aac595,336,336
ADVERSARIAL_REVIEW,governance/pia/items/02_facility_tenant_organizational_structure/source_package/ES-PIA-FACILITY-TENANT-ORGANIZATION-V1.1.0/predecessor_evidence/v1.0.0/review/first_pass/ADVERSARIAL_REVIEW.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ADVERSARIAL_REVIEW.md,related_historical_duplicate_draft_or_predecessor,b3a5516ff15d61e506ad24e6977ed6bb106c22a4b041b5d1ec5d763953b6eed0,ccfbe0b9bac5708a9550d2ec46b0d01de6ae41ab90b8500291e4d50f14aac595,1224,336
ADVERSARIAL_SCENARIOS,governance/pia/items/02_facility_tenant_organizational_structure/source_package/ES-PIA-FACILITY-TENANT-ORGANIZATION-V1.1.0/ADVERSARIAL_SCENARIOS.md,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,related_historical_duplicate_draft_or_predecessor,bb6c701f759a4b1157eac85b183d14df09cf424250b2d7022b72d28000b65412,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,3546,3038
ADVERSARIAL_SCENARIOS,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,canonical,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,3038,3038
ADVERSARIAL_SCENARIOS,governance/pia/items/04_horse_identity_profile_lifecycle/source_package/ITEM_04_FOUNDER_APPROVED_V0_3/ADVERSARIAL_SCENARIOS.md,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,related_historical_duplicate_draft_or_predecessor,1bf54de2f59fe6dd5e42662f1167b1c589058f9b93cedf3308f0f8d24f32f390,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,4589,3038
ADVERSARIAL_SCENARIOS,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/03_registers/ADVERSARIAL_SCENARIOS.csv,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,related_historical_duplicate_draft_or_predecessor,02c9eda56325da00c42efb01cdfce1aff74189e9e46b2b212e345bb93868a235,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,2673,3038
ADVERSARIAL_SCENARIOS,governance/pia/items/06_task_calendar_scheduling_notification/source_package/ES-PIA-TASK-CALENDAR-SCHEDULING-NOTIFICATION-V0.3.0-CANONICAL-CONFORMANCE-FRESH-STRUCTURED-REVIEW/ADVERSARIAL_SCENARIOS.md,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ADVERSARIAL_SCENARIOS.md,related_historical_duplicate_draft_or_predecessor,f16ab9ae1bf97811883bbc6b8cce56f2803973fb0d67e9ae80403406368a2085,b660f8cae2aa726fc144bf5f02386fa77d8b8f9cf33ebac0eb0b1d72189e4547,32286,3038
AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r4/AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r4/AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST.md,related_historical_duplicate_draft_or_predecessor,e9305b3753e2309bd1fc27f960653aa298603f65b076139964cc20bcecc20249,96b4f38d2ab19501a91a2b4d7ae1fa10f25a21c6b344d725884d15e754ef21ac,2548,1783
AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r4/AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r4/AI_V2_0_EXACT_SOURCE_AND_AUTHORITY_HASH_MANIFEST.md,canonical,96b4f38d2ab19501a91a2b4d7ae1fa10f25a21c6b344d725884d15e754ef21ac,96b4f38d2ab19501a91a2b4d7ae1fa10f25a21c6b344d725884d15e754ef21ac,1783,1783
AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY,docs/canon/reviews/governance_v1_0_ai_reconciliation/phase_1/AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/phase_1/AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY.md,related_historical_duplicate_draft_or_predecessor,19ab1df195b2e73bb490be7c59bf79424f35399c885f0dac9f8880eadbc6c905,9d2411fba24f40f47291b20160394b4aed70a7712e0c4ab03ab0a7e9902b3e3d,3106,4504
AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY,docs/canon/reviews/governance_v1_0_ai_reconciliation/phase_1/AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/phase_1/AI_V2_0_EXACT_SOURCE_DISCOVERY_INVENTORY.md,canonical,9d2411fba24f40f47291b20160394b4aed70a7712e0c4ab03ab0a7e9902b3e3d,9d2411fba24f40f47291b20160394b4aed70a7712e0c4ab03ab0a7e9902b3e3d,4504,4504
AI_V2_0_FINAL_ADOPTION_RECORD,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r7/AI_V2_0_FINAL_ADOPTION_RECORD.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r7/AI_V2_0_FINAL_ADOPTION_RECORD.md,related_historical_duplicate_draft_or_predecessor,e61c39adf2e5108010bc1f9109840174467a45d02cf232eccf4452d1af88463f,52e75e3b4a789ceda213d060dc1fed8e53d4711125867ca5348c016fabcf2a86,816,2601
AI_V2_0_FINAL_ADOPTION_RECORD,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r7/AI_V2_0_FINAL_ADOPTION_RECORD.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r7/AI_V2_0_FINAL_ADOPTION_RECORD.md,canonical,52e75e3b4a789ceda213d060dc1fed8e53d4711125867ca5348c016fabcf2a86,52e75e3b4a789ceda213d060dc1fed8e53d4711125867ca5348c016fabcf2a86,2601,2601
AI_V2_0_FOUNDER_DECISION_MATRIX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r2/AI_V2_0_FOUNDER_DECISION_MATRIX.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r2/AI_V2_0_FOUNDER_DECISION_MATRIX.md,related_historical_duplicate_draft_or_predecessor,65e4406628b86bf2e8d4484ec860fca791226464c3afce5a5cad1cd46af10398,b7effc430a3b1dc02d2559cd9327447e29adb56ea7d3870f555dfbe3fc610bce,4044,5511
AI_V2_0_FOUNDER_DECISION_MATRIX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r2/AI_V2_0_FOUNDER_DECISION_MATRIX.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r2/AI_V2_0_FOUNDER_DECISION_MATRIX.md,canonical,b7effc430a3b1dc02d2559cd9327447e29adb56ea7d3870f555dfbe3fc610bce,b7effc430a3b1dc02d2559cd9327447e29adb56ea7d3870f555dfbe3fc610bce,5511,5511
AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r3/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r3/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD.md,related_historical_duplicate_draft_or_predecessor,b5855706fc96520ddf829db5030c52d8441b17adab69febde8c7d9d129e67bbf,e990f9d61fa58be12578c16c46352475b17bcb0fbbf967ca416308f9cd870645,1256,1612
AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r3/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r3/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD.md,canonical,e990f9d61fa58be12578c16c46352475b17bcb0fbbf967ca416308f9cd870645,e990f9d61fa58be12578c16c46352475b17bcb0fbbf967ca416308f9cd870645,1612,1612
AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX.md,related_historical_duplicate_draft_or_predecessor,bbee83c9e380866bf85bc9d3cd6fe563b711470dc713d93062374d3e487cb84c,26cb26aa92b0e38bedcc1c30c44e317dcdfcdc1eee7552f9b08c71b73651e2ef,95744,26128
AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_GOVERNANCE_REQUIREMENT_INDEX.md,canonical,26cb26aa92b0e38bedcc1c30c44e317dcdfcdc1eee7552f9b08c71b73651e2ef,26cb26aa92b0e38bedcc1c30c44e317dcdfcdc1eee7552f9b08c71b73651e2ef,26128,26128
AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX.json,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX.md,related_historical_duplicate_draft_or_predecessor,d16aeca1704c219cc3be3e069bffe66239f06a984870ab37f660b59c617f3ff5,65f3283f78a894943701287e1b613ce126d6bafe70f4f19481bb62d1d4b60109,60240,15843
AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX.md,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r6/AI_V2_0_REQUIREMENT_TRACEABILITY_MATRIX.md,canonical,65f3283f78a894943701287e1b613ce126d6bafe70f4f19481bb62d1d4b60109,65f3283f78a894943701287e1b613ce126d6bafe70f4f19481bb62d1d4b60109,15843,15843
API_EVENT_JOB_CONTRACTS,governance/pia/items/02_facility_tenant_organizational_structure/source_package/ES-PIA-FACILITY-TENANT-ORGANIZATION-V1.1.0/API_EVENT_JOB_CONTRACTS.md,governance/pia/items/02_facility_tenant_organizational_structure/source_package/ES-PIA-FACILITY-TENANT-ORGANIZATION-V1.1.0/API_EVENT_JOB_CONTRACTS.md,canonical,5a649a0f0f4271f2e8eeb2be88076e845723ed8fba968e19a0dd6ccd6bf79e33,5a649a0f0f4271f2e8eeb2be88076e845723ed8fba968e19a0dd6ccd6bf79e33,4910,4910
API_EVENT_JOB_CONTRACTS,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/API_EVENT_JOB_CONTRACTS.md,governance/pia/items/02_facility_tenant_organizational_structure/source_package/ES-PIA-FACILITY-TENANT-ORGANIZATION-V1.1.0/API_EVENT_JOB_CONTRACTS.md,related_historical_duplicate_draft_or_predecessor,be8b1d1b20fb9115ced97ab4df0db23e4f8fb451f49b5cb74110cfed5abb79dd,5a649a0f0f4271f2e8eeb2be88076e845723ed8fba968e19a0dd6ccd6bf79e33,2709,4910
ARTIFACT_MANIFEST,governance/pia/items/03_relationship_authorization_permission/source_package/ITEM_03_STRENGTHENED_V0_2/ARTIFACT_MANIFEST.json,governance/pia/items/04_horse_identity_profile_lifecycle/source_package/ITEM_04_FOUNDER_APPROVED_V0_3/ARTIFACT_MANIFEST.json,related_historical_duplicate_draft_or_predecessor,e179b7808f15704459ce00923ecfe12ab125bde54b89686e68f2ceb305d78729,0236d35df8ac9746bed81ee7cedc2accfda9c029ed0f7bbe6b8292474b503b34,3284,4466
ARTIFACT_MANIFEST,governance/pia/items/04_horse_identity_profile_lifecycle/source_package/ITEM_04_FOUNDER_APPROVED_V0_3/ARTIFACT_MANIFEST.json,governance/pia/items/04_horse_identity_profile_lifecycle/source_package/ITEM_04_FOUNDER_APPROVED_V0_3/ARTIFACT_MANIFEST.json,canonical,0236d35df8ac9746bed81ee7cedc2accfda9c029ed0f7bbe6b8292474b503b34,0236d35df8ac9746bed81ee7cedc2accfda9c029ed0f7bbe6b8292474b503b34,4466,4466
ASSURANCE_CLASSIFICATION,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ASSURANCE_CLASSIFICATION.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ASSURANCE_CLASSIFICATION.md,canonical,e942d12bcbf225e483be52c45365ff9dd30b3057f5594ddbb1535ce2dfa0ed2d,e942d12bcbf225e483be52c45365ff9dd30b3057f5594ddbb1535ce2dfa0ed2d,521,521
ASSURANCE_CLASSIFICATION,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-01/ASSURANCE_CLASSIFICATION.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ASSURANCE_CLASSIFICATION.md,related_historical_duplicate_draft_or_predecessor,e72cd7dc222a552d9c2a5a88eff0413cdecdeb5ff56b6a7f23e48c7da44f8582,e942d12bcbf225e483be52c45365ff9dd30b3057f5594ddbb1535ce2dfa0ed2d,519,521
ASSURANCE_CLASSIFICATION,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-10/ASSURANCE_CLASSIFICATION.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ASSURANCE_CLASSIFICATION.md,related_historical_duplicate_draft_or_predecessor,8212185f8c708a593761a19f081d8181d7fcd95aa631fc148f538310402442bc,e942d12bcbf225e483be52c45365ff9dd30b3057f5594ddbb1535ce2dfa0ed2d,509,521
ASSURANCE_CLASSIFICATION,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/ASSURANCE_CLASSIFICATION.md,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ASSURANCE_CLASSIFICATION.md,related_historical_duplicate_draft_or_predecessor,a44603e037c0c8387b0219b1cec60e2d90381f4106e0eb4b3bd369bae10d5946,e942d12bcbf225e483be52c45365ff9dd30b3057f5594ddbb1535ce2dfa0ed2d,529,521
ATLAS_TRACEABILITY,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ATLAS_TRACEABILITY.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ATLAS_TRACEABILITY.csv,canonical,f9908dd9f84a6235d92cb45ee6537994895e0b772c7a76e0a75fa86d832a2ca0,f9908dd9f84a6235d92cb45ee6537994895e0b772c7a76e0a75fa86d832a2ca0,2170,2170
ATLAS_TRACEABILITY,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-01/ATLAS_TRACEABILITY.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ATLAS_TRACEABILITY.csv,related_historical_duplicate_draft_or_predecessor,5970ec0aefd7b9e0196db9302da4b63a47ba220d84795936360f0afd96e8f1a0,f9908dd9f84a6235d92cb45ee6537994895e0b772c7a76e0a75fa86d832a2ca0,2165,2170
ATLAS_TRACEABILITY,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-10/ATLAS_TRACEABILITY.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ATLAS_TRACEABILITY.csv,related_historical_duplicate_draft_or_predecessor,d69d85c78138596c35d765cb715e3ad87aff9ac56adf54122972374d892b5110,f9908dd9f84a6235d92cb45ee6537994895e0b772c7a76e0a75fa86d832a2ca0,2570,2170
ATLAS_TRACEABILITY,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/ATLAS_TRACEABILITY.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ATLAS_TRACEABILITY.csv,related_historical_duplicate_draft_or_predecessor,5c54b68cd3834f4210f31a18915ebdeb8807c20fd8fa64ac927b2cbcc5eadf1b,f9908dd9f84a6235d92cb45ee6537994895e0b772c7a76e0a75fa86d832a2ca0,2570,2170
