row_id,governance_source_path,artifact_id,feature_scope,gap_type,implementation_evidence_paths,recommended_action,authority_boundary
GAP-00011,docs/canon/adoptions/c0_019_agreement_consent_authorization_v2_1/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ADOPTED_PRE_LOCK.docx,C0_019,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00012,docs/canon/adoptions/c0_019_agreement_consent_authorization_v2_1/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ADOPTED_PRE_LOCK.md,C0_019,identity_access_actor,UNASSESSED_BLOCKED_GOVERNANCE_SCOPE,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Keep unassessed until triage blocker is resolved or scoped out,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00013,docs/canon/adoptions/c0_022_permission_access_control_v1_1/C0_022_MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,C0_022,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00014,docs/canon/adoptions/c0_022_permission_access_control_v1_1/C0_022_MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md.sha256,C0_022,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00015,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0/C0_028_MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,C0_028,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00016,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0/C0_028_MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md.sha256,C0_028,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00017,docs/canon/adoptions/equine_health_v1_1/patches/CONSTITUTIONAL_AUTHORITY_MATRIX_EQUINE_HEALTH_V1_1_PROPOSAL.patch,CONSTITUTIONAL_AUTHORITY_MATRIX_EQUINE_HEALTH_V1_1_PROPOSAL,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00018,docs/canon/adoptions/safeguarding_v1_2/patches/CONSTITUTIONAL_AUTHORITY_MATRIX_SAFEGUARDING_V1_2_PROPOSAL.patch,CONSTITUTIONAL_AUTHORITY_MATRIX_SAFEGUARDING_V1_2_PROPOSAL,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00019,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00020,docs/canon/candidates/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00021,docs/canon/companions/CONSTITUTIONAL_AUTHORITY_MATRIX_C0_PHASE_C_PROSPECTIVE_UPDATE.md,CONSTITUTIONAL_AUTHORITY_MATRIX_C0_PHASE_C_PROSPECTIVE_UPDATE,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00022,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_AUTHORITY_MATRIX_V1_2.md,EQUINESYNC_CONSTITUTIONAL_AUTHORITY_MATRIX_V1_2,identity_access_actor,UNASSESSED_BLOCKED_GOVERNANCE_SCOPE,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Keep unassessed until triage blocker is resolved or scoped out,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00023,docs/canon/founder_approved_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.docx,MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
GAP-00024,docs/canon/founder_approved_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.md,MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED,identity_access_actor,NO_GAP_STATIC_PATH_EVIDENCE_PRESENT,frontend/src/pages/Login.jsx|frontend/src/pages/RoleHome.jsx|frontend/src/pages/RoleIntake.jsx|frontend/src/pages/admin/AdminLogin.jsx|frontend/src/lib/permissions.js|frontend/src/lib/roleNavigation.js|frontend/src/lib/roleLanding.js|backend/routes/account_context.py|backend/routes/auth.py|frontend/src/context/AuthContext.jsx|backend/auth_security.py|backend/core/account_context.py|backend/core/account_memberships.py|backend/core/provider_access.py|backend/core/login_attempts.py|backend/core/permissions.py|backend/scripts/build_rf2_identity_access_migration_proof.py|backend/scripts/seed_bn12_uat_accounts.py|backend/core/rf5_web_enrollment_account_health.py|backend/scripts/build_rf5_web_enrollment_account_health.py,Use as planning input for bounded implementation package; no mutation authorized,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
