conflict_type,severity,paths,evidence,accession_disposition
DUPLICATE_BYTES,INFO_REVIEW,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv | governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,28d63832c54a7804514bbc1ce8d4bb65bc688a31086fbc2ce291d38b69ea86f3,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/01_identity_account_actor_onboarding/source_package/SUPPORTING_PROGRAM_AUTHORITY/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md | governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/02_founder_records/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,2d2a598f8ac79001e477b39b278178b6874bef388975cbb515354896a01d7425,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_FOUNDER_APPROVED.docx,2edefbc260e0a0c1f1c55b300f0e7cc6af8af1cf81efe98bc34ce699c7fe25eb,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/mounted_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md | docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/exact_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,30858ed46725a8adaf7104193525aa1074dd8421555ded92ede034ec3339202e,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md | docs/canon/candidates/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_FOUNDER_APPROVED.md,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_DIRECTIVE/CODEX_DIRECTIVE_ITEM_07_HISTORICAL.md | governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_ITEM_07_BLOCKED_INTAKE/EXTRACTED/EquineSync_Item_07_LTRG_PIA_V0_2_Codex_Handoff/CODEX_DIRECTIVE.md,38c230717c55fc4777bb40b283b54cd88c05a70e1c174ff1e057cd4a27c0efa1,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md | docs/canon/candidates/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,3dafa7991acc40eb321cdfeae5b9caa59dbf0a41f5184bee36ec9defb0b59734,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/MASTER_BARN_LIFECYCLE.md | docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/current_repository_source/MASTER_BARN_LIFECYCLE.md,3e7428771d3d8868e801e80551912a8f6284f5a4d53698d170d4b67b3be13553,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.md | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_HORSE_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.md,41313d11aae592d041decaf34e5a131863423e843057d47864e666bdea21e6bf,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0.docx | docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/source_uploaded/MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0_FOUNDER_APPROVED.docx,414e912c9caec58573558a5fa3e7519db59506b7a903879db3af33e840c0d1e8,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/MASTER_ECOSYSTEM_MODEL.md | docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_005/current_repository_source/MASTER_ECOSYSTEM_MODEL.md,4344294c05b4b5483ff23497f198edb18e8bcb54d93410266791a57809107533,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1_ADOPTED_SOURCE.md | docs/canon/reviews/stage0_companion_reconciliation_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1.md,443ee842c3ba675980353784763dfe76c6c8231532cac24dc8badca315706402,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1.md | docs/canon/adopted_sources/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1_ADOPTED_SOURCE.md,4623fb036481a4ffea4e7edde53fa6e83e9a81f062251c8371e242219f524c2a,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,49c6d4a71c07456bb6728af1b1f4c46254c7e616ec68663ca405e3f17f856712,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md | governance/pia/items_07_10_integration/prior_receipts_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,529fb426ead86d8369e1de59a7d903190f7f7514216359620f34c4f577616160,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/07_care_operations/founder_disposition/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md | governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,5ef2d41314c643497352a8f6fce8c51c5ef0f2697b8afcd3a56644ca421b148a,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md | governance/pia/items/01_identity_account_actor_onboarding/source_package/RECEIPTS/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,60419178c84e88dfb9e426018c937e8093ecb0815f5da38a3b39cdf98bc7661a,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md | docs/canon/reviews/equine_health_founder_decision_reconciliation_v1_1/history/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,6087aa3c6c56e58117937bd226f582ee302a8cc49c78277134fead5ce58834ea,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md | docs/canon/history/agreement_consent_authorization_v2_0/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0_HISTORICAL_SUPERSEDED_CANDIDATE.md | docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/current_repository_source/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,630b6128e37734be01a40d64b80d9fb4d74fce48198c60f9fcbd1a2ef83c232b,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md | docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,6688f58a9fcfbe55eb22d4e87a77bda7bf95899c4d46d9c11aecb18f26eb546e,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.md | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ECOSYSTEM_MODEL_V2_1_REVIEWED_CANDIDATE.md,67175779abfe8ff2dee0ff7b1b8c06eee42943052071bbad1f65439c73696d07,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ECOSYSTEM_MODEL_V2_1_REVIEWED_CANDIDATE.docx,6754ecd64d3468aad79c80dee2aa0390ae0489f0c0d88b693556e048d929b13e,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BARN_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.docx,68e36eeed2cb1134641d352cf31fe32cb34d49dfdb8ef8e2f81759ead37c0349,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/REPRESENTATIVE_SCENARIO_MASTER_REGISTER.csv | governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/REPRESENTATIVE_SCENARIO_VALIDATION.csv,698b42660c77cfabac17ffec26db2f804cd907254c3f8b041172ae7c7f080540,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_HORSE_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.docx,6a27c84261f5404dc5503f09422f5766e3cd2dbb2389126e9e2ed5ddc56b3476,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,6bcea8536ac5438e551f60d16afa3377d4769c1599cb1e230b802630bf9348d8,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md | docs/canon/reviews/c0_022_permission_v1_1_source_identity_confirmation/source_event/MASTER_PERMISSION_MODEL_V1_1_FOUNDER_CONFIRMED_CONTROLLING_SOURCE.md | docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/recovered_sources/MASTER_PERMISSION_MODEL_V1_1.md,6e3f4160e4166831cfe4f154032ff7648a5a44b70762289252c615e98b899fa3,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md | governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md | docs/canon/founder_approved_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_FOUNDER_APPROVED.md,7561351c796d433ac6b9da1eb66eccc53acc2244c764903f6a844d44da704361,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.json | docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_SUPERSESSION_REGISTER.json,7f1cd2e7c98d17890c9c2815464d07a6811f5de58006ae2882752584e3c65367,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md | governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md | governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/R15_REPEAT_UPLOAD/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (2).md,7f2b40ec55ce0f4fc9d3e1466190536ed66931a2d19236eca9079b124e893835,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.md | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_FACILITY_DOMAIN_MODEL_V2_1_REVIEWED_CANDIDATE.md,8323b8402c3d445fe2b8d363caf16bb2a8eb4e08b0b37bd36b90ee69092a698d,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md | docs/canon/candidates/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_RECONCILED_ADOPTION_CANDIDATE.md,83ed4cae3d88e8f9921f8bed971ac9e4c49007c5f847aa704ce4eecae814bdbd,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.md | docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.txt,8436b4f8dbecb39a97bf26775aa1c7247eea61fd3b686a8adf5c4997872ce816,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_FOUNDER_APPROVED.docx,8b79ad1b9541656cccedbe32be7b0e6bb553b212c469bbf10e6d47d0e9f60198,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,91bd21a767798e812788efc13623ba2a868d9bdbde8b77c9068e6177df4e5fc3,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,governance/pia/items/10_owner_portal_communications_archival_only/founder_disposition/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md | governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,99406f0aabd0f7896e94b0c0664e453ae4fc178bc5aa8a6575b081bdafed55a0,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_PLATFORM_RESILIENCE_BACKUP_AND_RECOVERY_OPERATIONAL_MODEL_V1_0_ADOPTED_SOURCE.md | docs/canon/candidates/MASTER_PLATFORM_RESILIENCE_BACKUP_AND_RECOVERY_OPERATIONAL_MODEL_V1_0.md,9a75d2d0984c929afd6df3d51f3f6135c57443ea34a0205395325f1413095565,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_ADOPTED_SOURCE.docx | docs/canon/founder_approved_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_FOUNDER_APPROVED.docx,9ad61b8a2d3004488dd7d8dba145149d1764d75c278ba29d877edb39695a24a7,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BUSINESS_LIFECYCLE_V2_1_REVIEWED_CANDIDATE.docx,9ba9ac3a021979badcba1c4d2c75c03e02b5fbcf33687e40dc9668da40c42d91,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adoptions/c0_batch_1/C0_BATCH_1_TRACK_B_ADOPTION_HASH_MANIFEST.json | docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.json,9fc4ccd7959394e05397d67d0f9bd2db624ad5b876c1ba843063b35ce51340d0,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BUSINESS_LIFECYCLE_V2_1_REVIEWED_CANDIDATE.md,a07b0ba2fc6c3c0ce5b9db3f56c5f26fcda8d87e5f4f115a02e19b6b5fb4b37d,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md | docs/canon/intake/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_FOUNDER_SOURCE.md | docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_FOUNDER_CERTIFIED_SOURCE.md | docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/recovered_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_FOUNDER_SOURCE.md,a4787fb641dca1d28d98f10240957d0b09ea8ee1cee8358f64e80dd658b8b626,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/MASTER_PRODUCT_VISION.pdf | docs/canon/history/master_product_vision_v2_0/MASTER_PRODUCT_VISION_V2_0_HISTORICAL_PREDECESSOR.pdf,a640800847bb762c3ca0daf9a1d128698232878b7976292a1ec29ee637e54192,byte-identical duplicates preserved and mapped
DUPLICATE_BYTES,INFO_REVIEW,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md | docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/source_package/extracted/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md,aa8888de9f0e60a5c30dffc5f86838129e44f24c2bc65d98ec940056251155fe,byte-identical duplicates preserved and mapped
