artifact_id,title,artifact_family,tier,current_status,authority_status,founder_decision_status,merge_status,adoption_status,implementation_authority_status,lock_status,production_authority_status,source_path,canonical_path,commit_sha,sha256,byte_length,predecessor_successor,supersession_status,retained_open_findings,linked_prs,linked_founder_directives,linked_review_packages
CARE_WORKFLOW_STRENGTHENING,Care Workflow Strengthening (Phase 6),governance adjacent artifact,Unassigned governance tier,STATUS_NOT_EXPLICITLY_EXTRACTED,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/CARE_WORKFLOW_STRENGTHENING.md,docs/CARE_WORKFLOW_STRENGTHENING.md,f5b2973c9a796d6864607dcae42aa6c89f894250,ab9034a378db744ececec2c577b13045a7141a67dc57ddd0187b174de6e3e93d,10535,,CANONICAL_OR_CURRENT_INFERRED,,,,> separately gated: plan → approval → implement → Codex review. | (`barn-ops-preview.preview…`) in `tests/test_care_routes.py` with the shared
DATA_MODEL,DATA_MODEL.md,governance adjacent artifact,Unassigned governance tier,| `locked_until` | ISO datetime | set once `count >= LOGIN_MAX_ATTEMPTS`; login returns 423 until it passes |,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,LOCKED_OR_LOCK_RECORDED,NOT_ESTABLISHED_BY_ACCESSION,docs/DATA_MODEL.md,docs/DATA_MODEL.md,f5b2973c9a796d6864607dcae42aa6c89f894250,2e6c1a4ec0a0693474d622b3c82a3a1792fa303ad02cb9960e4011c29242c6d0,8201,,CANONICAL_OR_CURRENT_INFERRED,,,,
DECISION_LOG,DECISION_LOG.md,governance adjacent artifact,Unassigned governance tier,- **Reason:** Matches the Start Prompt's `/docs` reference; the existing `/app/memory` folder holds historical founder-beta artifacts and is retained for reference. | - **Risks:** None to runtime; identified code gaps remain open until their sequenced phases.,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,FOUNDER_REFERENCE_PRESENT,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/DECISION_LOG.md,docs/DECISION_LOG.md,f5b2973c9a796d6864607dcae42aa6c89f894250,95318021bfe9959a487a3797bf5ebd0d56cd59a401d225b352f51a61e575601b,8902,,CANONICAL_OR_CURRENT_INFERRED,- **Risks:** Lockout is enabled in dev — verified the test suite's two single-failure admin tests stay well under the threshold and success clears the counter (admin remains able to sign in). Per-process `login_attempts` | - **Risks:** None to runtime; identified code gaps remain open until their sequenced phases.,,"- **Reason:** Matches the Start Prompt's `/docs` reference; the existing `/app/memory` folder holds historical founder-beta artifacts and is retained for reference. | - **Reason:** Establish a checkable source of truth before any code changes (Security Phase 2 next), per user directive.","Track important architectural and product decisions. Document: decision, reason, risks, alternatives considered, review date. | Review Date: | - **Review Date:** 2027-Q1"
DEPENDENCY_AUDIT,DEPENDENCY_AUDIT.md,governance adjacent artifact,Unassigned governance tier,- **4** have **no import anywhere in `src/`** → removal candidates (below). | - **1 secondary candidate**: `react-hook-form` is imported only by an | ## Removal candidates (NOT removed — proposal only) | ## Secondary candidate (deeper review needed),CONTROLLING_OR_AUTHORITY_TEXT_PRESENT,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/DEPENDENCY_AUDIT.md,docs/DEPENDENCY_AUDIT.md,f5b2973c9a796d6864607dcae42aa6c89f894250,d742afc388a7bdf98d428f94f910b9e7cf508e82e6608d676700db2161449654,3414,,CANONICAL_OR_CURRENT_INFERRED,,,,> `frontend/src/**` against `frontend/package.json`. **Nothing was removed or | | Package | Finding | Risk if removed | Recommendation | | ## Secondary candidate (deeper review needed)
DESIGN_TOKENS,DESIGN_TOKENS.md,governance adjacent artifact,Unassigned governance tier,STATUS_NOT_EXPLICITLY_EXTRACTED,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/DESIGN_TOKENS.md,docs/DESIGN_TOKENS.md,f5b2973c9a796d6864607dcae42aa6c89f894250,531b10bffccf98181cc32664a2b995ca9e8abea43002f3ba1dfd7d262d8ce636,3445,,CANONICAL_OR_CURRENT_INFERRED,,,,
EMERGENT_START_PROMPT,EMERGENT_START_PROMPT.md,governance adjacent artifact,Unassigned governance tier,STATUS_NOT_EXPLICITLY_EXTRACTED,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/EMERGENT_START_PROMPT.md,docs/EMERGENT_START_PROMPT.md,f5b2973c9a796d6864607dcae42aa6c89f894250,8912d19774b5ac8cae96cc72a805c82d05cf3bda6512ad599c147e6c51fc38d4,1186,,CANONICAL_OR_CURRENT_INFERRED,,,,
EMERGENT_ZIP_INTEGRATION,Emergent ZIP Integration,governance adjacent artifact,Unassigned governance tier,"- Adopted Emergent's final modular backend assembly: `core/*` infrastructure, extracted domain routers, structured logging, readiness/runtime state, multi-barn helpers, audit service, billing/recurring-charge routes, own | - Added Emergent frontend polish and final founder-beta screens/components: brand assets, favicon/manifest assets, invoice/owner portal components, `ReviewQueue`, improved billing/dashboard/login/onboarding/report pages, | - Kept Codex expanded navigation and routes instead of Emergent's founder-beta redirects, so the additional backlog screens remain reachable. | - `frontend/src/components/Sidebar.jsx`: preserved Codex expanded menu and added Emergent's pending review badge.",AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,FOUNDER_REFERENCE_PRESENT,REPOSITORY_CURRENT_AT_HEAD,ADOPTED_OR_ADOPTION_RECORDED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/EMERGENT_ZIP_INTEGRATION.md,docs/EMERGENT_ZIP_INTEGRATION.md,f5b2973c9a796d6864607dcae42aa6c89f894250,267d50641209614dc638352a9e7fcf04526bff8c1d463be9a7a75fc66e3dfdef,3204,,CANONICAL_OR_CURRENT_INFERRED,,,"- Added Emergent frontend polish and final founder-beta screens/components: brand assets, favicon/manifest assets, invoice/owner portal components, `ReviewQueue`, improved billing/ | - Kept Codex expanded navigation and routes instead of Emergent's founder-beta redirects, so the additional backlog screens remain reachable.","- Added Emergent frontend polish and final founder-beta screens/components: brand assets, favicon/manifest assets, invoice/owner portal components, `ReviewQueue`, improved billing/ | - `frontend/src/App.js`: preserved Codex role-gated backlog routes and added Emergent's `/review-queue`. | - `frontend/src/components/Sidebar.jsx`: preserved Codex expanded menu and added Emergent's pending review badge."
ENGINEERING_RULES,ENGINEERING_RULES.md,governance adjacent artifact,Unassigned governance tier,STATUS_NOT_EXPLICITLY_EXTRACTED,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,f5b2973c9a796d6864607dcae42aa6c89f894250,e19376b4c7d92f7c6696fff3b6eda8ca4ce2454dfe3efd7ea562ee362579c0e9,3409,,CANONICAL_OR_CURRENT_INFERRED,,,,2. **One Architectural Objective Per Change** — Avoid large uncontrolled rewrites. Changes should be isolated and reviewable.
FEATURE_BACKLOG_FOUNDATIONS,EquineSync Feature Backlog Foundations,governance adjacent artifact,Unassigned governance tier,"- `POST /api/automation/generate-drafts` | - Health reminders with overdue/due/scheduled/complete grouping, due-date awareness, completion/reopen actions, add form, and soft archive. | - Recurring billing rules with active/paused/draft status, next-run tracking, estimated monthly recurring revenue, add form, and soft archive. | - Owner portal media feed with scoped owner-visible photo/video updates and periodic refresh while the portal is open.",AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,LOCKED_OR_LOCK_RECORDED,NOT_ESTABLISHED_BY_ACCESSION,docs/FEATURE_BACKLOG_FOUNDATIONS.md,docs/FEATURE_BACKLOG_FOUNDATIONS.md,f5b2973c9a796d6864607dcae42aa6c89f894250,168113ad73fd7c0374954f09fa9b00dba4b7df295b9b49288cdf02bf7ebd4a0f,14052,,CANONICAL_OR_CURRENT_INFERRED,,,,"- `POST /api/integrations/push-notifications/preview` | - Admin audit log for backlog create/update/archive, barn location sharing, signature, staff task, time-clock, payroll export, integration prepare, Google Calendar export, QuickBoo | - Group messaging with audience/channel/status tracking, push-ready readiness metadata, queue/sent workflow, preview-only push payload manifests, add form, and soft archive."
FEATURE_ROADMAP,FEATURE_ROADMAP.md,governance adjacent artifact,Unassigned governance tier,1. Billing clarity: Build-Next-1 is Codex-approved and locked with a read-only | 2. Mobile readiness: Build-Next-2A is Codex-approved and locked with a mobile,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,LOCKED_OR_LOCK_RECORDED,NOT_ESTABLISHED_BY_ACCESSION,docs/FEATURE_ROADMAP.md,docs/FEATURE_ROADMAP.md,f5b2973c9a796d6864607dcae42aa6c89f894250,0c78e58fc48c53d93f2c893656c40e17f72da2c0d21b5e13d375154dc340d6ff,4755,,CANONICAL_OR_CURRENT_INFERRED,,,,
FIELD_RELIABILITY_OFFLINE_MATRIX,Field Reliability Offline Matrix,governance adjacent artifact,Unassigned governance tier,"- Partial: some draft, queue, or recovery behavior exists, but not a full launch-grade workflow. | - Online-only: no current source evidence of offline/draft/queue support. | - QuickAddSheet has local draft preservation behavior. | - HorseOps draft helpers use local browser storage.",AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,FOUNDER_REFERENCE_PRESENT,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,f5b2973c9a796d6864607dcae42aa6c89f894250,ce61a028ae65adffa1ad32653b32bd98a360537fcae61306e60bb7131b447180,9390,,CANONICAL_OR_CURRENT_INFERRED,,,- Status: `ready_for_founder_review`. | - Founder-decision rows: `20`. | ## Founder Pilot Decision,"- No source evidence was found for a full service worker registration, IndexedDB-backed universal outbox, universal last-known-good read cache, or broad conflict review UI. | - Status: `ready_for_founder_review`. | outbox, broad conflict-review UI, or provider offline support."
FOUNDER_ACCEPTANCE_LEDGER,Founder Acceptance Ledger,governance adjacent artifact,Unassigned governance tier,# Founder Acceptance Ledger | This document summarizes the accepted BN19 founder acceptance ledger. The | ledger turns locked BN18A through BN18E evidence into explicit founder decision | - `outputs/bn19_founder_acceptance_ledger.md`,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,FOUNDER_REFERENCE_PRESENT,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,LOCKED_OR_LOCK_RECORDED,NOT_ESTABLISHED_BY_ACCESSION,docs/FOUNDER_ACCEPTANCE_LEDGER.md,docs/FOUNDER_ACCEPTANCE_LEDGER.md,f5b2973c9a796d6864607dcae42aa6c89f894250,63b3b989db520fe5543f16b88c9522ffca1559b89ccec74595db436556123d5c,3731,,CANONICAL_OR_CURRENT_INFERRED,,,# Founder Acceptance Ledger | This document summarizes the accepted BN19 founder acceptance ledger. The | ledger turns locked BN18A through BN18E evidence into explicit founder decision,
INCIDENT_RESPONSE,INCIDENT_RESPONSE.md,governance adjacent artifact,Unassigned governance tier,STATUS_NOT_EXPLICITLY_EXTRACTED,AUTHORITY_NOT_EXPLICITLY_ESTABLISHED,NOT_EXPLICITLY_ESTABLISHED,REPOSITORY_CURRENT_AT_HEAD,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,NOT_EXPLICITLY_ESTABLISHED,NOT_ESTABLISHED_BY_ACCESSION,docs/INCIDENT_RESPONSE.md,docs/INCIDENT_RESPONSE.md,f5b2973c9a796d6864607dcae42aa6c89f894250,49f5fc4e7932b0f3b562c91303e31c248e26a7b2ffa1e2fff1e2facc6b298377,778,,CANONICAL_OR_CURRENT_INFERRED,,,,
