context_record_id,source_or_document_id,source_id,repository_path,title,context_package,approval_authority,approval_pr,approved_pr_head,merge_commit,receipt_path,checksum,primary_classification,guide_family_allocation,refresh_level,retained_gap_relevance,drafting_effect,authority_limitation,notes
CGP006-CTX-0011,CGP006-CONTEXT-0011,CGP006-CONTEXT-0011,governance/implementation/code-guides/initiation/CGP-006/CGP_006_SCOPE_AND_BOUNDARY.md,CGP_006_SCOPE_AND_BOUNDARY.md,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,e516f1335114946d40cb2dc42267882c18ce06ed4c27e7f309a43ab8bb4308cc,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0012,CGP006-CONTEXT-0012,CGP006-CONTEXT-0012,governance/implementation/code-guides/initiation/CGP-006/CGP_006_VALIDATION_PLAN.md,CGP_006_VALIDATION_PLAN.md,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,6313977d6191b21ef59eafe4979deb3c1ad2431acb8dfd1b3d72f5f77a6e1dfd,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0013,CGP006-CONTEXT-0013,CGP006-CONTEXT-0013,governance/implementation/code-guides/registers/CODE_GUIDE_FINDING_REGISTER.csv,CODE_GUIDE_FINDING_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,23fc6fcbca50e0c8000f32d0675583445b07435e0faae278780950fc4cdfa732,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0014,CGP006-CONTEXT-0014,CGP006-CONTEXT-0014,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CODE_GUIDE_OPEN_DECISION_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,28d63832c54a7804514bbc1ce8d4bb65bc688a31086fbc2ce291d38b69ea86f3,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0015,CGP006-CONTEXT-0015,CGP006-CONTEXT-0015,governance/implementation/code-guides/registers/CODE_GUIDE_PROGRAM_TRACKER.csv,CODE_GUIDE_PROGRAM_TRACKER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,8dfc6fa03ff3724c82b92f94fef1faeb32ab46a431cf594f8cd9fcc62cc229f8,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0016,CGP006-CONTEXT-0016,CGP006-CONTEXT-0016,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,OPEN_DECISION_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,28d63832c54a7804514bbc1ce8d4bb65bc688a31086fbc2ce291d38b69ea86f3,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0017,CGP006-CONTEXT-0017,CGP006-CONTEXT-0017,governance/implementation/code-guides/source-freeze/WAVE_1_DRAFTING_READINESS_REGISTER.csv,WAVE_1_DRAFTING_READINESS_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,d181764d9f36b8657668ee5616893515e3f279374bfeef7d08b2307feca475fc,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0018,CGP006-CONTEXT-0018,CGP006-CONTEXT-0018,governance/implementation/code-guides/validation/cgp_validation.py,cgp_validation.py,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,c2981bb77589ac5715fd3886351e7c021c957bc749cd6e538a5c2c6baaade67a,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0019,CGP006-CONTEXT-0019,CGP006-CONTEXT-0019,governance/implementation/code-guides/validation/validate_cgp006_initiation.py,validate_cgp006_initiation.py,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,a853c005ae4d4334a09e5ea2dc79cf063ead117b4775dfa95635a168175df694,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0020,CGP006-CONTEXT-0020,CGP006-CONTEXT-0020,governance/implementation/code-guides/validation/tests/test_cgp006_initiation.py,test_cgp006_initiation.py,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,3d60c138dd0c26dabd097054f6501f64e6f909c118fe9b2acb309665408783d0,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0021,CGP006-CONTEXT-0021,CGP006-CONTEXT-0021,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,3d8ed8160a79150cccedc2e61947db895b9a1cfca56ddb9f357da774050e75c3,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0022,CGP006-CONTEXT-0022,CGP006-CONTEXT-0022,governance/implementation/code-guides/source-freeze/WAVE_1_REFERENCE_CORPUS_REGISTER.csv,WAVE_1_REFERENCE_CORPUS_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,3fccae5dad0c623100fd5a9b0b05a7b9b80e84ee43e6afbfba6bb918c46c7b5b,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0023,CGP006-CONTEXT-0023,CGP006-CONTEXT-0023,governance/implementation/code-guides/source-freeze/WAVE_1_REFERENCE_CORPUS_MANIFEST.json,WAVE_1_REFERENCE_CORPUS_MANIFEST.json,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,3a323325b7c368f28235a67c87b7c79a9f4edba9ebe18c1b5d6c720cfdb95c7a,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0024,CGP006-CONTEXT-0024,CGP006-CONTEXT-0024,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,ES-CG-10_SOURCE_FREEZE_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,dbe45daaf0ba17fadf6c5779ce7a9d3a8511af1663185cc464843964ea477a72,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0025,CGP006-CONTEXT-0025,CGP006-CONTEXT-0025,governance/implementation/code-guides/packages/CGP_002_SHA256SUMS.txt,CGP_002_SHA256SUMS.txt,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,a61d91b5ea42d76b9efc3fd20704b5813a9554f6f7e1012a28ba377397aa993d,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0026,CGP006-CONTEXT-0026,CGP006-CONTEXT-0026,governance/implementation/code-guides/packages/CGP_003_SHA256SUMS.txt,CGP_003_SHA256SUMS.txt,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,8cb9e92832aba66e5afc6b00413c67f8651332b335a7cf8c6e5bd8daebab4e60,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0027,CGP006-CONTEXT-0027,CGP006-CONTEXT-0027,governance/implementation/code-guides/packages/CGP_004_SHA256SUMS.txt,CGP_004_SHA256SUMS.txt,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,81e633d23810044f9de1895b780a87d63a73943b092bdb9bb27014a6f412a7a7,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
