normative_row_id,guide_family,freeze_record_id,source_or_document_id,source_id,repository_path,title,inclusion_category,source_class,authority_status,controlling_language_summary,expected_control_or_invariant_subject,provenance,immutable_commit_or_checksum,conflict_status,ambiguity_status,traceability_status,classification_status,notes
CGP006-NR-0016,ES-CG-00,CGP005-NF-ES-CG-00-0016,CGP005-NF-ES-CG-00-0016,CGSRC-ATLAS-0017,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,MASTER EQUINESYNC IMPLEMENTATION ATLAS V1.0,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-00 requires this approved authority to establish charter_authority;program_scope;lifecycle;ownership;non_authorization before any drafting begins.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,bfa77b5e03fd9a75c8865b723794ee2da687754f030e72022f1476b9af6021d8,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0017,ES-CG-00,CGP005-NF-ES-CG-00-0017,CGP005-NF-ES-CG-00-0017,CGSRC-ATLAS-0018,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,Master EquineSync Implementation Atlas V1.0 Adoption Decision,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-00 requires this approved authority to establish charter_authority;program_scope;lifecycle;ownership;non_authorization before any drafting begins.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3ea200c52d2149c2b0eead26ffd88785b2b86947fd7483ea6bbe139f05a665ce,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0018,ES-CG-00,CGP005-NF-ES-CG-00-0018,CGP005-NF-ES-CG-00-0018,CGSRC-ATLAS-0019,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,Implementation Atlas V1.0 Adoption Manifest,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-00 requires this approved authority to establish charter_authority;program_scope;lifecycle;ownership;non_authorization before any drafting begins.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,81881eabe30c16cd40214145ca7deb16b15301a4364384c9799fbd6d96217260,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0019,ES-CG-00,CGP005-NF-ES-CG-00-0019,CGP005-NF-ES-CG-00-0019,CGSRC-ATLAS-0020,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,Master EquineSync Implementation Atlas V1.0 Adoption Report,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-00 requires this approved authority to establish charter_authority;program_scope;lifecycle;ownership;non_authorization before any drafting begins.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,42bcd9e8fda71a92190bc48c4567b2a2834f12e8e9756bf492d611b0649e6126,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0020,ES-CG-00,CGP005-NF-ES-CG-00-0020,CGP005-NF-ES-CG-00-0020,CGSRC-ATLAS-0021,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,Implementation Atlas V1.0 Adoption Verification Matrix,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-00 requires this approved authority to establish charter_authority;program_scope;lifecycle;ownership;non_authorization before any drafting begins.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,347cab97e341c38bb5fa8626fb5837ef096c4eb6de09cfa77f017df4be0e2fec,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0021,ES-CG-00,CGP005-NF-ES-CG-00-0021,CGP005-NF-ES-CG-00-0021,CGSRC-REPO-0001,governance/implementation/code-guides/receipts/CGP_001_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-001 Repository Integration Receipt,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,456376c9b3e973cbc83136e2c433030b1665449a51822e08b985d98c96c51dfe,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0022,ES-CG-00,CGP005-NF-ES-CG-00-0022,CGP005-NF-ES-CG-00-0022,CGSRC-REPO-0002,governance/implementation/code-guides/receipts/CGP_002_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-002 Repository Integration Receipt,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,2a68c5c95a9a97fc272e964a20f24ab6bf905e679cd80f2585dd50bf9b1404f1,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0023,ES-CG-00,CGP005-NF-ES-CG-00-0023,CGP005-NF-ES-CG-00-0023,CGSRC-REPO-0008,governance/implementation/code-guides/CANONICAL_GUIDE_INVENTORY.md,Canonical Guide Inventory,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,156a12b3b77417cd596473028feb4fbcea9c72cc2b211d0a4e31a8ae8c379807,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0024,ES-CG-00,CGP005-NF-ES-CG-00-0024,CGP005-NF-ES-CG-00-0024,CGSRC-REPO-0009,governance/implementation/code-guides/NON_AUTHORIZATION_BOUNDARY.md,Non-Authorization Boundary,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,6eb283544e1132206cfd96da4576e937b0569a5e97a4e2706ea04cb61d7f20b6,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0025,ES-CG-00,CGP005-NF-ES-CG-00-0025,CGP005-NF-ES-CG-00-0025,CGSRC-CGP005-0001,governance/implementation/code-guides/receipts/CGP_003_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-003 Repository Integration Receipt,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f1fe2a14729fc2b53b6960a55cace9ba0627973deb35ac4f2ec9a4e8ec3b4070,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0026,ES-CG-00,CGP005-NF-ES-CG-00-0026,CGP005-NF-ES-CG-00-0026,CGSRC-CGP005-0002,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-004 Repository Integration Receipt,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,72e0d3c46e7eb0a075a7f919bfbe2b9bbe6b31392078db2c6b2301af9b605b28,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0027,ES-CG-00,CGP005-NF-ES-CG-00-0027,CGP005-NF-ES-CG-00-0027,CGSRC-CGP005-0003,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,CGP-003 Source Register,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3d8ed8160a79150cccedc2e61947db895b9a1cfca56ddb9f357da774050e75c3,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0028,ES-CG-00,CGP005-NF-ES-CG-00-0028,CGP005-NF-ES-CG-00-0028,CGSRC-CGP005-0004,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_TO_GUIDE_MAP.csv,CGP-003 Source To Guide Map,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f3dba4ca8d44e42aea95469603281759ead3d67cc9153c72c6e3343dc433c28f,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
