exclusion_record_id,source_or_document_id,source_id,repository_path,title,primary_classification,exclusion_basis,blocks_drafting,blocks_adoption_or_activation,required_later_action,notes
CGP006-EXCL-0025,CGP005-RC-1553,CGSRC-PROP-0021,docs/canon/history/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REVIEWED_CANDIDATE.md,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0026,CGP005-RC-1554,CGSRC-PROP-0022,docs/canon/history/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0_CANDIDATE.md,Master Financial Truth and Responsibility Model,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0027,CGP005-RC-1555,CGSRC-PROP-0023,docs/canon/history/MASTER_HORSE_TRANSFER_AND_CONTINUITY_POLICY_V2_0_CONTROLLED_CANDIDATE.md,MASTER HORSE TRANSFER AND CONTINUITY POLICY,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0028,CGP005-RC-1556,CGSRC-PROP-0024,docs/canon/history/agreement_consent_authorization_v2_0/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0_HISTORICAL_SUPERSEDED_CANDIDATE.md,"MASTER AGREEMENT, CONSENT, AND AUTHORIZATION MODEL",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0029,CGP005-RC-1557,CGSRC-PROP-0025,docs/canon/intake/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_CANDIDATE_SOURCE.md,MASTER AUDIT EVENT AND EVIDENCE MODEL,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0030,CGP005-RC-1558,CGSRC-PROP-0026,docs/canon/intake/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_CANDIDATE_SOURCE.md,"MASTER COMMUNICATION, NOTIFICATION, AND NOTICE MODEL",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0031,CGP005-RC-1559,CGSRC-PROP-0027,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/source_event/MASTER_PRODUCT_VISION_V2_1_SUCCESSOR_CANDIDATE_ORIGINAL.md,MASTER PRODUCT VISION,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0032,CGP005-RC-1560,CGSRC-PROP-0028,docs/canon/reviews/equine_health_founder_decision_reconciliation_v1_1/EQUINE_HEALTH_ADOPTION_CANDIDATE_READINESS_REPORT.md,Equine Health Adoption Candidate Readiness Report,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0033,CGP005-RC-1561,CGSRC-PROP-0029,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ANALYTICS_FRAMEWORK_V2_0_REVIEWED_CANDIDATE.md,MASTER ANALYTICS FRAMEWORK,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0034,CGP005-RC-1562,CGSRC-PROP-0030,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BARN_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.md,MASTER BARN LIFECYCLE,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0035,CGP005-RC-1563,CGSRC-PROP-0031,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BUSINESS_LIFECYCLE_V2_1_REVIEWED_CANDIDATE.md,MASTER BUSINESS LIFECYCLE,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0036,CGP005-RC-1564,CGSRC-PROP-0032,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ECOSYSTEM_MODEL_V2_1_REVIEWED_CANDIDATE.md,MASTER ECOSYSTEM MODEL,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0037,CGP005-RC-1565,CGSRC-PROP-0033,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_FACILITY_DOMAIN_MODEL_V2_1_REVIEWED_CANDIDATE.md,MASTER FACILITY DOMAIN MODEL,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0038,CGP005-RC-1566,CGSRC-PROP-0034,docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_HORSE_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.md,MASTER HORSE LIFECYCLE,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0039,CGP005-RC-1567,CGSRC-PROP-0035,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_CANON_INDEX_PROPOSAL.md,"Identity, Account, and Actor V2.0 Canon Index Proposal",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0040,CGP005-RC-1568,CGSRC-PROP-0036,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_PROPOSED_ADOPTION_REPORT.md,"Identity, Account, and Actor V2.0 Proposed Adoption Report",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0041,CGP005-RC-1569,CGSRC-PROP-0037,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_DEPENDENCY_REGISTRY_PROPOSAL.md,"Identity, Account, and Actor V2.0 Adoption Dependency Registry Proposal",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0042,CGP005-RC-1570,CGSRC-PROP-0038,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_CANON_INDEX_PROPOSAL.md,"Agreement, Consent, and Authorization V2.0 Canon Index Proposal",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0043,CGP005-RC-1571,CGSRC-PROP-0039,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_PROPOSED_ADOPTION_REPORT.md,"Agreement, Consent, and Authorization V2.0 Proposed Adoption Report",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0044,CGP005-RC-1572,CGSRC-PROP-0040,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_CANON_INDEX_PROPOSAL.md,Audit Event and Evidence V2.0 Canon Index Proposal,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0045,CGP005-RC-1573,CGSRC-PROP-0041,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PROPOSED_ADOPTION_REPORT.md,Audit Event and Evidence V2.0 Proposed Adoption Report,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0046,CGP005-RC-1574,CGSRC-PROP-0042,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_CANON_INDEX_PROPOSAL.md,"Communication, Notification, and Notice V2.0 Canon Index Proposal",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0047,CGP005-RC-1575,CGSRC-PROP-0043,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PROPOSED_ADOPTION_REPORT.md,"Communication, Notification, and Notice V2.0 Proposed Adoption Report",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0048,CGP005-RC-1576,CGSRC-PROP-0044,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_CANON_INDEX_PROPOSAL.md,"Platform Operations, Reliability, and Release V2.0 Canon Index Proposal",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0049,CGP005-RC-1577,CGSRC-PROP-0045,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PROPOSED_ADOPTION_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Proposed Adoption Report",EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0050,CGP005-RC-1578,CGSRC-PROP-0046,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/F_EXTERNAL_ADAPTERS_CANON_INDEX_PROPOSAL.md,External Architecture and Adapter V2.0 Canon Index Proposal,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0051,CGP005-RC-1579,CGSRC-PROP-0047,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/F_EXTERNAL_ADAPTERS_PROPOSED_ADOPTION_REPORT.md,External Architecture and Adapter V2.0 Adoption Status Report,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0052,CGP005-RC-1580,CGSRC-PROP-0048,docs/canon/reviews/foundational_gap_closure/G_FINANCIAL_TRUTH/G_FINANCIAL_TRUTH_CANON_INDEX_PROPOSAL.md,Financial Truth and Responsibility V2.0 Canon Index Proposal,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0053,CGP005-RC-1581,CGSRC-PROP-0049,docs/canon/reviews/foundational_gap_closure/G_FINANCIAL_TRUTH/G_FINANCIAL_TRUTH_PROPOSED_ADOPTION_REPORT.md,Financial Truth and Responsibility V2.0 Proposed Adoption Report,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-EXCL-0054,CGP005-RC-1582,CGSRC-PROP-0050,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g10_g11/GLOBAL_COMPANION_ARTIFACT_ADOPTION_CANDIDATE_MANIFEST.json,Global Companion Artifact Adoption Candidate Manifest.Json,EXCLUDED_FROM_DRAFTING,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,NO,YES,"Requires separate adoption, unblocking, or guide-specific authority before drafting use.","The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
