requirement_id,requirement_statement,source_pia_id,source_document,source_document_sha256,source_location,founder_decision_ids,external_source_ids,external_source_resolution,external_source_hashes_known,actor,action,resource,workflow_ids,entity_or_field_ids,state_ids,permission_ids,interface_or_ui_ids,acceptance_criteria_ids,test_ids,evidence_ids,work_package_ids,dependency_ids,risk_ids,finding_ids,deviation_ids,release_classification,gate,mapping_method,mapping_status
OPC-REQ-011,"The initial channel plan SHALL support in-app, email, push, and optional SMS through replaceable adapters.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-011,OPC-FD-007,OPC-SRC-011;OPC-SRC-015;OPC-SRC-019,OPC-SRC-011:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PROVIDE_CONTROLLED_CAPABILITY,SUPPORT_SESSION,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-012,"Generated, queued, provider-accepted, delivered where evidenced, failed, opened where lawful, acknowledged, and action-completed states SHALL NOT be conflated.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-012,OPC-FD-011,OPC-SRC-015;OPC-SRC-019,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-013,The system SHALL expose delivery uncertainty and channel failure without claiming success unsupported by provider or recipient evidence.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-013,OPC-FD-007;OPC-FD-011;OPC-FD-012,OPC-SRC-015;OPC-SRC-019;OPC-SRC-020,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING;OPC-SRC-020:OPERATIONS_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESENT_TRUTHFUL_GOVERNED_INFORMATION,SUPPORT_SESSION,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-014,Retries SHALL use stable idempotency and deduplication controls so a provider or queue replay does not create misleading duplicate communications.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-014,OPC-FD-007;OPC-FD-011,OPC-SRC-015;OPC-SRC-019;OPC-SRC-020,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING;OPC-SRC-020:OPERATIONS_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,COMMUNICATION_RECORD,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-015,Mandatory communications SHALL override only the specific preference or quiet-hours rules authorized for their classification.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-015,OPC-FD-008;OPC-FD-018,OPC-SRC-011;OPC-SRC-015;OPC-SRC-016,OPC-SRC-011:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,COMMUNICATION_RECORD,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-016,"Users SHALL be able to understand why a communication was sent, which channel was used, whether action is required, and how to challenge or obtain help.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-016,OPC-FD-006;OPC-FD-008;OPC-FD-011,OPC-SRC-005;OPC-SRC-015;OPC-SRC-016,OPC-SRC-005:SOURCE_FAMILY_IDENTIFIED_FREEZE_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,PORTAL_USER,ENFORCE_NORMATIVE_REQUIREMENT,COMMUNICATION_RECORD,"OPC-WF-003,005 to 008","OPC-ENT-003 to OPC-ENT-011,013",OPC-SM-001 to OPC-SM-008,OPC-PERM-004 to OPC-PERM-007,OPC-UI-004 to OPC-UI-006,"OPC-AC-005 to OPC-AC-011,030,035","OPC-TEST-008 to OPC-TEST-017,051,052",OPC-EVID-005 to OPC-EVID-010,"OPC-WP-003,004,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003,011",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-017,"The system SHALL support controlled owner-to-facility messaging, replies, service requests, clarification, document exchange, and escalation.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-017,OPC-FD-009;OPC-FD-021,OPC-SRC-015,OPC-SRC-015:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PROVIDE_CONTROLLED_CAPABILITY,SUPPORT_SESSION,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-018,"The initial product SHALL NOT provide public posting, anonymous messaging, unrestricted member discovery, or cross-facility owner messaging.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-018,OPC-FD-009;OPC-FD-024,OPC-SRC-004;OPC-SRC-016,OPC-SRC-004:ARTIFACT_ACCESSION_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-019,A facility broadcast SHALL hide ordinary recipient contact information and SHALL NOT automatically make recipients visible to one another.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-019,OPC-FD-010,OPC-SRC-015;OPC-SRC-016,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,FACILITY_ADMINISTRATOR,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-020,Audience evaluation SHALL use current governed relationships and SHALL preserve a versioned issue-time audience snapshot without becoming relationship truth.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-020,OPC-FD-010;OPC-FD-022,OPC-SRC-007;OPC-SRC-008;OPC-SRC-009;OPC-SRC-015;OPC-SRC-016,OPC-SRC-007:CONTRACT_FREEZE_PENDING;OPC-SRC-008:SOURCE_FREEZE_PENDING;OPC-SRC-009:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESERVE_GOVERNED_STATE_AND_EVIDENCE,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-021,Critical notices SHALL use explicit acknowledgment or required action when receipt matters and SHALL NOT rely solely on inferred opens.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-021,OPC-FD-011,OPC-SRC-015;OPC-SRC-016,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,FORMAL_NOTICE,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-022,"Acknowledgment SHALL NOT be treated as consent, contractual assent, agreement acceptance, factual admission, task completion, or payment authorization.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-022,OPC-FD-011,OPC-SRC-016,OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-023,"Emergency alerts SHALL support authorized multi-channel routing, alternate contacts, visible escalation, delivery failures, and direct fallback instructions.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-023,OPC-FD-012,OPC-SRC-011;OPC-SRC-015;OPC-SRC-020,OPC-SRC-011:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-020:OPERATIONS_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PROVIDE_CONTROLLED_CAPABILITY,SUPPORT_SESSION,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-024,"Emergency communications SHALL NOT promise dispatch, veterinary response, staff monitoring, or response time unless a separately approved and operationally supported service level applies.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-024,OPC-FD-012;OPC-FD-021,OPC-SRC-015;OPC-SRC-020,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-020:OPERATIONS_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,COMMUNICATION_RECORD,"OPC-WF-003,005 to 007",OPC-ENT-003 to OPC-ENT-011,OPC-SM-001 to OPC-SM-008,OPC-PERM-003 to OPC-PERM-006,"OPC-UI-004 to OPC-UI-006,011","OPC-AC-008 to OPC-AC-010,019","OPC-TEST-008 to OPC-TEST-017,031,061",OPC-EVID-006 to OPC-EVID-010,"OPC-WP-003 to OPC-WP-006,012","OPC-DEP-005,008 to OPC-DEP-010","OPC-RISK-002,003",OPC-FIND-P1-006,NONE,Initial,Verification / release,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-025,"Minor communications SHALL apply the adopted age bands, guardian authority, consent, safeguarding controls, and protected communication routes.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-025,OPC-FD-013;OPC-FD-014,OPC-SRC-006;OPC-SRC-007;OPC-SRC-012;OPC-SRC-016,OPC-SRC-006:CONTRACT_FREEZE_PENDING;OPC-SRC-007:CONTRACT_FREEZE_PENDING;OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,APPLY_GOVERNED_CONTROL,COMMUNICATION_RECORD,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-026,The system SHALL prohibit disappearing messages and hidden adult-minor conversation paths designed to bypass guardians or safeguarding controls.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-026,OPC-FD-013,OPC-SRC-012;OPC-SRC-016,OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,COMMUNICATION_RECORD,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-027,Guardian visibility SHALL be purpose-specific and SHALL support protected handling where disclosure to a guardian may be unsafe or legally restricted.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-027,OPC-FD-014,OPC-SRC-012;OPC-SRC-016,OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PROVIDE_CONTROLLED_CAPABILITY,SUPPORT_SESSION,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-028,A minor reaching a new age band or majority SHALL trigger controlled re-evaluation without erasing historical guardian or assent evidence.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-028,OPC-FD-013;OPC-FD-014,OPC-SRC-006;OPC-SRC-007;OPC-SRC-012;OPC-SRC-016,OPC-SRC-006:CONTRACT_FREEZE_PENDING;OPC-SRC-007:CONTRACT_FREEZE_PENDING;OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,PROTECTED_PARTICIPANT_COMMUNICATION,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
