permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules
ACCESSIONED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_HISTORICAL_RETAINED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_CANDIDATE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_FOUNDER_REVIEW_READY,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ADOPTED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_LOCKED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ACCESSIONED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ACTIVE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,SUSPENDED,YES,Founder or expressly delegated lifecycle authority,"Exact approval, lock, accession, activation, suspension, supersession, or archival evidence as applicable",,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,SUPERSEDED,YES,Founder or expressly delegated lifecycle authority,"Exact approval, lock, accession, activation, suspension, supersession, or archival evidence as applicable",,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
ACTIVE,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_HISTORICAL_RETAINED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_CANDIDATE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_FOUNDER_REVIEW_READY,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_ADOPTED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_LOCKED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_ACCESSIONED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,ACTIVE,YES,Founder or expressly delegated lifecycle authority,"Exact approval, lock, accession, activation, suspension, supersession, or archival evidence as applicable",,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_SUSPENDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_SUPERSEDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUSPENDED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_HISTORICAL_RETAINED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_CANDIDATE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_FOUNDER_REVIEW_READY,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ADOPTED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_LOCKED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ACCESSIONED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ACTIVE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_SUSPENDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_SUPERSEDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
SUPERSEDED,HISTORICAL_RETAINED,YES,Founder or expressly delegated lifecycle authority,"Exact approval, lock, accession, activation, suspension, supersession, or archival evidence as applicable",,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_CANDIDATE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_FOUNDER_REVIEW_READY,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ADOPTED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_LOCKED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ACCESSIONED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ACTIVE,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_SUSPENDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_SUPERSEDED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
HISTORICAL_RETAINED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_HISTORICAL_RETAINED,Reversal requires explicit rescission or supersession evidence,Suspension restricts active effect until reactivation evidence exists,Supersession requires successor or documented basis,Reactivation requires authority and evidence,Historical retention must preserve prior truth without present-tense control claims
