gap_id,feature_id,feature_name,product_domain,has_non_pia_governance_gap,primary_non_pia_gap_type,code_guide_gap,adr_gap,operating_standard_gap,runbook_gap,implementation_verification_gap,source_authority_gap,dependency_gap,conflict_gap,release_planning_gap,gap_severity,risk_severity,risk_score,governance_readiness_score,required_artifact_or_action,recommended_owner,recommended_next_action,founder_decision_required,closure_criteria,source_ids
GAP-ES-FEAT-CARE-011,ES-FEAT-CARE-011,veterinary visits,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-012,ES-FEAT-CARE-012,farrier,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-CARE;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-OWNER;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-HEALTHCARELOGS;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-013,ES-FEAT-CARE-013,dental,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-014,ES-FEAT-CARE-014,bodywork,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-015,ES-FEAT-CARE-015,nutrition,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-016,ES-FEAT-CARE-016,care-plan changes,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-CARE;SRC-BACKEND-ROUTE-HORSES;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-OWNER;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-CARELEDGERTAB;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-HEALTHCARELOGS;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-OWNERCARELEDGER;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-017,ES-FEAT-CARE-017,missed care,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-CARE;SRC-BACKEND-ROUTE-HORSE-LEDGER;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-CARELEDGERTAB;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-HEALTHCARELOGS;SRC-FRONTEND-PAGE-OWNERCARELEDGER;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-CARE-018,ES-FEAT-CARE-018,care evidence,Care operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-CARE;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-PULSE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-BUILD-NEXT-13M-ROLE-SMOKE-EVIDENCE;SRC-BACKEND-TEST-TEST-BUILD-NEXT-15C-C-TODAY-PULSE-ROLE-HOME-EVIDENCE;SRC-BACKEND-TEST-TEST-CARE-FILTERING;SRC-BACKEND-TEST-TEST-CARE-INTEGRITY;SRC-BACKEND-TEST-TEST-CARE-ROUTES;SRC-BACKEND-TEST-TEST-CARE-SCOPING;SRC-BACKEND-TEST-TEST-CARE-STATE-GUARDS;SRC-BACKEND-TEST-TEST-RF10-SERVICE-PROVIDER-CARE-PARTNER;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BARN-CANON-V3.1;SRC-CANON-EQUINE-HEALTH-CANON-V1.1;SRC-CANON-HORSE-LIFECYCLE-CANON-V3.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-CARELEDGERTAB;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-HEALTHCARELOGS;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-OWNERCARELEDGER;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-04-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-07-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-LESSONS-001,ES-FEAT-LESSONS-001,rider profiles,"Lessons, training, riders, and guardians",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-CARE;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-BUILD-NEXT-13C-RIDER-INTAKE-SHELL;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-COMMUNICATION-CANON-V2.0;SRC-CANON-RELATIONSHIP-CANON-V2.0;SRC-CANON-SAFEGUARDING-CANON-V1.2;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-LESSONS;SRC-FRONTEND-PAGE-RIDERDASHBOARD;SRC-FRONTEND-PAGE-RIDERS;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-FRONTEND-PAGE-TRAINERDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-03-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-08-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-LESSONS-002,ES-FEAT-LESSONS-002,lesson enrollment,"Lessons, training, riders, and guardians",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-DASHBOARD;SRC-BACKEND-ROUTE-OPERATIONS;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-ROUTE-TRAINER-OPERATING-CENTER;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-RF5-WEB-ENROLLMENT-ACCOUNT-HEALTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-COMMUNICATION-CANON-V2.0;SRC-CANON-RELATIONSHIP-CANON-V2.0;SRC-CANON-SAFEGUARDING-CANON-V1.2;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ENROLLMENT;SRC-FRONTEND-PAGE-LESSONS;SRC-FRONTEND-PAGE-RIDERS;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-FRONTEND-PAGE-TRAINERDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-03-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-08-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-LESSONS-003,ES-FEAT-LESSONS-003,lesson scheduling,"Lessons, training, riders, and guardians",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-DASHBOARD;SRC-BACKEND-ROUTE-OPERATIONS;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-ROUTE-TRAINER-OPERATING-CENTER;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-COMMUNICATION-CANON-V2.0;SRC-CANON-RELATIONSHIP-CANON-V2.0;SRC-CANON-SAFEGUARDING-CANON-V1.2;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-LESSONS;SRC-FRONTEND-PAGE-RIDERS;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-FRONTEND-PAGE-STAFFSCHEDULING;SRC-FRONTEND-PAGE-TRAINERDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-03-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-08-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-LESSONS-004,ES-FEAT-LESSONS-004,lesson attendance,"Lessons, training, riders, and guardians",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-DASHBOARD;SRC-BACKEND-ROUTE-OPERATIONS;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-ROUTE-TRAINER-OPERATING-CENTER;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-COMMUNICATION-CANON-V2.0;SRC-CANON-RELATIONSHIP-CANON-V2.0;SRC-CANON-SAFEGUARDING-CANON-V1.2;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-LESSONS;SRC-FRONTEND-PAGE-RIDERS;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-FRONTEND-PAGE-SIGNUP;SRC-FRONTEND-PAGE-TRAINERDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-03-CUSTODY;SRC-PIA-ITEM-06-CUSTODY;SRC-PIA-ITEM-08-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
