supplement_id,feature_id,feature_name,product_domain,parent_pia_ids,affected_personas,risk_severity,risk_score,governance_readiness_score,recommended_owner,recommended_next_action,mapping_basis
DOC-SUP-PIA-01-IDENTITY-ACCESS,ES-FEAT-IDENTITY-015,account closure,Identity and access,PIA-01;PIA-03,Guest;User;Admin;Facility Owner;Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-01-IDENTITY-ACCESS,ES-FEAT-IDENTITY-016,duplicate identity and merge,Identity and access,PIA-01;PIA-03,Guest;User;Admin;Facility Owner;Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-001,owner-horse relationships,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-003,guardian-minor relationships,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-004,delegated authority,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-005,effective dates,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-006,disputes,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-007,restrictions,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-008,relationship verification,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-009,relationship termination,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-010,cross-tenant relationships,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP,ES-FEAT-RELATIONSHIP-011,historical relationships,Relationships and guardianship,PIA-03;PIA-01;PIA-08,Owner;Trainer;Guardian;Minor Rider;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-001,facility creation,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-002,barn lifecycle,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-003,locations,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-004,stalls,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-005,arenas,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-006,pastures,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-007,facility maps,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-008,occupancy,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-009,assignments,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-010,inspections,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-012,work orders,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-013,hazards,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-014,closures,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-015,contractors,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-016,capital improvements,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-02-FACILITY-OPERATIONS,ES-FEAT-FACILITY-017,business operations,"Facility, barn, business, and physical operations",PIA-02,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-002,passport,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-003,ownership,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-004,custody,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-005,lease,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-006,transfer,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-007,medical continuity,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-008,emergency transfer,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,CRITICAL,16,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-009,historical ownership,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-010,duplicate horse resolution,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-011,retirement,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-012,memorialization,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-04-HORSE-LIFECYCLE,ES-FEAT-HORSE-013,public and private projections,Horse identity and lifecycle,PIA-04;PIA-03,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-001,feed,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-002,supplements,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-003,medication,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-004,treatment instructions,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-005,turnout,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-006,blanketing,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-007,stall rest,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-008,rehabilitation,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-009,observations,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-010,welfare concerns,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-011,veterinary visits,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-012,farrier,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-013,dental,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-014,bodywork,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-015,nutrition,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-016,care-plan changes,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-017,missed care,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
