guide_id,guide_title,wave,stage,stage_name,coverage_status,evidence_location_class,current_tracker_maturity,adoption_state,accession_state,activation_state,status_preservation
ES-CG-00,Code Guide Charter,1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,0,Program intake,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,1,Drafting charter,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,2,Source accession and freeze,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,0,Program intake,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,1,Drafting charter,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,2,Source accession and freeze,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,23,Repository accession,NOT_COMPLETE,ABSENT,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-02,Architecture and Module Boundaries,2,24,Guide activation,NOT_AUTHORIZED,ABSENT,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,0,Program intake,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,1,Drafting charter,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,2,Source accession and freeze,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,23,Repository accession,NOT_COMPLETE,ABSENT,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-03,"Identity, Tenancy, and Authorization",2,24,Guide activation,NOT_AUTHORIZED,ABSENT,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,0,Program intake,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,1,Drafting charter,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,2,Source accession and freeze,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-04,"Data, State, and Migrations",2,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,PLANNED,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
