source_id,repository_path_or_location,claimed_sha256,verification_result,authority_effect_summary,notes
SRC-011,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_POST_LOCK_CHANGE_CONTROL.md,b8c6e329240530ea711af2b594bb8f9f02fbd2e911a364f13d5410b3902777ac,HASH_MATCH_AT_PR_HEAD,Requires PR and owner review for governance changes; no governance change creates operational authority without separate directive,RESOLVED_REPOSITORY_PATH
SRC-012,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_BASELINE_MANIFEST.json,f5666ebffbfe527f6d01eb7fe7fbe9f21de541b7b3afe5c4a1fe2d1b3379bfe9,HASH_MATCH_AT_PR_HEAD,Aggregate baseline checksum authority for the global lock,RESOLVED_REPOSITORY_PATH
SRC-013,docs/canon/reviews/governance_v1_0_final_baseline_resumption/closure/FINAL_GOVERNANCE_V1_0_CLOSURE_ASSESSMENT.md,e751e23eeb483c2057e336bd38fdf437452d2784f1f66116450e1f35c8b2ba8a,HASH_MATCH_AT_PR_HEAD,Historical closure assessment before later global lock record,RESOLVED_REPOSITORY_PATH
SRC-014,docs/canon/MASTER_ATLAS_GOVERNANCE.md,b7ba4f7537fcbc7628f82a001e7495982c0164c88f552567ae1f3ec3e2a05729,HASH_MATCH_AT_PR_HEAD,"Controls ATLAS phase, evidence, findings, lock, QA, and release-readiness distinctions",RESOLVED_REPOSITORY_PATH
SRC-015,docs/canon/CODEX_CANON_APPLICATION_GUIDE.md,8bfb1f213931eca8e6d4955374ec130e0439bdd2c9f923b1ecc87fe6e52d8e35,HASH_MATCH_AT_PR_HEAD,Operational guidance for applying canon to review/planning/implementation/completion claims,RESOLVED_REPOSITORY_PATH
SRC-016,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,HASH_MATCH_AT_PR_HEAD,"Constitutional authority for evidence, attribution, chain of custody, and integrity proof",RESOLVED_REPOSITORY_PATH
SRC-017,docs/canon/adopted_sources/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1_ADOPTED_SOURCE.md,4623fb036481a4ffea4e7edde53fa6e83e9a81f062251c8371e242219f524c2a,HASH_MATCH_AT_PR_HEAD,"Constitutional authority for record identity, stewardship, lifecycle, correction, preservation, retention, archival, and disposal",RESOLVED_REPOSITORY_PATH
SRC-018,docs/canon/adopted_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_ADOPTED_SOURCE.md,bb1eae9fecf46403d05a91bf802d7ef4134ed11c22bf57b1092fb14229413596,HASH_MATCH_AT_PR_HEAD,Constitutional source for operations/reliability/release governance; no implementation or production authority by existence,RESOLVED_REPOSITORY_PATH
SRC-019,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,bfa77b5e03fd9a75c8865b723794ee2da687754f030e72022f1476b9af6021d8,HASH_MATCH_AT_PR_HEAD,Planning and orchestration only; subordinate to canon; no implementation/schema/migration/provider/production authority,RESOLVED_REPOSITORY_PATH
SRC-020,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,3ea200c52d2149c2b0eead26ffd88785b2b86947fd7483ea6bbe139f05a665ce,HASH_MATCH_AT_PR_HEAD,Founder adoption evidence for planning/orchestration role only,RESOLVED_REPOSITORY_PATH
SRC-021,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_AUTHORITY_MATRIX.md,e728926ba731903bfe574f506655ce8a244e4c793717a5f78d21173f4e42f2fa,HASH_MATCH_AT_PR_HEAD,Maps atlas authority and exclusions,RESOLVED_REPOSITORY_PATH
SRC-022,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_RETAINED_FINDINGS_REGISTER.md,b779ebcaca0150a7fbd270520d673d040acbf2d2da527b142df5e917ccfb2977,HASH_MATCH_AT_PR_HEAD,Tracks atlas retained findings and closure rules,RESOLVED_REPOSITORY_PATH
SRC-023,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/PIA_PORTFOLIO_REALIGNMENT_REGISTER.md,c70712a50fca78cd44c72b670206723b1ccad52b85ef44c3c7bbae0c7890ffab,HASH_MATCH_AT_PR_HEAD,Controls PIA portfolio classification and drift checks only; no new PIA approval or implementation authority,RESOLVED_REPOSITORY_PATH
SRC-024,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/PIA_PORTFOLIO_MACHINE_READABLE.json,b43a3fb7e70133b4b9c67c682e77ed35ab8a40ddd05302adcd6f023a55000e67,HASH_MATCH_AT_PR_HEAD,Machine-readable PIA classification and lifecycle/status source,RESOLVED_REPOSITORY_PATH
SRC-025,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/sources/CURRENT_PIA_APPROVAL_STATUS.md,8abfbe0b1be12fcdd9d488659ca68f691e92da47bce1291176791d709baf237e,HASH_MATCH_AT_PR_HEAD,Distinguishes underlying approved designs from successor text pending fresh review,RESOLVED_REPOSITORY_PATH
SRC-026,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/FOUNDER_DIRECTED_PORTFOLIO_LOCK_RECORD.md,417002ce200865f93ef677c1854b179ac96bb16d83082b842178dec6e1c75c40,HASH_MATCH_AT_PR_HEAD,"Records ten-item placement and documentary drift checks; no implementation, PR, merge, tag, or release authority",RESOLVED_REPOSITORY_PATH
SRC-027,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/PIA_PACKAGE_INVENTORY.csv,03cf7177e66b7d781d1c087edd3b03e3396a4c623714e79715c31b06675760da,HASH_MATCH_AT_PR_HEAD,Inventory of PIA/classification artifacts and exact hashes where available,RESOLVED_REPOSITORY_PATH
SRC-028,governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/PIA_PACKAGE_PLACEMENT_AND_SUPERSESSION_MAP.csv,bc9b89e06bb6b910b84dfd3fac00b449818905b95be8005eac8b2e49b7b7c230,HASH_MATCH_AT_PR_HEAD,"Controls PIA placement, component allocation, and supersession notes",RESOLVED_REPOSITORY_PATH
SRC-029,governance/implementation/code-guides/README.md,ee888a1dcbf9df6c5a3fae50d960b9b14a343a3783487e2411785680fd1ebee3,HASH_MATCH_AT_PR_HEAD,Code Guide program status source and non-authorization boundary,RESOLVED_REPOSITORY_PATH
SRC-030,governance/implementation/code-guides/NON_AUTHORIZATION_BOUNDARY.md,6eb283544e1132206cfd96da4576e937b0569a5e97a4e2706ea04cb61d7f20b6,HASH_MATCH_AT_PR_HEAD,"Records no application, CI, adoption, activation, merge, deployment, pilot, production, financial, messaging, AI, or enrollment authority",RESOLVED_REPOSITORY_PATH
SRC-031,governance/implementation/code-guides/program-plan/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1/ES-CODE-GUIDE-CREATION-REVIEW-ASSURANCE-PLAN-V1.1.md,9aa8cb29848ccf5b75a65320616a1196060589372bb0de09266fd32f3a9efd35,HASH_MATCH_AT_PR_HEAD,"Program framework for creating, reviewing, adopting, accessioning, activating, maintaining, superseding, and verifying Code Guides",RESOLVED_REPOSITORY_PATH
SRC-032,governance/implementation/code-guides/schemas/CODE_GUIDE_CONTROLLED_VALUES.json,2b10cae8278add1ffe1018c332cac37dda14d3d2601ca59da35603f8a9a8eefb,HASH_MATCH_AT_PR_HEAD,"Repository-native vocabulary for guide maturity, adoption, activation, accession, authority, evidence, source, and validation states",RESOLVED_REPOSITORY_PATH
SRC-033,governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_PLAN_V1_1_REPOSITORY_CUSTODY_RECEIPT.md,bdeac986555c4a3193a15edade69552d85314dc9488b5ff426fe08a6127085c1,HASH_MATCH_AT_PR_HEAD,Verifies protected accession and custody of program plan; documentary only,RESOLVED_REPOSITORY_PATH
SRC-034,governance/implementation/code-guides/receipts/CGP_006_WAVE_1_V1_1_STAGE_22_ADOPTION_STAGE_23_ACCESSION_CUSTODY_RECEIPT.md,b9642ba0f89a700cc5ae96f852833fa974b7491479bf7c23f02b3ec00f7a661a,HASH_MATCH_AT_PR_HEAD,"Distinguishes adoption, accession, custody, and activation for Code Guides",RESOLVED_REPOSITORY_PATH
SRC-035,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,d94a550f278f9c99515a4c9b19d5421ac198f57abf0ecd28238a7fd9ffa00722,HASH_MATCH_AT_PR_HEAD,Code Guide source identity and custody reference,RESOLVED_REPOSITORY_PATH
SRC-036,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_SUPERSESSION_REGISTER.csv,c1858cb642eff2031296edd3b24ffb1555d589bfe01e11bd7266db78eba86115,HASH_MATCH_AT_PR_HEAD,Code Guide supersession treatment reference,RESOLVED_REPOSITORY_PATH
SRC-037,governance/implementation/deployment-control/2026-07-26-release-branch-separation/PRODUCTION_RELEASE_PROCEDURE.md,ffa866850bb8cfc994ef9c87b7d8263cea52daebe4377716c0751b7a9ebdaadc,HASH_MATCH_AT_PR_HEAD,Controls separation of integration branch from production release and required release receipt fields,RESOLVED_REPOSITORY_PATH
SRC-038,governance/implementation/deployment-control/2026-07-26-release-branch-separation/AUTOMATIC_PRODUCTION_PROMOTION_CLOSURE_RECORD.md,25242ad071ff3d148619a4a46022823bd21fe4b208e8e981902d9577fa02f236,HASH_MATCH_AT_PR_HEAD,"Evidence package for branch separation only; not pilot, production, payment, migration, or governance supersession authority",RESOLVED_REPOSITORY_PATH
SRC-039,/Users/rianray/.codex/attachments/219c0b97-bb92-4583-b0e9-37d89a65f3c7/pasted-text.txt,7d6d846091de6ac0dcba48f325d874b817f82d56357dc701ad9864f036a49a84,HASH_RECORDED_PATH_NOT_IN_REPO,"Authorizes documentary revision of existing PR #77 package only; no merge, adoption, lock, activation, implementation, pilot, or production authority.",CODEX_ATTACHMENT local path; see CB-010
