artifact_path,line,matched_text,classification,treatment
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/README.md,10,**Package status:** `PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/README.md,34,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/README.md,36,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/REVIEW_DISPOSITION.md,17,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/REVIEW_DISPOSITION.md,19,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/SOURCE_REGISTER.md,10,| SRC-0006 | Founder disposition of PR #49 | `FOUNDER_DISPOSITION_OF_PR_49.md` | APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY |,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/validators/validate_revision_package.py,48,"""""PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY"""",",PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/validators/validate_revision_package.py,49,"""""PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE"""",",PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/FOUNDER_DISPOSITION_OF_PR_49.md,38,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,FOUNDER_DISPOSITION_PRESERVE,Preserved as Founder disposition text from its original temporal context.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/FOUNDER_DISPOSITION_OF_PR_49.md,40,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,FOUNDER_DISPOSITION_PRESERVE,Preserved as Founder disposition text from its original temporal context.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/FOUNDER_REVIEW_SUMMARY.md,13,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/FOUNDER_REVIEW_SUMMARY.md,15,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/README.md,15,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/README.md,17,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/SOURCE_REGISTER.md,9,| W1-V11-SRC-0005 | Founder disposition of PR #49 | `FOUNDER_DISPOSITION_OF_PR_49.md` | APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY |,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/SUCCESSOR_REVIEW_DISPOSITION.md,13,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/SUCCESSOR_REVIEW_DISPOSITION.md,15,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/validators/validate_wave1_successor_package.py,47,"""""PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY"""",",PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/validators/validate_wave1_successor_package.py,48,"""""PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE"""",",PR_EVIDENCE_PRESERVE,Preserved as PR #49 package evidence; no substantive PR #49 package rewrite authorized.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_MANIFEST.json,49,"""""determination"""": """"CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION"""",",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_MANIFEST.json,158,"""""status"""": """"CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION""""",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_MANIFEST.json,182,"""""adoption_status"""": """"CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION"""",",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_MANIFEST.json,185,"""""maximum_authorized_state_pre_merge"""": """"CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION"""",",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/README.md,9,**Determination:** `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION`,REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/registers/CGP_006_WAVE_1_CONDITIONAL_ADOPTION_REGISTER.csv,2,"CGP006-W1-CAR-0001,CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_AND_PROTECTED_INTEGRATION_DIRECTIVE_V1_0_0,rianray2012-coder/EquineSync-V4,42,integrate-emergent-final-zip,be0e68eeb698491f807745f0c4174dec28e96298,5cff02e71721764e1713ba14c110847aab050dc3,ES-CG-00;ES-CG-01;ES-CG-10;ES-CG-13,CONDITIONAL_PORTFOLIO_ADOPTION,DOCUMENTARY_CONDITIONAL_ADOPTION_AND_PROTECTED_INTEGRATION_ONLY,CGP006-AR-COND-0001;CGP006-AR-COND-0002;CGP006-AR-COND-0003;CGP006-AR-COND-0004;CGP006-AR-COND-0005,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,IMPLEMENTATION_EVIDENCE_REQUIRED;CONDITIONAL_ADOPTION_REQUIRED;OPEN,NOT_ACTIVE,IMPLEMENTATION_MAPPING_NOT_AUTHORIZED,IMPLEMENTATION_NOT_AUTHORIZED,NOT_GRANTED,REQUIRED_FOR_PR_42,REQUIRED_AFTER_VERIFIED_PROTECTED_MERGE,CGP_006_WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_REQUIRED_PLANNING_ONLY,CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/registers/CGP_006_WAVE_1_GUIDE_ADOPTION_READINESS_REGISTER.csv,2,"ES-CG-00,Code Guide Framework And Charter,1,FOUNDER_APPROVED_CANDIDATE_BASELINE,REPOSITORY_ACCESSIONED,CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION,NOT_ACTIVE,IMPLEMENTATION_AUTHORITY_NOT_GRANTED,NOT_GRANTED,READY_FOR_CONDITIONAL_ADOPTION,ES_CG_00_ADOPTION_READINESS_REVIEW_COMPLETE_UPSTREAM_BASELINE_STABLE,PASS,PASS,0,5,0,5,0,8,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CONDITIONAL_ADOPTION_ALLOWED; ACTIVATION_IMPLEMENTATION_MAPPING_AND_IMPLEMENTATION_BLOCKED_PENDING_REAL_EVIDENCE,CGP006-AR-PREREQ-ES_CG_00-ALL,CGP006-AR-COND-0001;CGP006-AR-COND-0002;CGP006-AR-COND-0003;CGP006-AR-COND-0004;CGP006-AR-COND-0005,CGP006-AR-ACT-ES_CG_00,CGP006-AR-IMAP-ES_CG_00,CGP006-AR-IMPL-ES_CG_00,NO_NEW_FOUNDER_DECISION_REQUIRED_FOR_ADOPTION_CONSIDERATION,Founder conditional adoption recorded; proceed only through protected integration; no activation or implementation authority granted.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/registers/CGP_006_WAVE_1_GUIDE_ADOPTION_READINESS_REGISTER.csv,3,"ES-CG-01,Engineering Authority And Precedence,2,FOUNDER_APPROVED_CANDIDATE_BASELINE,REPOSITORY_ACCESSIONED,CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION,NOT_ACTIVE,IMPLEMENTATION_AUTHORITY_NOT_GRANTED,NOT_GRANTED,READY_FOR_CONDITIONAL_ADOPTION,ES_CG_01_ADOPTION_READINESS_REVIEW_COMPLETE_DEPENDENCY_BASELINE_STABLE,PASS,PASS,0,5,0,5,0,8,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CONDITIONAL_ADOPTION_ALLOWED; ACTIVATION_IMPLEMENTATION_MAPPING_AND_IMPLEMENTATION_BLOCKED_PENDING_REAL_EVIDENCE,CGP006-AR-PREREQ-ES_CG_01-ALL,CGP006-AR-COND-0001;CGP006-AR-COND-0002;CGP006-AR-COND-0003;CGP006-AR-COND-0004;CGP006-AR-COND-0005,CGP006-AR-ACT-ES_CG_01,CGP006-AR-IMAP-ES_CG_01,CGP006-AR-IMPL-ES_CG_01,NO_NEW_FOUNDER_DECISION_REQUIRED_FOR_ADOPTION_CONSIDERATION,Founder conditional adoption recorded; proceed only through protected integration; no activation or implementation authority granted.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/registers/CGP_006_WAVE_1_GUIDE_ADOPTION_READINESS_REGISTER.csv,4,"ES-CG-13,""""Completion, Evidence, And Traceability"""",3,FOUNDER_APPROVED_CANDIDATE_BASELINE,REPOSITORY_ACCESSIONED,CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION,NOT_ACTIVE,IMPLEMENTATION_AUTHORITY_NOT_GRANTED,NOT_GRANTED,READY_FOR_CONDITIONAL_ADOPTION,ES_CG_13_ADOPTION_READINESS_REVIEW_COMPLETE_DEPENDENCY_BASELINE_STABLE,PASS,PASS,0,6,0,6,0,8,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CONDITIONAL_ADOPTION_ALLOWED; ACTIVATION_IMPLEMENTATION_MAPPING_AND_IMPLEMENTATION_BLOCKED_PENDING_REAL_EVIDENCE,CGP006-AR-PREREQ-ES_CG_13-ALL,CGP006-AR-COND-0001;CGP006-AR-COND-0002;CGP006-AR-COND-0003;CGP006-AR-COND-0004;CGP006-AR-COND-0005,CGP006-AR-ACT-ES_CG_13,CGP006-AR-IMAP-ES_CG_13,CGP006-AR-IMPL-ES_CG_13,NO_NEW_FOUNDER_DECISION_REQUIRED_FOR_ADOPTION_CONSIDERATION,Founder conditional adoption recorded; proceed only through protected integration; no activation or implementation authority granted.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/registers/CGP_006_WAVE_1_GUIDE_ADOPTION_READINESS_REGISTER.csv,5,"ES-CG-10,""""Testing, Verification, And Assurance"""",4,FOUNDER_APPROVED_CANDIDATE_BASELINE,REPOSITORY_ACCESSIONED,CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION,NOT_ACTIVE,IMPLEMENTATION_AUTHORITY_NOT_GRANTED,NOT_GRANTED,READY_FOR_CONDITIONAL_ADOPTION,ES_CG_10_ADOPTION_READINESS_REVIEW_COMPLETE_PORTFOLIO_RECONCILIATION_READY,PASS,PASS,0,6,0,6,0,8,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CONDITIONAL_ADOPTION_ALLOWED; ACTIVATION_IMPLEMENTATION_MAPPING_AND_IMPLEMENTATION_BLOCKED_PENDING_REAL_EVIDENCE,CGP006-AR-PREREQ-ES_CG_10-ALL,CGP006-AR-COND-0001;CGP006-AR-COND-0002;CGP006-AR-COND-0003;CGP006-AR-COND-0004;CGP006-AR-COND-0005,CGP006-AR-ACT-ES_CG_10,CGP006-AR-IMAP-ES_CG_10,CGP006-AR-IMPL-ES_CG_10,NO_NEW_FOUNDER_DECISION_REQUIRED_FOR_ADOPTION_CONSIDERATION,Founder conditional adoption recorded; proceed only through protected integration; no activation or implementation authority granted.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_DISPOSITION.md,14,"Under `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_AND_PROTECTED_INTEGRATION_DIRECTIVE_V1_0_0`, Founder conditional adoption has been recorded as `CGP006-W1-CAR-0001` for the Wave 1 portfolio. The prior readiness determination remains preserved as the evidentiary basis. The current package determination is `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION` pending protected integration.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_ADOPTION_READINESS_REVIEW_REPORT.md,28,"Under `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_AND_PROTECTED_INTEGRATION_DIRECTIVE_V1_0_0`, Founder conditional adoption has been recorded as `CGP006-W1-CAR-0001` for the Wave 1 portfolio. The prior readiness determination remains preserved as the evidentiary basis. The current package determination is `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION` pending protected integration.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_ADOPTION_READINESS_VALIDATION_REPORT.md,21,"Under `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_AND_PROTECTED_INTEGRATION_DIRECTIVE_V1_0_0`, Founder conditional adoption has been recorded as `CGP006-W1-CAR-0001` for the Wave 1 portfolio. The prior readiness determination remains preserved as the evidentiary basis. The current package determination is `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION` pending protected integration.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_CONDITIONAL_ADOPTION_METADATA_RECONCILIATION.md,4,**Result:** `CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION`,REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_CONDITIONAL_ADOPTION_METADATA_RECONCILIATION.md,11,"- Guide adoption state changed from `NOT_ADOPTED` to `CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION` for `ES-CG-00`, `ES-CG-01`, `ES-CG-10`, and `ES-CG-13`.",REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ADOPTION_READINESS_REVIEW_V1/reports/CGP_006_WAVE_1_FOUNDER_CONDITIONAL_ADOPTION_RECORD.md,11,**Adoption status:** `CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION`,REVIEW_HISTORY_PRESERVE,Preserved as older Wave 1 adoption-readiness review history outside this closeout current-status scope.
governance/implementation/code-guides/receipts/CGP_006_DOCUMENT_CLASSIFICATION_GATE_REPOSITORY_INTEGRATION_RECEIPT.md,57,- Classification gate status at primary merge: `FOUNDER_APPROVED_PENDING_PROTECTED_INTEGRATION`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_PLAN_V1_1_REPOSITORY_CUSTODY_RECEIPT.md,59,`CODE_GUIDE_PROGRAM_PLAN_V1_1_PROTECTEDLY_MERGED_PENDING_CUSTODY`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION_CUSTODY_RECEIPT.md,60,`CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION_PROTECTEDLY_MERGED_PENDING_CUSTODY`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,69,`CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PROTECTEDLY_MERGED_PENDING_CUSTODY`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,103,`PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/receipts/ES_CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_CUSTODY_RECEIPT.md,105,`PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE`,CUSTODY_RECORD_PRESERVE,Preserved as historical custody evidence.
governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,22,"DETERMINATION = """"CGP_006_WAVE_1_CONDITIONAL_FOUNDER_ADOPTION_RECORDED_PENDING_PROTECTED_INTEGRATION""""",REVIEW_HISTORY_PRESERVE,Preserved as validator history for earlier package semantics; closeout-specific validator added separately.
governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,26,"ADOPTION_STATUS = """"CONDITIONALLY_ADOPTED_PENDING_PROTECTED_INTEGRATION""""",REVIEW_HISTORY_PRESERVE,Preserved as validator history for earlier package semantics; closeout-specific validator added separately.
