artifact_id,program_or_guide_id,artifact_type,title,expected_path,required_stage,required,version,status,source_prompt,checksum,commit_sha,remote_verified,supersedes,superseded_by,notes
CGP-ART-0020,ES-CG-10,GUIDE_PLACEHOLDER,README.md,governance/implementation/code-guides/guides/ES-CG-10/README.md,CGP-002,YES,0.2.0,CREATED,CGP-002,65ba723bf5c6516e2a131db4b642a7ecd43433b9b51dde8231667d0ff04385e6,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0021,ES-CG-11,GUIDE_PLACEHOLDER,README.md,governance/implementation/code-guides/guides/ES-CG-11/README.md,CGP-002,YES,0.2.0,CREATED,CGP-002,b862730037bf01f44052dcda11ed670ffc4d884cd2a9999399f8bcce6db003c9,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0022,ES-CG-12,GUIDE_PLACEHOLDER,README.md,governance/implementation/code-guides/guides/ES-CG-12/README.md,CGP-002,YES,0.2.0,CREATED,CGP-002,1c054ccae457ec8b1fe30973528d587c496033c487506fb20d797b518aa3b6c8,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0023,ES-CG-13,GUIDE_PLACEHOLDER,README.md,governance/implementation/code-guides/guides/ES-CG-13/README.md,CGP-002,YES,0.2.0,CREATED,CGP-002,febf4a47440aae798fb14e0dfe2cf80da619e4cabdb1446ec0dff92c001b02da,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0024,CGP-002,PACKAGE_ARTIFACT,.gitkeep,governance/implementation/code-guides/packages/.gitkeep,CGP-002,YES,0.2.0,CREATED,CGP-002,b946e2ab99ea13bc386676cfb37867a6e11a26fd43034a0cfc342e13e8564c4c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0025,CGP-002,PACKAGE_ARTIFACT,CGP_002_CREATED_ARTIFACT_MANIFEST.json,governance/implementation/code-guides/packages/CGP_002_CREATED_ARTIFACT_MANIFEST.json,CGP-002,YES,0.2.0,CREATED,CGP-002,0a5e66b07f838711974f15e598ca6ce0713715b66567dfab8a33941506ca362e,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0026,CGP-002,PACKAGE_ARTIFACT,CGP_002_SHA256SUMS.txt,governance/implementation/code-guides/packages/CGP_002_SHA256SUMS.txt,CGP-002,YES,0.2.0,CREATED,CGP-002,LEDGER_SELF_REFERENCE_EXCLUDED,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0027,CGP-002,PROGRAM_DOCUMENT,.gitkeep,governance/implementation/code-guides/profiles/.gitkeep,CGP-002,YES,0.2.0,CREATED,CGP-002,b946e2ab99ea13bc386676cfb37867a6e11a26fd43034a0cfc342e13e8564c4c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0028,CGP-001,CUSTODY_ARTIFACT,Cgp 001 Created Artifact Manifest,governance/implementation/code-guides/receipts/CGP_001_CREATED_ARTIFACT_MANIFEST.json,CGP-001,YES,0.1.0,REMOTE_VERIFIED,CGP-001,9a3b9d1aef1aae8ccc661470079b9bf07b626e7c1d0fbf63d4ad69ddc3e70ef8,3c9ffbeee874ef22f95f05b682a5340e0da79ecf,YES,,,CGP-001 scaffold artifact
CGP-ART-0029,CGP-001,CUSTODY_ARTIFACT,Cgp 001 Program Initialization Receipt,governance/implementation/code-guides/receipts/CGP_001_PROGRAM_INITIALIZATION_RECEIPT.md,CGP-001,YES,0.1.0,REMOTE_VERIFIED,CGP-001,9a31d8c4640b2c2ad588c37994e7dfe417c9552152593f98528c7ba8038301a7,625ea6de980eabcf376aeac7de78aca1ab40aab4,YES,,,CGP-001 scaffold artifact
CGP-ART-0030,CGP-001,CUSTODY_ARTIFACT,CGP-001 Repository Integration Receipt,governance/implementation/code-guides/receipts/CGP_001_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-001-REPOSITORY-INTEGRATION,YES,0.1.0,REMOTE_VERIFIED,CGP-001,456376c9b3e973cbc83136e2c433030b1665449a51822e08b985d98c96c51dfe,3c9ffbeee874ef22f95f05b682a5340e0da79ecf,YES,,,Post-merge repository integration receipt; CGP-002 not begun.
CGP-ART-0031,CGP-001,CUSTODY_ARTIFACT,Cgp 001 Session Receipt,governance/implementation/code-guides/receipts/CGP_001_SESSION_RECEIPT.md,CGP-001,YES,0.1.0,REMOTE_VERIFIED,CGP-001,78b2bc0b2fc8e1c0ab24e7e1b2d8b0aa5d215382ffbf063265e0fc757affee93,625ea6de980eabcf376aeac7de78aca1ab40aab4,YES,,,CGP-001 scaffold artifact
CGP-ART-0032,CGP-001,CUSTODY_ARTIFACT,Cgp 001 Sha256Sums,governance/implementation/code-guides/receipts/CGP_001_SHA256SUMS.txt,CGP-001,YES,0.1.0,REMOTE_VERIFIED,CGP-001,LEDGER_SELF_REFERENCE_EXCLUDED,625ea6de980eabcf376aeac7de78aca1ab40aab4,YES,,,Checksum ledger excludes itself from self-hashing.
CGP-ART-0033,CGP-001,CUSTODY_ARTIFACT,Cgp 001 Validation Report,governance/implementation/code-guides/receipts/CGP_001_VALIDATION_REPORT.md,CGP-001,YES,0.1.0,REMOTE_VERIFIED,CGP-001,1dc1bd2b3840e2fba7c47d0c0cfc1390944e999203eddee7df9d69216f9b50cd,625ea6de980eabcf376aeac7de78aca1ab40aab4,YES,,,CGP-001 scaffold artifact
CGP-ART-0034,CGP-002,RECEIPT,CGP_002_EXECUTION_RECEIPT.md,governance/implementation/code-guides/receipts/CGP_002_EXECUTION_RECEIPT.md,CGP-002,YES,0.2.0,CREATED,CGP-002,ff1f41f5458f89d30f74408cfb6598bc9d471f5b6115e60881a7ea3addc10a53,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0035,CGP-002,REGISTER,ATLAS_TO_CODE_TRACEABILITY_REGISTER.csv,governance/implementation/code-guides/registers/ATLAS_TO_CODE_TRACEABILITY_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,bc395f79d6c56e10197e985dfa82c129a6641d07beccbe57a96f276f6d77f27d,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0036,CGP-002,REGISTER,CODE_GUIDE_ARTIFACT_INVENTORY.csv,governance/implementation/code-guides/registers/CODE_GUIDE_ARTIFACT_INVENTORY.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,0a60ddbe430a4613129ebc11598c150e19981c31e96f44ae43c1a6b00976c708,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0037,CGP-002,REGISTER,CODE_GUIDE_CONTROL_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_CONTROL_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,a342783146f874ffcd923a36305f8541e28f0ff4a955c3d9126cac1088d3b747,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0038,CGP-002,REGISTER,CODE_GUIDE_DEPENDENCY_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_DEPENDENCY_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,5263f0a8ac11dec63c06a2a73b5bf2b243642bb324e09ef74285b81f67e648d7,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0039,CGP-002,REGISTER,CODE_GUIDE_INVARIANT_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_INVARIANT_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,04341b9b9ad06876b936e8afb816254cc83ca2ae4b2494aaa67c29ae5dff15b2,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0040,CGP-002,REGISTER,CODE_GUIDE_PROGRAM_TRACKER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_PROGRAM_TRACKER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,32e23737856e9954ec2e8c1ee16c10df16f87b8abcdd81bec8d6d504e4a25ece,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0041,CGP-002,REGISTER,CODE_GUIDE_PROMPT_EXECUTION_LOG.csv,governance/implementation/code-guides/registers/CODE_GUIDE_PROMPT_EXECUTION_LOG.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,54928af9543756cc977376e46882408c23a06e3a110a10c2895c7fe382a116a8,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0042,CGP-002,REGISTER,CODE_GUIDE_QUESTION_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_QUESTION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,bea3c471d6f70e9fd780801134784c1c7fab9abe77fcb212faae57ea57d15603,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0043,CGP-002,REGISTER,CODE_GUIDE_SESSION_RECEIPT_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_SESSION_RECEIPT_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,5aa40f0519eb6293cc960a54f093bc242aa969b8bd03755f4483b8107e69bf3d,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0044,CGP-002,REGISTER,CODE_GUIDE_VERSION_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_VERSION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,ee97306923e41f78b42d6933183dcfe4cb9f4ed404012d1bffee7a9aa6cb31fc,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0045,CGP-002,REGISTER,CONTROL_TO_REPOSITORY_REGISTER.csv,governance/implementation/code-guides/registers/CONTROL_TO_REPOSITORY_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,1c8733f1587719348ad17636dbe488a0cd309be07cb20c46bd35e38054e374bd,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0046,CGP-002,REGISTER,CONTROL_TO_VERIFICATION_REGISTER.csv,governance/implementation/code-guides/registers/CONTROL_TO_VERIFICATION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,cdb2a12a1eeee6d466af674de22f025183bbf9529a6a4fb4d3d81d1e8742eb4e,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0047,CGP-002,REGISTER,GUIDE_REVIEW_FINDING_REGISTER.csv,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,0ed22d032a273443f751246d70794f95f44a7455d8c46aa7ac32514dc73bf34c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0048,CGP-002,REGISTER,GUIDE_SUPERSESSION_REGISTER.csv,governance/implementation/code-guides/registers/GUIDE_SUPERSESSION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,517ea644a6d521e6fa63a461094204fd8acd196b342deb90107d91be8543c290,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0049,CGP-002,REGISTER,IMPLEMENTATION_EVIDENCE_REGISTER.csv,governance/implementation/code-guides/registers/IMPLEMENTATION_EVIDENCE_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,5e7d91d8aae3d86be3be6ad35d3826f654af44557081a485be4e4a12fc9cb2fa,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0050,CGP-002,REGISTER,IMPLEMENTATION_EXCEPTION_REGISTER.csv,governance/implementation/code-guides/registers/IMPLEMENTATION_EXCEPTION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,1e2b25ec38e592b3c3213e7bafb14ff8edce2cf8f3462001aa11ab6a35b078f4,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0051,CGP-002,REGISTER,OPEN_DECISION_REGISTER.csv,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,CGP-002,YES,0.2.0,CREATED,CGP-002,cc139629d6d4f0d669a7cbbaf34011482f3e68664fc27772f69a6d944aa67a27,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0052,CGP-002,REVIEW_ARTIFACT,.gitkeep,governance/implementation/code-guides/reviews/.gitkeep,CGP-002,YES,0.2.0,CREATED,CGP-002,b946e2ab99ea13bc386676cfb37867a6e11a26fd43034a0cfc342e13e8564c4c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0053,CGP-002,REVIEW_ARTIFACT,CGP_002_FOUNDATION_GAP_REPORT.md,governance/implementation/code-guides/reviews/CGP_002_FOUNDATION_GAP_REPORT.md,CGP-002,YES,0.2.0,CREATED,CGP-002,e616c7389e484d8c002cc90d7334329b813b29a7410233fd2b870f0a558ab444,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0054,CGP-002,REVIEW_ARTIFACT,CGP_002_MANIFEST_CHECKSUM_RECONCILIATION.md,governance/implementation/code-guides/reviews/CGP_002_MANIFEST_CHECKSUM_RECONCILIATION.md,CGP-002,YES,0.2.0,CREATED,CGP-002,37e44329fe8658186a1cebf8c44ad546bdbf2a81f5f34feefe9e342e3af3c03c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0055,CGP-002,REVIEW_ARTIFACT,CGP_002_VALIDATION_REPORT.json,governance/implementation/code-guides/reviews/CGP_002_VALIDATION_REPORT.json,CGP-002,YES,0.2.0,CREATED,CGP-002,d9c821c74cd6b943ec9c1f93dd75a36fe694afa9390739c588e805164aafeb13,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0056,CGP-002,REVIEW_ARTIFACT,CGP_002_VALIDATOR_TEST_COVERAGE.md,governance/implementation/code-guides/reviews/CGP_002_VALIDATOR_TEST_COVERAGE.md,CGP-002,YES,0.2.0,CREATED,CGP-002,aa835faf9d576c42d5216eaeaf5896c24da45ab318c29122bfe5f4aef77e2a85,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0057,CGP-002,SCHEMA,ATLAS_TRACEABILITY_SCHEMA.json,governance/implementation/code-guides/schemas/ATLAS_TRACEABILITY_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,4dad230f7e86aab889e05c727e82b723535a0d40689c117be8e86a3de5fb760d,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0058,CGP-002,SCHEMA,CODE_GUIDE_CONTROLLED_VALUES.json,governance/implementation/code-guides/schemas/CODE_GUIDE_CONTROLLED_VALUES.json,CGP-002,YES,0.2.0,CREATED,CGP-002,b3df283804ce70a748a1244155ad31783542f5b8a26dbdebdd68980f7d035a4c,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. NEW."
CGP-ART-0059,CGP-002,SCHEMA,CODE_GUIDE_SCHEMA.json,governance/implementation/code-guides/schemas/CODE_GUIDE_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,222d071f021f34d9aa0286e3cd4355bb964a46f61761aad620eed31e4e04cd78,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0060,CGP-002,SCHEMA,CONTROL_DEFINITION_SCHEMA.json,governance/implementation/code-guides/schemas/CONTROL_DEFINITION_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,af6625240d1e00f812d14323a7fb0c675f07df562a9d814f65c129539f411825,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0061,CGP-002,SCHEMA,EXCEPTION_RECORD_SCHEMA.json,governance/implementation/code-guides/schemas/EXCEPTION_RECORD_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,8d7e5579615f6d6398b7513962bfdc43021580cd4d6dcef17dea0158d31b3ecf,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0062,CGP-002,SCHEMA,GUIDE_DEPENDENCY_SCHEMA.json,governance/implementation/code-guides/schemas/GUIDE_DEPENDENCY_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,ecb3c8f09736ed8c4e08b4e7c3d42603e10130038b8bf769aa2a0b1ec8d0bbfb,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
CGP-ART-0063,CGP-002,SCHEMA,IMPLEMENTATION_EVIDENCE_SCHEMA.json,governance/implementation/code-guides/schemas/IMPLEMENTATION_EVIDENCE_SCHEMA.json,CGP-002,YES,0.2.0,CREATED,CGP-002,9e8f46068f941ba8e6a8fa28540c975272a2198b8f81c021fca6a364da545a6f,e4f56f9a9e347cc7087bddb79b01ba1e2e870510,NO,,,"CGP-002 shared foundation, validation, documentation, or custody artifact. STRENGTHENED."
