exclusion_id,guide_id,source_id,title,repository_path,authority_status,source_class,inclusion_category,exclusion_reason,required_later_action,blocks_drafting,blocks_adoption_or_activation
CGP005-EXCL-ES-CG-01-0011,ES-CG-01,CGSRC-ARCH-0011,Offline Security Model,docs/OFFLINE_SECURITY_MODEL.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0012,ES-CG-01,CGSRC-ARCH-0012,"RF15 Offline, Lock-Screen, and Field Reliability",docs/RF15_OFFLINE_LOCK_SCREEN_FIELD_RELIABILITY.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0013,ES-CG-01,CGSRC-ARCH-0013,"RF15 Offline, Lock-Screen, and Field Reliability Plan",docs/RF15_OFFLINE_LOCK_SCREEN_FIELD_RELIABILITY_PLAN.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0014,ES-CG-01,CGSRC-ARCH-0014,SCHEMA_CHANGE_POLICY.md,docs/SCHEMA_CHANGE_POLICY.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0015,ES-CG-01,CGSRC-ARCH-0015,WORKFLOW_MAPS.md,docs/WORKFLOW_MAPS.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0016,ES-CG-01,CGSRC-ARCH-0016,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0017,ES-CG-01,CGSRC-ARCH-0017,Master External Architecture and Adapter Model V2.0 Adoption Report,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0018,ES-CG-01,CGSRC-ARCH-0018,Master External Architecture and Adapter Model V2.0 Final Lock Report,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_FINAL_LOCK_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0019,ES-CG-01,CGSRC-ARCH-0019,MASTER SECURITY INCIDENT RESPONSE AND DISCLOSURE MODEL,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0020,ES-CG-01,CGSRC-ARCH-0020,Master Security Incident Response and Disclosure Model Adoption Record,docs/canon/adoptions/c0_batch_1/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_ADOPTION_RECORD.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0021,ES-CG-01,CGSRC-ARCH-0022,MASTER SECURITY INCIDENT RESPONSE AND DISCLOSURE MODEL,docs/canon/candidates/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0022,ES-CG-01,CGSRC-ARCH-0023,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,docs/canon/history/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REVIEWED_CANDIDATE.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0023,ES-CG-01,CGSRC-ARCH-0024,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,docs/canon/history/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_REVIEWED_SOURCE.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0024,ES-CG-01,CGSRC-ARCH-0025,Master Security Incident Response and Disclosure Model Constitutional Lock Record,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_CONSTITUTIONAL_LOCK_RECORD.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0025,ES-CG-01,CGSRC-ARCH-0026,Master Security Incident Response and Disclosure Model Post-Lock Change-Control Protocol,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_POST_LOCK_CHANGE_CONTROL_PROTOCOL.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0026,ES-CG-01,CGSRC-ARCH-0027,External Architecture V2.0 Adoption Correction Verification Ledger,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0027,ES-CG-01,CGSRC-ARCH-0028,External Architecture V2.0 Adoption Readiness Assessment,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_READINESS_ASSESSMENT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0028,ES-CG-01,CGSRC-ARCH-0029,External Architecture V2.0 Before-and-After Wording Ledger,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_BEFORE_AND_AFTER_WORDING_LEDGER.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0029,ES-CG-01,CGSRC-ARCH-0030,External Architecture V2.0 Constitutional Conflict Analysis,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0030,ES-CG-01,CGSRC-ARCH-0031,External Architecture and Adapter V2.0 Constitutional Review,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_REVIEW_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0031,ES-CG-01,CGSRC-ARCH-0032,External Architecture V2.0 Controlled Adoption Review,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONTROLLED_ADOPTION_REVIEW_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0032,ES-CG-01,CGSRC-ARCH-0033,External Architecture V2.0 Cross-Canon Dependency Matrix,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CROSS_CANON_DEPENDENCY_MATRIX.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0033,ES-CG-01,CGSRC-ARCH-0034,External Architecture V2.0 Final Controlled Adoption Report,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CONTROLLED_ADOPTION_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0034,ES-CG-01,CGSRC-ARCH-0035,External Architecture V2.0 Final Cross-Canon Consistency Confirmation,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0035,ES-CG-01,CGSRC-ARCH-0036,External Architecture V2.0 Focused Diff Report,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOCUSED_DIFF_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0036,ES-CG-01,CGSRC-ARCH-0037,External Architecture V2.0 Founder Adoption Decision Package,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_ADOPTION_DECISION_PACKAGE.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0037,ES-CG-01,CGSRC-ARCH-0038,External Architecture V2.0 Founder Decision and Correction Report,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_DECISION_AND_CORRECTION_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0038,ES-CG-01,CGSRC-ARCH-0039,External Architecture and Adapter V2.0 Founder Decision Package,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_DECISION_PACKAGE.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0039,ES-CG-01,CGSRC-ARCH-0040,External Architecture V2.0 Governance Risk Assessment,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_GOVERNANCE_RISK_ASSESSMENT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0040,ES-CG-01,CGSRC-ARCH-0041,External Architecture and Adapter Model V2.0 Lock Review,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_LOCK_REVIEW_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0041,ES-CG-01,CGSRC-ARCH-0042,External Architecture V2.0 Narrow Adoption Wording Correction Report,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_NARROW_ADOPTION_WORDING_CORRECTION_REPORT.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0042,ES-CG-01,CGSRC-ARCH-0043,External Architecture V2.0 Non-Implementation Attestation,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_NON_IMPLEMENTATION_ATTESTATION.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0043,ES-CG-01,CGSRC-ARCH-0044,External Architecture V2.0 Provenance and Checksum Record,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_PROVENANCE_AND_CHECKSUM_RECORD.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0044,ES-CG-01,CGSRC-ARCH-0045,External Architecture V2.0 Required Corrections and Expansions,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_REQUIRED_CORRECTIONS_AND_EXPANSIONS.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0045,ES-CG-01,CGSRC-ARCH-0046,External Architecture V2.0 Residual P2 Disposition,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_RESIDUAL_P2_DISPOSITION.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0046,ES-CG-01,CGSRC-ARCH-0047,External Architecture V2.0 Residual Provider-Preference Verification,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_RESIDUAL_PROVIDER_PREFERENCE_VERIFICATION.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
CGP005-EXCL-ES-CG-01-0047,ES-CG-01,CGSRC-ARCH-0048,Offline and Program Evidence Consolidation,docs/canon/reviews/stage0_c0_classification_correction/OFFLINE_AND_PROGRAM_EVIDENCE_CONSOLIDATION.md,SUPPORTING,APPROVED_ARCHITECTURE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,"Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-conflict need.",NO,NO
