freeze_record_id,source_id,guide_id,title,filename,repository_path,source_class,authority_status,inclusion_category,version,effective_date,approval_authority,approval_record_path,repository_commit,git_object_sha,git_object_type,sha256_checksum,checksum_verification_result,package_checksum,package_manifest_path,repository_integration_receipt,custody_status,predecessor,successor,supersession_status,conflict_status,reason_for_inclusion,authority_rationale,retained_limitations
CGP005-SF-ES-CG-01-0015,CGSRC-ARCH-0015,ES-CG-01,WORKFLOW_MAPS.md,WORKFLOW_MAPS.md,docs/WORKFLOW_MAPS.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,74cd6c11c8a7bce45fcbd77102ef87d9ba491042,BLOB,80f3d5fb79c7b0c9d903dd6c07db58b3fa166b6288aa69a12bd0988c2ec49a50,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0016,CGSRC-ARCH-0016,ES-CG-01,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,a36fa3c5f627d681901d9e8819239ffe11e289a0,BLOB,0cdad90cb5929588ee137e9835f6b499c3651159381960fbfad436dfcd0fa18d,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0017,CGSRC-ARCH-0017,ES-CG-01,Master External Architecture and Adapter Model V2.0 Adoption Report,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REPORT.md,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REPORT.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,4ab7771e000c13c5099e101f220e771ed57d6d50,BLOB,3b3ac9df2cf4497674b71e91d8ad5188674b7aac9152365b16c8ef3a5a57d110,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0018,CGSRC-ARCH-0018,ES-CG-01,Master External Architecture and Adapter Model V2.0 Final Lock Report,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_FINAL_LOCK_REPORT.md,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_FINAL_LOCK_REPORT.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,368148be0bf33e0223dbbf929fcf82693a80b777,BLOB,05a6805641909f67fa721890baee9682a62b93ad55b41c24602e52ca93a7d672,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0019,CGSRC-ARCH-0019,ES-CG-01,MASTER SECURITY INCIDENT RESPONSE AND DISCLOSURE MODEL,MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,1.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,fc629c7d55815d044e179e07ac9c3f97889bf655,BLOB,3dafa7991acc40eb321cdfeae5b9caa59dbf0a41f5184bee36ec9defb0b59734,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0020,CGSRC-ARCH-0020,ES-CG-01,Master Security Incident Response and Disclosure Model Adoption Record,C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_ADOPTION_RECORD.md,docs/canon/adoptions/c0_batch_1/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_ADOPTION_RECORD.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,00bb9e91189ac6a997afd2832c37e5b4351b335a,BLOB,92ca7148d0631dadbcf312d510a71a3f8ea893df50778c2b133107247caa42e1,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0021,CGSRC-ARCH-0021,ES-CG-01,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,docs/canon/candidates/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,a36fa3c5f627d681901d9e8819239ffe11e289a0,BLOB,0cdad90cb5929588ee137e9835f6b499c3651159381960fbfad436dfcd0fa18d,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,RETAINED_WITH_EXPLICIT_FREEZE_TREATMENT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0022,CGSRC-ARCH-0022,ES-CG-01,MASTER SECURITY INCIDENT RESPONSE AND DISCLOSURE MODEL,MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,docs/canon/candidates/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,1.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,fc629c7d55815d044e179e07ac9c3f97889bf655,BLOB,3dafa7991acc40eb321cdfeae5b9caa59dbf0a41f5184bee36ec9defb0b59734,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0023,CGSRC-ARCH-0023,ES-CG-01,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REVIEWED_CANDIDATE.md,docs/canon/history/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_ADOPTION_REVIEWED_CANDIDATE.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,1130611ba6ceb64213e5203c9e3615d312c4cf72,BLOB,7d35dca4762c247cae23212fa1844ea1ed94ad6731090b588b2fd1a2670d5d72,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0024,CGSRC-ARCH-0024,ES-CG-01,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_REVIEWED_SOURCE.md,docs/canon/history/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0_REVIEWED_SOURCE.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,3c729bae7022b4fd30692d878a5e73f95a467c92,BLOB,65d2d706c367d92f1452dc64f945cc39984ea03f58d3ca567b4b3dad875dbe3a,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0025,CGSRC-ARCH-0025,ES-CG-01,Master Security Incident Response and Disclosure Model Constitutional Lock Record,C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_CONSTITUTIONAL_LOCK_RECORD.md,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_CONSTITUTIONAL_LOCK_RECORD.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,1.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,a954012eef65792fd9648cca13980350d1f4165e,BLOB,ff4537e3e322bc6ebcb4927b57365d1ef9e5bd972201192bc6940dc31db1cb31,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0026,CGSRC-ARCH-0026,ES-CG-01,Master Security Incident Response and Disclosure Model Post-Lock Change-Control Protocol,C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_POST_LOCK_CHANGE_CONTROL_PROTOCOL.md,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_POST_LOCK_CHANGE_CONTROL_PROTOCOL.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,1.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,5f42a6f71f467a43b8755c61fe14bfda16195f24,BLOB,a4083baa89b4c9001ea1415ed30d84285a96421e2ef6c62d8f04c25304f5d2c6,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0027,CGSRC-ARCH-0027,ES-CG-01,External Architecture V2.0 Adoption Correction Verification Ledger,EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,7f76495241cdf5e4bfa82519dbb4a94545dec9d7,BLOB,0191655dcdfc6bd741018756fb5e6794aa5f67ae43ad48a7d1ca699509950021,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
CGP005-SF-ES-CG-01-0028,CGSRC-ARCH-0028,ES-CG-01,External Architecture V2.0 Adoption Readiness Assessment,EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_READINESS_ASSESSMENT.md,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_READINESS_ASSESSMENT.md,APPROVED_ARCHITECTURE,SUPPORTING,SUPPORTING_FROZEN,2.0,,Founder,,ff2748796bf858f49a3f85bad0578850e1deb846,dd41acc6ad455ff47a195c97bd82b17e753bbca2,BLOB,0948ed935452ec4faf4081ffef3e85199ccff04c74b15acb4c4711094fe1e2b7,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Product or implementation planning material; lower authority than adopted canon, PIA, and implementation-atlas adoption records unless separately approved."
