path,status,blob_sha,custody_state
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FINAL_REVIEW_THREAD_CUSTODY_RECORD.md,added,a01ed108446f57c13e792831ad12e8ef8f3eaa35,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FINDING_AND_GAP_TREATMENT_RECORD.md,added,b269665372b19858e40550fe016ad3824193ba1b,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FOUNDER_AUTHORIZATION_SOURCE_REGISTER.md,added,0e9210775c627816ad0c11d3d5711d10fe6cd7bd,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FOUNDER_DIRECTIVE_CGP_006_IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_REAPPROVAL_IMPLEMENTATION_MERGE_CUSTODY_AND_CONDITIONAL_CLOSURE_V1_0_0.md,added,fd135f7246c5be222c6851ebd2b2c62b6c31a9d2,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FOUNDER_EXACT_BYTE_REAPPROVAL_AND_DIRECTIVE_RECORD.md,added,158c3b1d41b21ada9074a31f102e0749464daa4f,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/FOUNDER_REAPPROVAL_RECORD_CGP006_IWP_0002_V1_1_0_2026-07-30.md,added,df91c51f82520489efa62487d62af78e53a07491,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDED_WORKFLOW_ROUTE_AND_SYMBOL_INVENTORY.csv,added,2401f5733068ea6099c3865dca94e615dca76941,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_MINOR_REGRESSION_AND_ABUSE_CASE_TEST_MATRIX_V1_1_0.csv,added,7e5b37c8ea25c8188fe05d4c51305242e94d42ab,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_MINOR_ROLLBACK_SUSPENSION_AND_EVIDENCE_PLAN_V1_1_0.md,added,deb751b7aa8edc9c94519ab2a28f53e38553579e,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_MINOR_SAFEGUARDING_PATCH_CONTRACT_V1_1_0.md,added,70c8e1904f8ca48c3d28942dfa468bbc3745fb2d,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_MINOR_SECURITY_INVARIANT_AND_WORKFLOW_SPECIFICATION_V1_1_0.md,added,576432c7423090b0a31d32019280f583f9a881b2,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_MINOR_WORKFLOW_ENFORCEMENT_MATRIX_V1_1_0.csv,added,15f6611f1a6080fc4df869405e463397d9c04257,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/GUARDIAN_RELATIONSHIP_AUTHORITY_CONSENT_AND_LIFECYCLE_DECISION_RECORD_V1_1_0.md,added,cb9b716156419c4305bad126583103ddea8a2859,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/IMPLEMENTATION_CHANGE_RECORD.md,added,025822a051fd82a2134cdb08ea5f5576314e92b2,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/LEGACY_GUARDIAN_LINK_TENANT_RESOLUTION_RECORD.md,added,335ad4af7b03c2449489b30dea88b7c4e34fa44e,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/LEGITIMATE_BEHAVIOR_PRESERVATION_REPORT.md,added,e60761880344d42595fabc333d4fd7166f98735b,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/ORIGINAL_PACKAGE_SOURCE_IDENTITY_AND_SUPERSESSION_RECORD_V1_0_0.json,added,5c97c1954aeafdfae227d034ff84e47d7456cde1,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PACKAGE_MANIFEST.json,added,cdefa6be374d59952ee4ed68d29a3485b6bffc38,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PACKAGE_REVIEW_AND_REVISION_RECORD_V1_0_0.md,added,777dc29b1dee72084fa7676f10220f482c8860be,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PARTICIPANT_AND_SUBJECT_RESOLUTION_MATRIX.csv,added,02bf32c9d3ef695fabaea001f2a2c6f308c7a65d,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PATCH_CONTRACT_EXECUTION_RECORD.md,added,1170601cda0e4720e820ba6112d133dc34f3cf74,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PAYMENT_SUBJECT_RESOLUTION_EVIDENCE.md,added,b73ad26e066937946bdd44abfb66fa44dd0b81a5,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PER_MINOR_COMMUNICATION_COVERAGE_EVIDENCE.md,added,9ef772b5a5fae36fe20c147b952a1adbff7cc68f,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PRE_FIX_REPRODUCTION_AND_REGRESSION_EVIDENCE.md,added,8df70f7997506f1e3487c858563f48b5c3cd244c,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PROPOSED_FOUNDER_IMPLEMENTATION_AUTHORIZATION_AND_SCOPE_DISPOSITION_CGP006_IWP_0002_V1_1_0_2026-07-30.md,added,5562d25806d8979602bd41e9fc5a5113434d65c9,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PROTECTED_BRANCH_POLICY_SATISFACTION_RECORD.md,added,0144b069c2e950e19cb264ee1fe8c1c08055d710,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PR_71_CORRECTIVE_CHANGE_RECORD.md,added,350f036c7593a4689c2a07f95bd989b807d61486,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PR_71_MERGE_REJECTION_AND_CORRECTIVE_CONTINUATION_RECORD.md,added,f095e4d9c2f70325093e8cc9dee9e062427a6546,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/PR_71_REVIEW_FINDINGS_VALIDATION_AND_DISPOSITION.csv,added,de48506aa1326634a3e8c0a3f29372a54001aac3,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/README.md,added,972c02e49b2a509ee2bb1cf6548b2eab45ae8f9d,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/REGRESSION_AND_ABUSE_TEST_RESULTS.csv,added,1588f3e30efe745baa9e06b6b08d3035c1b764cf,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/RELATIONSHIP_AUTHORITY_AND_CONSENT_DATA_MODEL_RECORD.md,added,a410890d23f7f0c7ff7eb9e044c70088a9dc7fda,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/REVIEW_FINDINGS_AND_DISPOSITION_MATRIX_V1_0_0.csv,added,aa0152cfb92b4a4280a430464978895807d3e2eb,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/REVIEW_FINDINGS_AND_DISPOSITION_RECORD.csv,added,e290450dfb777175b4bb88c457a054b0d2331373,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/ROLLBACK_AND_SUSPENSION_RECORD.md,added,a516e0b80dd4c8ca401b5dec8aed91560f691cdf,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/SCHEMA_AND_INDEX_CHANGE_RECORD.md,added,92b557e7af8fb3d866fcd246deb7b674d6f36be7,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/SOURCE_FREEZE_AND_BASELINE_RECORD.json,added,1564643875412bdc7368c4de2487049980c68db7,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/VALIDATION_REPORT.md,added,d85bb09696927f6eeca64bf4449defacf3b673cc,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/WORKFLOW_ENFORCEMENT_COMPLETION_MATRIX.csv,added,48bc6f23a2ca3c7b8f002d379904bceb72d133a0,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/test_validate_guardian_minor_implementation_package.py,added,3d726a5b8a9a8829e5cdf55153e002a3e3eaa8f5,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/validate_guardian_minor_implementation_package.py,added,86879037093e9e8e1763d76aeb2f15860211c6ec,MERGED_IN_PROTECTED_HEAD
governance/implementation/code-guides/drafting/CGP-006/IWP_0002_GUARDIAN_MINOR_SAFEGUARDING_IMPLEMENTATION_V1_1/validate_guardian_minor_revision_package.py,added,06265be01b28c1aabc9cd2aec4016fbb4314e6d7,MERGED_IN_PROTECTED_HEAD
