field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
accepted_risks,accepted risks,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,accepted_risks_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
authority_granted,authority granted,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,authority_granted_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
authority_expressly_not_granted,authority expressly not granted,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,authority_expressly_not_granted_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
effective_date,effective date,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,effective_date_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
expiration_or_review_date,expiration or review date,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,expiration_or_review_date_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
supersession_relationship,supersession relationship,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,supersession_relationship_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
source,source,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,source_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
exact_source_locator,exact source locator,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,exact_source_locator_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
evidence_quality,evidence quality,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,evidence_quality_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
whether_further_execution_is_required,whether further execution is required,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,whether_further_execution_is_required_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
unresolved_consequence,unresolved consequence,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,unresolved_consequence_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
implementation_effect,implementation effect,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,implementation_effect_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
activation_effect,activation effect,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,activation_effect_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
owner,owner,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,owner_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
next_action,next action,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,next_action_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
decision_frame_preamble,decision frame preamble,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,decision_frame_preamble_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
recommended_option,recommended option,string,required,controlled by validator or source register where applicable,empty allowed only when evidence is absent and gap is explicit,05_FOUNDER_DECISION_REGISTER/FOUNDER_DECISION_DISPOSITION_REGISTER.csv,required column present; enum and relationship checks where implemented,recommended_option_example,must not infer adoption activation implementation production merge certification or closure,"linked by stable id, source path, PR number, or document number"
