path,purpose,before_sha256,after_sha256,exact_change,reason,reversibility,inside_sealed_package
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/NON_AGENT_RUNTIME_PROBE.md,Preserved failed non-agent harness/probe attempt evidence.,,1339bf96f3bf7bcea79d50fb4f429b795a3cf6e90e7f89eb68342cd0aa84ca59,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/app_server.requests.jsonl,Preserved failed non-agent harness/probe attempt evidence.,,aa0e9e0d9d718bba82cd04e41ee39be06e645542108d2555e2e2c652b46d7108,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/app_server.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/app_server.stdout.jsonl,Preserved failed non-agent harness/probe attempt evidence.,,a5b0aec9401edbf1d5236e387d7729ba0a2d769f0ae2e96e2911d10e7678c419,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/config_read_result.json,Preserved failed non-agent harness/probe attempt evidence.,,ca3d163bab055381827226140568f3bef7eaac187cebd76878e0b63e9e442356,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/effective_isolated_config.toml,Preserved failed non-agent harness/probe attempt evidence.,,bc5a6413e3abae7af2fb4be0a9e21448b24404db67a161e6139ea7a026a0c778,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/mcp_list.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-01/raw/mcp_list.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,2a262cfcb9a3ff1a657e48f4b9aee2dd2039c0c3e936eee37825fc9364f99cf8,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/NON_AGENT_RUNTIME_PROBE.json,Preserved failed non-agent harness/probe attempt evidence.,,2990554990181ca4e79720e946266e280cc89360c02de0dcb867bc8e68578a84,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/NON_AGENT_RUNTIME_PROBE.md,Preserved failed non-agent harness/probe attempt evidence.,,12d40783f80f1bc3b482763c0df69fde7e30b37a7b8d94a8d7cae3642213788f,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/app_server.requests.jsonl,Preserved failed non-agent harness/probe attempt evidence.,,aa0e9e0d9d718bba82cd04e41ee39be06e645542108d2555e2e2c652b46d7108,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/app_server.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/app_server.stdout.jsonl,Preserved failed non-agent harness/probe attempt evidence.,,fef71ac91abc4512ab0cc7a265d669d4a91c0ecaf2c068b4a49cd19ca3d40113,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/config_read_result.json,Preserved failed non-agent harness/probe attempt evidence.,,3198e0fd5e0dff5cf7763086fff0c29332b86b1d1c8df6c5a36a114e1bb7036f,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/effective_isolated_config.toml,Preserved failed non-agent harness/probe attempt evidence.,,bc5a6413e3abae7af2fb4be0a9e21448b24404db67a161e6139ea7a026a0c778,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/mcp_list.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/non-agent-probe-attempt-02/raw/mcp_list.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,2a262cfcb9a3ff1a657e48f4b9aee2dd2039c0c3e936eee37825fc9364f99cf8,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/PRE_CANARY_STATIC_VALIDATION.json,Preserved failed non-agent harness/probe attempt evidence.,,e09f4f661d496567287365f206e57e4444edc7f5a9abed83a639eee0663c817b,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/PRE_CANARY_STATIC_VALIDATION.md,Preserved failed non-agent harness/probe attempt evidence.,,bd61041013acc036f3283fc5a76fbfac4108d8c3feabe9eae38a668f5ccd6a24,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/INSTALLED_SYSTEM_VALIDATION_COMMAND_LOG.txt,Preserved failed non-agent harness/probe attempt evidence.,,0ae79917918332377c9b888f4984548e5f0319af7cbe53551a8ad7b1ce595d00,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/INSTALLED_SYSTEM_VALIDATION_DEPENDENCIES.json,Preserved failed non-agent harness/probe attempt evidence.,,51ba30137babc9741edf4f84aacd8263068a38de394ae88b5f7cca1230807a70,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/INSTALLED_SYSTEM_VALIDATION_REPORT.md,Preserved failed non-agent harness/probe attempt evidence.,,bd52a3e0c242398bb5cf2c703e0dd68cb36ac28d3714f874de9fe817d8e4a96c,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/INSTALLED_SYSTEM_VALIDATION_RESULT.json,Preserved failed non-agent harness/probe attempt evidence.,,778b0734e2da272eb2ec855acaa7e363c31bd4c199792876f234ce8a18a805d0,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/installed_system_validator.command.json,Preserved failed non-agent harness/probe attempt evidence.,,0e94c8f5d8536231a4c2b7e227aa58d1a076597ff0c754b95bd5bbcc8f39b6ff,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/installed_system_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,079f174459f5d05312a4b7b5f62a6bdb184b333e155ac984cce45f68384273ff,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/installed_system_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/sealed_package_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-01/raw/sealed_package_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,3bb4009d1a770f41d473e44181e851649d0873907b5fa5c02719ccfe2524f0c7,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/PRE_CANARY_STATIC_VALIDATION.json,Preserved failed non-agent harness/probe attempt evidence.,,e09f4f661d496567287365f206e57e4444edc7f5a9abed83a639eee0663c817b,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/PRE_CANARY_STATIC_VALIDATION.md,Preserved failed non-agent harness/probe attempt evidence.,,bd61041013acc036f3283fc5a76fbfac4108d8c3feabe9eae38a668f5ccd6a24,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/INSTALLED_SYSTEM_VALIDATION_COMMAND_LOG.txt,Preserved failed non-agent harness/probe attempt evidence.,,0ae79917918332377c9b888f4984548e5f0319af7cbe53551a8ad7b1ce595d00,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/INSTALLED_SYSTEM_VALIDATION_DEPENDENCIES.json,Preserved failed non-agent harness/probe attempt evidence.,,51ba30137babc9741edf4f84aacd8263068a38de394ae88b5f7cca1230807a70,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/INSTALLED_SYSTEM_VALIDATION_REPORT.md,Preserved failed non-agent harness/probe attempt evidence.,,bd52a3e0c242398bb5cf2c703e0dd68cb36ac28d3714f874de9fe817d8e4a96c,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/INSTALLED_SYSTEM_VALIDATION_RESULT.json,Preserved failed non-agent harness/probe attempt evidence.,,778b0734e2da272eb2ec855acaa7e363c31bd4c199792876f234ce8a18a805d0,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/installed_system_validator.command.json,Preserved failed non-agent harness/probe attempt evidence.,,20c9cbd43b349aeffd73f324f1ff7b3f4596d89d10c286b8103e71eac56ac795,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/installed_system_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,079f174459f5d05312a4b7b5f62a6bdb184b333e155ac984cce45f68384273ff,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
