requirement_id,requirement_text,normative_strength,source_ids,decision_ids,owner,implementation_status,acceptance_id,test_id
FAC-REQ-022,"Organization, Tenant, or Facility merge and split operations never cascade into unrelated identities or downstream domain merges.",MUST,SRC-006;SRC-010;SRC-012;SRC-013;SRC-018,FAC-FD-008;FAC-FD-015,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-022,FAC-TEST-022
FAC-REQ-023,"Duplicate detection preserves uncertainty and no merge is automatic or based only on name, address, payment, contact, or shared user.",MUST,SRC-006;SRC-012;SRC-027,FAC-FD-015,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-023,FAC-TEST-023
FAC-REQ-024,"Ambiguous legacy topology remains quarantined, tenant-scoped, non-public, non-authority-bearing, attributable, and reviewable.",MUST,SRC-016;SRC-017;SRC-018;SRC-034,FAC-FD-018,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-024,FAC-TEST-024
FAC-REQ-025,"Timezone uses an IANA identifier; locale uses BCP 47; postal and geospatial representations retain source, precision, confidence, and effective time.",MUST,SRC-006;SRC-012,FAC-FD-014,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-025,FAC-TEST-025
FAC-REQ-026,"Every material topology fact records provenance, confidence or verification state, effective time, and responsible actor.",MUST,SRC-006;SRC-017;SRC-018,FAC-FD-005;FAC-FD-012,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-026,FAC-TEST-026
FAC-REQ-027,"Every material lifecycle, context, topology, duplicate, public-projection, support, and reconciliation event is auditable and tamper-evident according to Audit canon.",MUST,SRC-017,FAC-FD-007;FAC-FD-008;FAC-FD-009;FAC-FD-015;FAC-FD-016;FAC-FD-018,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-027,FAC-TEST-027
FAC-REQ-028,Closure and archival preserve required historical identity and references while ending ordinary current visibility and access.,MUST,SRC-006;SRC-009;SRC-010;SRC-018,FAC-FD-007;FAC-FD-008,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-028,FAC-TEST-028
FAC-REQ-029,"Recovery and replay never resurrect closed, suspended, expired, merged, or revoked context or access.",MUST,SRC-018;SRC-025,FAC-FD-007;FAC-FD-008;FAC-FD-009,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-029,FAC-TEST-029
FAC-REQ-030,Every API query and mutation enforces authoritative tenant scope before object lookup and returns non-enumerating errors.,MUST,SRC-014;SRC-029,FAC-FD-002;FAC-FD-009,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-030,FAC-TEST-030
FAC-REQ-031,"Events carry event ID, schema version, tenant, entity, effective time, actor chain, provenance, and idempotency key.",MUST,SRC-017;SRC-028;SRC-029,FAC-FD-008;FAC-FD-009,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-031,FAC-TEST-031
FAC-REQ-032,"Jobs are tenant-partitioned, checkpointed, idempotent, permission-aware, suspendable, and prevent cross-tenant aggregation unless separately authorized.",MUST,SRC-014;SRC-023;SRC-025;SRC-029,FAC-FD-002;FAC-FD-007,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-032,FAC-TEST-032
FAC-REQ-033,"Derived indexes and caches are tenant-segmented and receive priority invalidation for suspension, closure, revocation, transfer, and public-projection change.",MUST,SRC-025;SRC-027,FAC-FD-002;FAC-FD-007;FAC-FD-016,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-033,FAC-TEST-033
FAC-REQ-034,Current barn/account compatibility fields are treated only as as-built mirrors and never as the final Facility/Tenant/Organization model.,MUST,SRC-032;SRC-033;SRC-034,FAC-FD-001;FAC-FD-002,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-034,FAC-TEST-034
FAC-REQ-035,"First-user seeding does not create organization, membership, relationship, role, permission, or authority facts unless their owning domain separately authorizes them.",MUST,SRC-012;SRC-013;SRC-014;SRC-035,FAC-FD-017,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-035,FAC-TEST-035
FAC-REQ-036,"Provider, vendor, and service organization actions preserve organization identity, temporal relationship, agreement reference, and accountable human actor where known.",MUST,SRC-012;SRC-013;SRC-015;SRC-028,FAC-FD-013,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-036,FAC-TEST-036
FAC-REQ-037,"Stewardship assertions remain distinct from ownership, custody, payment, contact, relationship, and permission and retain evidence and dispute state.",MUST,SRC-013;SRC-016;SRC-018;SRC-020,FAC-FD-012,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-037,FAC-TEST-037
FAC-REQ-038,"Facility, Tenant, and Organization lifecycle state machines use explicit permitted transitions, evidence, approval, notice handoff, audit, and reconciliation.",MUST,SRC-006;SRC-009;SRC-010;SRC-017;SRC-019,FAC-FD-007;FAC-FD-008,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-038,FAC-TEST-038
FAC-REQ-039,Data collection and public or cross-tenant processing are purpose-limited and minimum-necessary.,MUST,SRC-016;SRC-027,FAC-FD-016,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-039,FAC-TEST-039
FAC-REQ-040,"No document in this package authorizes implementation, schema change, migration, database mutation, application startup, deployment, enrollment, or production use.",MUST,SRC-001;SRC-003;SRC-035,NONE,FACILITY_TENANT_ORGANIZATION_PIA,REVALIDATED_FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-040,FAC-TEST-040
FAC-REQ-041,"Onboarding is adaptive, role-sensitive, purpose-driven, and hides entity-creation steps with no immediate user purpose.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-041,FAC-TEST-041-P;FAC-TEST-041-N;FAC-TEST-041-B
FAC-REQ-042,An individual horse owner can establish the minimum Tenant isolation context and add a horse without creating a Facility or Organization.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-002;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-042,FAC-TEST-042-P;FAC-TEST-042-N;FAC-TEST-042-B
FAC-REQ-043,An owner may later associate a horse or operating context with a real Facility through an explicit temporal relationship without automatic authority or cross-Tenant disclosure.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-004;FAC-FD-009;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-043,FAC-TEST-043-P;FAC-TEST-043-N;FAC-TEST-043-B
FAC-REQ-044,A user may later create or associate a real Organization through an explicit temporal relationship without rewriting prior history or granting access.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-003;FAC-FD-006;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-044,FAC-TEST-044-P;FAC-TEST-044-N;FAC-TEST-044-B
FAC-REQ-045,"Tenant creation or assignment never implies a legal Organization, Business, Facility, Barn, provider entity, or public projection.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-001;FAC-FD-016;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-045,FAC-TEST-045-P;FAC-TEST-045-N;FAC-TEST-045-B
FAC-REQ-046,"Every onboarding seed is minimal, purpose-justified, attributable, reversible, and explicitly non-authority-bearing.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-008;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-046,FAC-TEST-046-P;FAC-TEST-046-N;FAC-TEST-046-B
FAC-REQ-047,"Onboarding-created or associated entities never infer authority, stewardship, membership, Relationship facts, staff status, provider capability, or access.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-011;FAC-FD-012;FAC-FD-013;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-047,FAC-TEST-047-P;FAC-TEST-047-N;FAC-TEST-047-B
FAC-REQ-048,An independent trainer can onboard without a legal Organization and may later associate a real Facility or Organization without changing the earlier operating history.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-006;FAC-FD-008;FAC-FD-017,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-048,FAC-TEST-048-P;FAC-TEST-048-N;FAC-TEST-048-B
FAC-REQ-049,Multiple Tenants at one physical Facility use explicit temporal associations and isolated private projections; shared topology never leaks Tenant-private data.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-002;FAC-FD-004;FAC-FD-010;FAC-FD-016,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-049,FAC-TEST-049-P;FAC-TEST-049-N;FAC-TEST-049-B
FAC-REQ-050,"An Organization controlling multiple Tenants requires verified temporal control evidence, while access and permissions remain separately granted per Tenant.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-002;FAC-FD-003,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-050,FAC-TEST-050-P;FAC-TEST-050-N;FAC-TEST-050-B
FAC-REQ-051,"A provider or vendor Organization receives only explicit governed capabilities for a stated Tenant, Facility, purpose, and effective period with an accountable human actor.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-006;FAC-FD-013,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-051,FAC-TEST-051-P;FAC-TEST-051-N;FAC-TEST-051-B
FAC-REQ-052,Consequential actions reject stale or wrong Tenant/Facility context and record visible reconfirmation plus the complete context-switch audit chain.,MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-002;FAC-FD-009,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-052,FAC-TEST-052-P;FAC-TEST-052-N;FAC-TEST-052-B
FAC-REQ-053,"An ambiguous legacy Facility, Tenant, or Organization import remains tenant-scoped, private, non-authority-bearing, attributable, and quarantined until human-reviewed reconciliation.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-018,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-053,FAC-TEST-053-P;FAC-TEST-053-N;FAC-TEST-053-B
FAC-REQ-054,"Duplicate Facility or Organization candidates are detected without automatic merge and require human review, impact analysis, lineage, conflicts, reconciliation, and feasible reversal.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-008;FAC-FD-015,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-054,FAC-TEST-054-P;FAC-TEST-054-N;FAC-TEST-054-B
FAC-REQ-055,"Facility, Tenant, and Organization transfer, merger, split, closure, suspension, and archival produce explicit proposed-through-reconciled lifecycle evidence without downstream cascade.",MUST,FAC-SRC-FOUNDER-DIRECTIVE-2026-07-21,FAC-FD-007;FAC-FD-008,Design governance; implementation owner not authorized,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTED,FAC-AC-055,FAC-TEST-055-P;FAC-TEST-055-N;FAC-TEST-055-B
