label_1,label_2,record_id,source_id,source_title,locator,declared_authority,verified_source_classification,declared_lifecycle,observed_lifecycle,verification_result,claim_classification,evidence_sufficiency,evidence_ids,required_action_or_limitation
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-PKG-003,ES-REL-CONTROLLED-SEQUENCE-V1.0.0,Relationships controlled sequence,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/frozen_review_object/EquineSync_Identity_Relationships_Controlled_Multi_Thread_Review_Handoff_V1_0_0/inputs/relationships/EquineSync_Relationships_Controlled_Sequence_V1_0_0.zip,CONTROLLED_SEQUENCE_PACKAGE,DRAFT_CANDIDATE,FORMAL_ADRS_DRAFTED_SOURCE_RECONCILIATION_PARTIAL_CONTRACT_ALIGNMENT_STARTED_FREEZE_BLOCKED,PREDECESSOR_WITH_APPROVAL_INGESTION,ARCHIVE_HASH_MANIFEST_AND_EXPANSION_VERIFIED,DETERMINISTICALLY_VERIFIED,E4,E-HOF-009;E-RCS-001..E-RCS-026,Preserve lifecycle ordering
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-PKG-004,ES-PIA-RELATIONSHIPS-DELEGATED-AUTHORITY-V1.1.0-REVISED-CANDIDATE,Relationships PIA revised candidate,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/frozen_review_object/EquineSync_Identity_Relationships_Controlled_Multi_Thread_Review_Handoff_V1_0_0/inputs/relationships/EquineSync_Relationships_PIA_V1_1_0_Revised_Candidate.zip,REVISED_CANDIDATE,DRAFT_CANDIDATE,REVISED_CANDIDATE_PENDING_FOUNDER_DECISIONS_AND_STRUCTURED_REVIEW,PREDECESSOR_CANDIDATE,ARCHIVE_HASH_MANIFEST_AND_EXPANSION_VERIFIED,DETERMINISTICALLY_VERIFIED,E4,E-HOF-010;E-RPI-001..E-RPI-026,Preserve as predecessor
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-PKG-005,ES-REL-PRE-RATIFICATION-COMPLETION-V1.0.0,Relationships pre-ratification completion,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/frozen_review_object/EquineSync_Identity_Relationships_Controlled_Multi_Thread_Review_Handoff_V1_0_0/inputs/relationships/EquineSync_Relationships_Pre_Ratification_Completion_V1_0_0.zip,PRE_RATIFICATION_CANDIDATE,DRAFT_CANDIDATE,CONDITIONALLY_READY_FOR_BOUNDED_AGENT_RATIFICATION_REVIEW,ACTIVE_RELATIONSHIPS_REVIEW_CANDIDATE_UNDER_NON_AGENT_FALLBACK,ARCHIVE_HASH_MANIFEST_AND_EXPANSION_VERIFIED;SOURCE_AND_LIFECYCLE_GAPS_REMAIN,DETERMINISTICALLY_VERIFIED,E4,E-HOF-011;E-RPR-001..E-RPR-034,No semantic ratification conclusion by CMT-01
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-PKG-006,HANDOFF-COMPLETION-SUMMARY,Identity and Relationships completion summary,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/frozen_review_object/EquineSync_Identity_Relationships_Controlled_Multi_Thread_Review_Handoff_V1_0_0/context/EquineSync_Identity_and_Relationships_Completion_Summary.md,SUMMARY_CONTEXT,NONAUTHORITATIVE_COMMENTARY,CURRENT_SUMMARY,CONTEXT_ONLY,HASH_VERIFIED;PACKAGE_FILENAME_LOCATORS_DIFFER_FROM_ACTUAL_ARCHIVE_NAMES,DETERMINISTICALLY_VERIFIED,E4,E-HOF-003,Use hashes rather than summary filenames as locator authority
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-CONFLICT-001,RELATIONSHIPS-FOUNDER-DECISION-LIFECYCLE,Relationships Founder decision status records,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/review_materials/EquineSync_Relationships_Pre_Ratification_Completion_V1_0_0/FOUNDER_DECISION_REGISTER.csv,FOUNDER_DECISION_STATUS,CONFLICTING_SOURCE,16_ROWS_PENDING,CONTROLLED_SEQUENCE_HAS_16_ROWS_FOUNDER_APPROVED_AS_RECOMMENDED,STATUS_CONFLICT_REQUIRES_RECONCILIATION;NO_CONTENT_JUDGMENT_MADE,DETERMINISTICALLY_VERIFIED,E4,E-RPR-015;E-RCS-014,Reconcile lifecycle while preserving predecessor records
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-CONFLICT-002,RELATIONSHIPS-ADR-RECOMMENDATION-LIFECYCLE,Relationships ADR recommendation status records,/Users/rianray/Documents/Codex/2026-07-20/open-start-here-md-then-execute/work/review_materials/EquineSync_Relationships_ADR_Recommendations_V1_0_0/ADR_RECOMMENDATION_REGISTER.csv,ADR_RECOMMENDATION_STATUS,CONFLICTING_SOURCE,7_ROWS_RECOMMENDATION_PENDING_FOUNDER_APPROVAL,CONTROLLED_SEQUENCE_HAS_7_ROWS_FOUNDER_APPROVED_RECOMMENDATION,STATUS_CONFLICT_REQUIRES_RECONCILIATION;NO_CONTENT_JUDGMENT_MADE,DETERMINISTICALLY_VERIFIED,E4,E-RAD-009;E-RCS-008,Reconcile lifecycle while preserving predecessor records
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-001,ID-SRC-001,"Master Identity, Account, and Actor Model V2.0",docs/canon/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,Primary constitutional Identity source,CONTROLLING_CONSTITUTIONAL_AUTHORITY,APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-IDN-033,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-002,ID-SRC-002,Master Relationship Model V2.0,docs/canon/MASTER_RELATIONSHIP_MODEL.md,Relationship boundary source,CONTROLLING_CONSTITUTIONAL_AUTHORITY,APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-IDN-033,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-003,ID-SRC-003,Master Permission Model V1.1,UNRESOLVED_ACTIVE_CANONICAL_PATH,Authorization boundary source,UNVERIFIED_SOURCE,FOUNDER_ACCEPTED_ADOPTION_AND_LOCK_PENDING,DECLARED_PATH_UNRESOLVED;HASH_FOUND_AT_BASELINE_PATHS=docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md|docs/canon/reviews/c0_022_permission_v1_1_source_identity_confirmation/source_event/MASTER_PERMISSION_MODEL_V1_1_FOUNDER_CONFIRMED_CONTROLLING_SOURCE.md|docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/recovered_sources/MASTER_PERMISSION_MODEL_V1_1.md,HASH_LOCATED_BUT_ACTIVE_PATH_AND_LIFECYCLE_UNRESOLVED,INFERRED,E3,E-IDN-033,Reconcile active path and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-004,ID-SRC-004,"Master Agreement, Consent, and Authorization Model V2.1",UNRESOLVED_ACTIVE_CANONICAL_PATH,Agreement and consent boundary,UNVERIFIED_SOURCE,FOUNDER_ACCEPTED_ADOPTION_AND_LOCK_PENDING,DECLARED_PATH_UNRESOLVED;HASH_FOUND_AT_BASELINE_PATHS=docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/source_event/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ORIGINAL.md|docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/recovered_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1.md,HASH_LOCATED_BUT_ACTIVE_PATH_AND_LIFECYCLE_UNRESOLVED,INFERRED,E3,E-IDN-033,Reconcile active path and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-005,ID-SRC-005,"Master Minor, Guardianship, Safeguarding, and Protected Participant Model V1.2",docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md,Protected-account and guardian boundary,UNVERIFIED_SOURCE,ADOPTED_SOURCE_PATH_VERIFIED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=83ed4cae3d88e8f9921f8bed971ac9e4c49007c5f847aa704ce4eecae814bdbd;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-IDN-033,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-006,ID-SRC-006,Master Audit Event and Evidence Model V2.0,docs/canon/intake/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_FOUNDER_APPROVAL_DIRECTIVE.md,Audit and evidence boundary,UNVERIFIED_SOURCE,FOUNDER_APPROVAL_DIRECTIVE_PATH_VERIFIED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=33dc50570819fba1ae5d79bd1f889646805e1fe84023ff58a8e1d74e95a572f4;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-IDN-033,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-007,ID-SRC-007,"Master Communication, Notification, and Notice Model V2.0",docs/canon/adoptions/c0_batch_1/C0_029_COMMUNICATION_NOTIFICATION_AND_NOTICE_ADOPTION_RECORD.md,Invitation and security-notice boundary,UNVERIFIED_SOURCE,ADOPTION_RECORD_PATH_VERIFIED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=41b91b72c9914ccf014ab94d273882d1795facc71fe1516f71107b2abfc3e285;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-IDN-033,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-008,ID-SRC-008,Master Privacy and Data Protection Model V2.0,docs/canon/founder_approved_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_FOUNDER_APPROVED.md,Privacy and data-subject boundary,UNVERIFIED_SOURCE,FOUNDER_APPROVED_SOURCE_PATH_VERIFIED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=8f323e3d4d0782c5aa017c6b904b7c42c9bf4ab8ee72170ea8f7a003505184fd;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-IDN-033,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-009,ID-SRC-009,Product Implementation Atlas Master Standard V1.1,FOUNDER_CONTROLLED_INPUT_NOT_YET_REPOSITORY_RECONCILED,Controlling PIA standard,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_ADOPTED_AND_EFFECTIVE,NON_REPOSITORY_OR_UNRESOLVED_REFERENCE;NO_DECLARED_HASH,SOURCE_BYTES_NOT_IDENTIFIED,UNKNOWN,E0,E-IDN-033,Supply exact bytes path hash and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-010,ID-SRC-010,Identity PIA V1.1.0,LOCAL_CONTROLLED_SUCCESSOR_PACKAGE,Controlling as-designed Identity PIA,DRAFT_CANDIDATE,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTATION_AUTHORIZED,LOCAL_PACKAGE_REFERENCE;ARCHIVE_PRESENT_IN_HANDOFF,PACKAGE_PRESENT_BUT_REGISTER_PATH_AND_HASH_ABSENT,SUPPORTED_BY_SINGLE_SOURCE,E2,E-IDN-033,Register archive hash and stable locator
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-011,ID-SRC-011,Relationships and Delegated Authority PIA V1.1.0,LOCAL_FOUNDER_APPROVED_PACKAGE,Relationship boundary PIA,DRAFT_CANDIDATE,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTATION_AUTHORIZED,LOCAL_PACKAGE_REFERENCE;ARCHIVE_PRESENT_IN_HANDOFF,PACKAGE_PRESENT_BUT_REGISTER_PATH_AND_HASH_ABSENT,SUPPORTED_BY_SINGLE_SOURCE,E2,E-IDN-033,Register archive hash and stable locator
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-012,ID-SRC-012,MIAP,MASTER_IMPLEMENTATION_ATLAS_PROGRAM,Program-level implementation authority,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_PROGRAM_AUTHORITY,NON_REPOSITORY_OR_UNRESOLVED_REFERENCE;NO_DECLARED_HASH,SOURCE_BYTES_NOT_IDENTIFIED,UNKNOWN,E0,E-IDN-033,Supply exact bytes path hash and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-013,REL-SRC-001,Master Relationship Model V2.0,docs/canon/MASTER_RELATIONSHIP_MODEL.md,PRIMARY_CONTROLLING_RELATIONSHIP_CANON,CONTROLLING_CONSTITUTIONAL_AUTHORITY,APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-RPR-031,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-014,REL-SRC-002,"Master Identity, Account, and Actor Model V2.0",docs/canon/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,BOUNDARY_CONTROLLING_IDENTITY_CANON,CONTROLLING_CONSTITUTIONAL_AUTHORITY,APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=APPROVED_ADOPTED_LOCKED_CONTROLLING,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-RPR-031,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-015,REL-SRC-003,"Master Claims, Disputes, and Authority Model V2.0",docs/canon/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0.md,BOUNDARY_CONTROLLING_CLAIMS_CANON,CONTROLLING_CONSTITUTIONAL_AUTHORITY,CONTROLLING_SOURCE_VALIDATED_BY_RELATIONSHIP_LOCK,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=CONTROLLING_SOURCE_VALIDATED_BY_RELATIONSHIP_LOCK,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-RPR-031,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-016,REL-SRC-004,Master Record Stewardship and Retention Model V2.1,docs/canon/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1.md,BOUNDARY_CONTROLLING_RECORD_CANON,CONTROLLING_CONSTITUTIONAL_AUTHORITY,CONTROLLING_SOURCE_VALIDATED_BY_RELATIONSHIP_LOCK,PATH_AND_HASH_VERIFIED_AT_BASE_COMMIT;DECLARED_LIFECYCLE=CONTROLLING_SOURCE_VALIDATED_BY_RELATIONSHIP_LOCK,PATH_AND_HASH_MATCH,DETERMINISTICALLY_VERIFIED,E4,E-RPR-031,None for byte identity; lifecycle claim remains package-declared
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-017,REL-SRC-005,EquineSync Constitutional Authority Matrix V1.2,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_AUTHORITY_MATRIX_V1_2.md,CROSS_CANON_AUTHORITY_COMPANION,UNVERIFIED_SOURCE,ACTIVE_COMPANION_AT_BASELINE,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=322d31e212d7a9e8ba74527fb648b5a43838750c7d483716da90f72ccf59fc9b;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-018,REL-SRC-006,EquineSync Constitutional Cross Reference Index V1.2,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_CROSS_REFERENCE_INDEX_V1_2.md,CROSS_CANON_NAVIGATION_COMPANION,UNVERIFIED_SOURCE,ACTIVE_COMPANION_AT_BASELINE,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=20b2c973b552b16e88c15527f0cab8e39053fbb0321764ebcae1680a0f32087e;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
