item_identifier,guide_identifier,control_identifier,control_title_or_statement,impact_state,dependency_status,clarification_needed,candidate_revision_required,implementation_status,validation_method
CGP005-TA-APP-GAP-0001,ES-CG-00,ES-CG-00-CTRL-0001,Candidate Charter Authority Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-13,ES-CG-13-CTRL-0005,Candidate Closure Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-13,ES-CG-13-CTRL-0006,Candidate Activation Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0001,Candidate Testing Layer Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0002,Candidate Verification Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0003,Candidate Assurance Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0004,Candidate Positive And Negative Test Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0005,Candidate CI Interpretation Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0002,ES-CG-10,ES-CG-10-CTRL-0006,Candidate False-Pass Prevention,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-00,ES-CG-00-CTRL-0001,Candidate Charter Authority Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-00,ES-CG-00-CTRL-0002,Candidate Program Scope Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-00,ES-CG-00-CTRL-0003,Candidate Lifecycle Separation,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-00,ES-CG-00-CTRL-0004,Candidate Ownership And Custody,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-00,ES-CG-00-CTRL-0005,Candidate Non-Authorization Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-01,ES-CG-01-CTRL-0001,Candidate Authority Precedence,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-01,ES-CG-01-CTRL-0002,Candidate Founder Disposition,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-01,ES-CG-01-CTRL-0003,Candidate Conflict Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-01,ES-CG-01-CTRL-0004,Candidate Supersession Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-01,ES-CG-01-CTRL-0005,Candidate Exception Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0001,Candidate Completion Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0002,Candidate Evidence Grade Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0003,Candidate Traceability Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0004,Candidate Custody Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0005,Candidate Closure Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-13,ES-CG-13-CTRL-0006,Candidate Activation Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0001,Candidate Testing Layer Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0002,Candidate Verification Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0003,Candidate Assurance Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0004,Candidate Positive And Negative Test Treatment,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0005,Candidate CI Interpretation Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0003,ES-CG-10,ES-CG-10-CTRL-0006,Candidate False-Pass Prevention,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-00,ES-CG-00-CTRL-0001,Candidate Charter Authority Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-00,ES-CG-00-CTRL-0002,Candidate Program Scope Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-00,ES-CG-00-CTRL-0003,Candidate Lifecycle Separation,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-00,ES-CG-00-CTRL-0004,Candidate Ownership And Custody,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-00,ES-CG-00-CTRL-0005,Candidate Non-Authorization Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-01,ES-CG-01-CTRL-0001,Candidate Authority Precedence,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-01,ES-CG-01-CTRL-0002,Candidate Founder Disposition,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-01,ES-CG-01-CTRL-0003,Candidate Conflict Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
