guide_id,guide_title,wave,stage,stage_name,coverage_status,evidence_location_class,current_tracker_maturity,adoption_state,accession_state,activation_state,status_preservation
ES-CG-00,Code Guide Charter,1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-00,Code Guide Charter,1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,0,Program intake,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,1,Drafting charter,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,2,Source accession and freeze,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-01,Engineering Authority and Precedence,1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,0,Program intake,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,1,Drafting charter,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,2,Source accession and freeze,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-10,"Testing, Verification, and Assurance",1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,0,Program intake,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,1,Drafting charter,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,2,Source accession and freeze,PARTIAL,PROTECTED_CANONICAL_EVIDENCE_LOCATED,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,3,Current-state assessment,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,4,Mandatory-question matrix,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,5,Product outcomes and invariants,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,6,Risk misuse abuse and failure analysis,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,7,Draft controls and patterns,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,8,Quality and usability requirements,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,9,Verification design,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,10,Atlas traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,11,Repository traceability,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,12,Machine validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,13,Author self-review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,14,Technical peer review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,15,Domain and user-workflow review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,16,Cross-guide reconciliation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,17,Adversarial and red-team review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,18,Implementer usability review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,19,Representative scenario validation,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,20,Assurance review,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,21,Adoption-candidate packaging,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,22,Adoption disposition,NOT_COMPLETE,PLANNED_FUTURE_EVIDENCE,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,23,Repository accession,NOT_COMPLETE,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
ES-CG-13,"Completion, Evidence, and Traceability",1,24,Guide activation,NOT_AUTHORIZED,ABSENT,SOURCE_FROZEN,NOT_ADOPTED,NOT_ACCESSIONED,NOT_ACTIVE,NO_STATUS_ADVANCEMENT
