source_id,title,filename,repository_path,source_class,authority_status,version,effective_date,approval_authority,approval_record_path,checksum,checksum_verification_status,exact_approved_bytes_accessioned,source_format,related_pias,related_atlases,applicable_code_guides,related_controls_or_domains,predecessor,successor,supersession_status,conflicts,limitations,custody_status,review_status,originating_commit,repository_integration_receipt_path,notes
CGSRC-FOUNDER-0011,Canon adoption package: c0_023_c0_035_lock_readiness_rerun,c0_023_c0_035_lock_readiness_rerun,docs/canon/adoptions/c0_023_c0_035_lock_readiness_rerun,FOUNDER_AUTHORITY,CONTROLLING,,,Founder,docs/canon/adoptions/c0_023_c0_035_lock_readiness_rerun/C0_023_C0_035_LOCK_READINESS_RERUN_FINDINGS.json,c4e6c2aaacfe8464b66a4c6f0894bbf06f40df3c8527c7407ecf858d193b6bc3,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0012,Canon adoption package: c0_023_privacy_v2_0,c0_023_privacy_v2_0,docs/canon/adoptions/c0_023_privacy_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_023_privacy_v2_0/C0_023_LOCK_READINESS_PREPARATION.md,da108e3768c664730c2575e01d5f8c10278b6f3e0df8ac4d3e6d11cbb7e73096,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-09;ES-CG-12;ES-CG-10,authority;architecture;safeguarding_privacy_security_ai,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0013,Canon adoption package: c0_028_claims_disputes_authority_v2_0,c0_028_claims_disputes_authority_v2_0,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0/C0_028_MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,701912135fc4112606c15b43d6b59861fa9489549ac1a8642a7dc6e9f4c41cd6,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-09;ES-CG-12;ES-CG-10,authority;architecture;safeguarding_privacy_security_ai,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0014,Canon adoption package: c0_033_search_discovery_v2_0,c0_033_search_discovery_v2_0,docs/canon/adoptions/c0_033_search_discovery_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_033_search_discovery_v2_0/C0_033_MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,03d05d2db2f55c41a50c26c133b8754994957902bb27cbc405d8cc6625bf689a,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,PIA-05_SHELL,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-07;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0015,Canon adoption package: c0_035_reporting_v2_0,c0_035_reporting_v2_0,docs/canon/adoptions/c0_035_reporting_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_035_reporting_v2_0/C0_035_LOCK_READINESS_PREPARATION.md,73aa8b0c17211e2834ca340c6ab0a81c86e908e757a61e431255c130fa32cf3f,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0016,Canon adoption package: c0_039_developer_platform_integration_v2_0,c0_039_developer_platform_integration_v2_0,docs/canon/adoptions/c0_039_developer_platform_integration_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_039_developer_platform_integration_v2_0/C0_039_MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,2b5a7ae9f0b642fefa786f6481ad771c9c9c8b419c579f2fd8c7146ba9bec59d,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-06;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0017,Canon adoption package: c0_040_platform_extensibility_plugin_v2_0,c0_040_platform_extensibility_plugin_v2_0,docs/canon/adoptions/c0_040_platform_extensibility_plugin_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_040_platform_extensibility_plugin_v2_0/C0_040_MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,bb5405031621a16fe9ee77d36789108dc74b06264f425f809e97081d94f5e530,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0018,Canon adoption package: c0_041_vendor_security_supply_chain_v2_0,c0_041_vendor_security_supply_chain_v2_0,docs/canon/adoptions/c0_041_vendor_security_supply_chain_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_041_vendor_security_supply_chain_v2_0/C0_041_MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,065334f379a58ca3c60485673742e86b2444a4483062154e75be8b2bbfe2a226,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-09;ES-CG-12;ES-CG-10,authority;architecture;safeguarding_privacy_security_ai,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0019,Canon adoption package: c0_042_configuration_feature_flag_v2_0,c0_042_configuration_feature_flag_v2_0,docs/canon/adoptions/c0_042_configuration_feature_flag_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_042_configuration_feature_flag_v2_0/C0_042_MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,01542ee62497c59edd57bcafac1180e09b4218c5ae261933f58a974a81878bc5,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0020,Canon adoption package: c0_043_platform_operations_reliability_release_v2_0,c0_043_platform_operations_reliability_release_v2_0,docs/canon/adoptions/c0_043_platform_operations_reliability_release_v2_0,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/adoptions/c0_043_platform_operations_reliability_release_v2_0/C0_043_MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,cd8de77793df4dcf9b4447ceca341acc098188d5cbe49343e4d63e287ee45752,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-11;ES-CG-12;ES-CG-10,authority;architecture;delivery_operations,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0021,Canon adoption package: c0_batch_1,c0_batch_1,docs/canon/adoptions/c0_batch_1,FOUNDER_AUTHORITY,CONTROLLING,,,Founder,docs/canon/adoptions/c0_batch_1/C0_025_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_ADOPTION_RECORD.md,204bc59b9a46263164789abd6731409931acb57bc79351e6af687d903ac05976,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0022,Canon adoption package: equine_health_v1_1,equine_health_v1_1,docs/canon/adoptions/equine_health_v1_1,FOUNDER_AUTHORITY,CONTROLLING,1.1,,Founder,docs/canon/adoptions/equine_health_v1_1/EQUINE_HEALTH_V1_1_ADOPTION_EVENT_RECORD.json,554ecc54bf4b8389fac8d60584b726cd350c1a74acd1f7d05d647ae7af2ad400,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-07;ES-CG-12;ES-CG-10,authority;architecture,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0023,Canon adoption package: safeguarding_v1_2,safeguarding_v1_2,docs/canon/adoptions/safeguarding_v1_2,FOUNDER_AUTHORITY,CONTROLLING,1.2,,Founder,docs/canon/adoptions/safeguarding_v1_2/EQUINESYNC_SAFEGUARDING_V1_2_FOUNDER_ADOPTION_DIRECTIVE.md,9c06f11fdca0354588a801816219d46671f9a417c2f863727bfdc925efcd65ff,VERIFIED_DIRECTORY_AGGREGATE,YES,DIRECTORY_AGGREGATE,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-04;ES-CG-09;ES-CG-12;ES-CG-10,authority;architecture;safeguarding_privacy_security_ai,,,CURRENT,,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0024,Master Agreement Consent And Authorization Model V2 1 Founder Approved.Docx,MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.docx,docs/canon/founder_approved_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.docx,FOUNDER_AUTHORITY,CONTROLLING,2,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,bf99826c36cceddc5aaa027614f0ff593192c52a66d71aa4e0d0bfc48ca137d0,VERIFIED_FILE,YES,DOCX,PIA-03_RELATIONSHIP,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-03;ES-CG-04;ES-CG-08,authority;identity_access,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0025,"MASTER AGREEMENT, CONSENT, AND AUTHORIZATION MODEL",MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.md,docs/canon/founder_approved_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_FOUNDER_APPROVED.md,FOUNDER_AUTHORITY,CONTROLLING,2.1,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,1855d7f4419c236e4d8638f9587cf2e96ad58b079d69d34a9b2188ad1ba80cc9,VERIFIED_FILE,YES,MD,PIA-03_RELATIONSHIP,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-03;ES-CG-04;ES-CG-08,authority;identity_access,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0026,Master Configuration And Feature Flag Governance Model V2 0 Founder Approved.Docx,MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,docs/canon/founder_approved_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,FOUNDER_AUTHORITY,CONTROLLING,2,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,49c6d4a71c07456bb6728af1b1f4c46254c7e616ec68663ca405e3f17f856712,VERIFIED_FILE,YES,DOCX,,,ES-CG-00;ES-CG-01;ES-CG-13,authority,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0027,EQUINESYNC,MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,docs/canon/founder_approved_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,d5e37ac7d475465f9c8fac5171851a136882cf4c57cb75ea0b17cf8dcec2a0f8,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-05;ES-CG-07,authority;offline_mobile,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0028,Master Developer Platform And Integration Governance Model V2 0 Founder Approved.Docx,MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,FOUNDER_AUTHORITY,CONTROLLING,2,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,6bcea8536ac5438e551f60d16afa3377d4769c1599cb1e230b802630bf9348d8,VERIFIED_FILE,YES,DOCX,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-06,authority,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-FOUNDER-0029,"MASTER DEVELOPER, PLATFORM, AND INTEGRATION GOVERNANCE MODEL V2.0",MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,FOUNDER_AUTHORITY,CONTROLLING,2.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,6688f58a9fcfbe55eb22d4e87a77bda7bf95899c4d46d9c11aecb18f26eb546e,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-06,authority,,,CURRENT,,Status preserved from source family; no new adoption or implementation authority created by CGP-003.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
