duplicate_group_id,sha256,copy_count,paths,determination
T1D08-DUP-0177,0cdad90cb5929588ee137e9835f6b499c3651159381960fbfad436dfcd0fa18d,2,docs/canon/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md;docs/canon/candidates/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0210,0fa543e25a2cffe75e9d07b68ccf0adefb8ae31e10c05afd5f1b84ee452a23ba,2,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md;docs/canon/candidates/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0233,115d014bbefe924e839fe38f8bf3152126c228a84e9b7b92a4720822c6a5e395,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-22.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-22.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-22.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0234,11663a1c5cb428a436c820e1ff423ac7956e980f19eb1507fa50227b28d4270f,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-21.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-21.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0250,12c131dd297fc104875faf1eea4141dd2c5fa80e335b2e7a67c67dd921dabc87,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-71.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-71.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0301,16b3cbd473196903fdb1a3586b9e7e827ad8444a91633bf2e982cb821cecdaf7,2,docs/canon/candidates/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md;docs/canon/reviews/eight_canon_founder_approval_reconciliation_v1_0/predecessors/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0302,16b5c2a227bfb41aa11b5be410248f2dbb258264eacbdfa1f5042537e5ca7916,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-57.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-57.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0315,1740f376385fc536b29859b6f3c924a3555889f79a0151490ca948b7f91e9331,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-42.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-42.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0317,1765b3b14532ee0d6fe54ccc12b6ba9d28ddef4be6707adc5e2a713d0640e052,2,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.md;docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_SUPERSESSION_REGISTER.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0336,18ce9cde3f1ac8f8b01bfc72ed8dfcf066cd6434a1e1b3f0c40bfe127958ca67,2,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.md;docs/canon/founder_approved_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_FOUNDER_APPROVED.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0354,1a510052c385bff096dd8e8e93545fecc6dae959b6d9923c63a2683f72c87266,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-45.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-45.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0361,1ae1072769837ac7db4f608d75c929225b76f7cd7c3c7fab482999b3500508f0,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-9.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-9.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0378,1c79c20a2edd2e7e3907e875679c5871d53c146a226364fb0cc3f956d39f5d0e,2,docs/canon/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md;docs/canon/candidates/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0379,1c7fe973b38f14f59d830845d63b428d85962dc1d318ebd15ab3f66a15c4eae7,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-18.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-18.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0433,2034979a0fe77fd89ba065ecf9d309f5897641b6c38c9bde7c69dc8ac06adeab,2,docs/canon/MASTER_PERMISSION_MODEL.md;docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/current_repository_source/MASTER_PERMISSION_MODEL.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0472,2295ac23909ea24c821a39505b7fc87c99662fc0deafad4c101f9c8454fe1976,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-56.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-56.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0496,2462190ecb49fcc76d3e94348449dfb05a2ed6fa182afc2287395dcd65d7b4db,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-58.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-58.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0507,2525d592a1172a09ad1f9624e36b7131c5bf5d0bf2545ee660891161cc0dcf9b,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-14.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-14.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-14.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0520,2605d6e8ded76ef757447f0785007abc2e2c7c8ac20acec91f94ed4b5ad4046a,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-11.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-11.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0545,27fd5ed3cf512646f1f4d2e8866c962001d5150850c5e6c7dbb6475de9aaf70c,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-14.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-14.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0558,28ce388a98463cff9b847aea63511128ac5d348ea9631f9f58f9a3daf540a589,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-44.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-44.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0559,28d63832c54a7804514bbc1ce8d4bb65bc688a31086fbc2ce291d38b69ea86f3,2,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv;governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0561,28f80f35bbc6e7c6821e7650042ef2f11528c151a03ccd7b863b0b10a25daa29,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-35.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-35.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0565,29926f10a26e872a39f3d995cfebc1c5da67324969cab9928cbd48728fece474,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-5.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-5.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0573,2a4b372a18944e99b95b875ad685e7c005945ad256d6915a8546c7db16b28ce8,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-9.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-9.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0587,2b4cca3cf157cabd9f9bec4c722bf2db2895993312542b04c29b9db0d672ad36,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-37.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-37.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0594,2c64cd5ee01569b189ecd6b550a49931dd7945efad549fc01b61ee79ec354296,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-22.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-22.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0602,2ccae3dcc1eb22558e71d950929c8f0aadde17afa2389ed9362d9549980c44ca,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-43.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-43.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0609,2d2a598f8ac79001e477b39b278178b6874bef388975cbb515354896a01d7425,2,governance/pia/items/01_identity_account_actor_onboarding/source_package/SUPPORTING_PROGRAM_AUTHORITY/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md;governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/02_founder_records/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0634,2edefbc260e0a0c1f1c55b300f0e7cc6af8af1cf81efe98bc34ce699c7fe25eb,2,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/founder_approved_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0660,30858ed46725a8adaf7104193525aa1074dd8421555ded92ede034ec3339202e,2,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/mounted_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/exact_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0677,31d6fbaed915db4173a7ba3bf421aef511cb95ac7b09f7a343918f76066f6b34,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-15.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-15.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-15.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0679,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,2,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md;docs/canon/candidates/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_FOUNDER_APPROVED.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0684,327957e73d60b6074f5e01e022776c75f9f1b7bb70f645e0c0c42ce56c915ff7,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-10.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-10.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0686,32929db31fc35fdfabec751990979d9d5dd4a8b2ebfecce5fff128f268230d6d,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-46.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-46.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0749,373613387dea6c2e63ac20470e024705d7e911dbcf09e1154d8adc5aa5d46e85,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-46.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-46.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0752,3782f17eb584a0c595d1bb5efe884a3d1e7bb97fadbe2a45a2ac922f8c9def3d,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-8.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-8.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0762,383d90477e57e8b753647d900ce4d89aaf3256fd077f6b88fec4fa4cd9c91f83,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-44.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-44.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0767,38c230717c55fc4777bb40b283b54cd88c05a70e1c174ff1e057cd4a27c0efa1,2,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_DIRECTIVE/CODEX_DIRECTIVE_ITEM_07_HISTORICAL.md;governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_ITEM_07_BLOCKED_INTAKE/EXTRACTED/EquineSync_Item_07_LTRG_PIA_V0_2_Codex_Handoff/CODEX_DIRECTIVE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0771,39217bd230cb6def43ff0c9ed71f28aab9d2980ff973790f633c60200dcec0d4,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-7.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-7.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-7.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0796,3be9651daa6300a931a6bae858f868dd630ba5013bf3655367f4b4b23b39d7ac,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-3.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-3.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0806,3c696d1f9dfd1f60b4e6ecc7bd4d4cb5b13360d4554158b4f8a5e63ec483d075,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-45.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-45.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0813,3cd38dc41c47d5d58c3b75bb86a3117bae3fbf59c6ddc348b684e9df7a8fb473,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-16.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-16.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-16.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0828,3dafa7991acc40eb321cdfeae5b9caa59dbf0a41f5184bee36ec9defb0b59734,2,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md;docs/canon/candidates/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0832,3dd7774cf35fc160e95209e1c7844028937f62176cbb184cc229d91267fc1bb1,2,governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/APPROVED_SOURCE/CGP006_MAP_GAP_0005_SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0_FOUNDER_APPROVED.md;governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/CGP006_MAP_GAP_0005_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0840,3e7428771d3d8868e801e80551912a8f6284f5a4d53698d170d4b67b3be13553,2,docs/canon/MASTER_BARN_LIFECYCLE.md;docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/current_repository_source/MASTER_BARN_LIFECYCLE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0858,3ffd1c81f87205880a2cba14c3508d4ef44786f7349ddf4cb868fa09e826bf2d,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-47.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-47.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0871,41313d11aae592d041decaf34e5a131863423e843057d47864e666bdea21e6bf,2,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.md;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_HORSE_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0872,414e912c9caec58573558a5fa3e7519db59506b7a903879db3af33e840c0d1e8,2,docs/canon/MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0.docx;docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/source_uploaded/MASTER_AI_GOVERNANCE_AND_DECISION_BOUNDARY_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0894,42560efbab1d587865323f41ab0a43ad971214df128e229aa37d603d9542d904,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-41.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-41.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0901,42b72589d0842ea3920054c2a64120a4d81dff43f9f52540afe540c1a2442f4a,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-38.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-38.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0909,4344294c05b4b5483ff23497f198edb18e8bcb54d93410266791a57809107533,2,docs/canon/MASTER_ECOSYSTEM_MODEL.md;docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_005/current_repository_source/MASTER_ECOSYSTEM_MODEL.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0930,443ee842c3ba675980353784763dfe76c6c8231532cac24dc8badca315706402,2,docs/canon/adopted_sources/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1_ADOPTED_SOURCE.md;docs/canon/reviews/stage0_companion_reconciliation_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0962,4623fb036481a4ffea4e7edde53fa6e83e9a81f062251c8371e242219f524c2a,2,docs/canon/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1.md;docs/canon/adopted_sources/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1_ADOPTED_SOURCE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-0988,47c8ffa2d6b0da5b12393800f5f22c3a30a0e5002b55c6817a5d2d6338748a0c,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-17.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-17.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-17.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1016,49c6d4a71c07456bb6728af1b1f4c46254c7e616ec68663ca405e3f17f856712,2,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/founder_approved_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1018,49df07e9e0653ce54446369fde97fd84d32acb6aeba96df80075cc1e5c842e30,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-12.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-12.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-12.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1021,49ff206d4899887db97393643866db92a224cb5bc2efeb3ef371330563cc875a,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-53.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-53.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1036,4b1de78cd18ea47aba3523301bcfbc6f3731a5481373e480692a38571a91ecc0,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-2.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-2.png,VERIFIED_EXACT_DUPLICATE
