source_id,repository_path,title,source_disposition,authority_state,sha256,byte_length,git_blob,canonical_representation,controlling_version,implementation_use,duplicate_cluster_id,content_differs_from_canonical,founder_disposition_required
SRC-RR2-00030,docs/LAUNCH_TRUST_CURRENT_PLAN.md,EquineSync Launch Trust Current Plan,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,60ba069544c69dae954ea9b0ec0274e75df6c5f843c87ef372d2d75fa8d9e406,12585,05ab8c07bc39ab905de9063b2c9f28eb32cd9a5e,docs/LAUNCH_TRUST_CURRENT_PLAN.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00031,docs/LAUNCH_TRUST_MASTER_FIX_LIST.md,EquineSync Launch Trust Master Fix List,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,cc0c0450e586a24ae2cea913632e4a8b61d645fced8506e8117853e6a6cbe8bf,9974,a58173fd507561bcd76463719f2c98b54a2241a6,docs/LAUNCH_TRUST_MASTER_FIX_LIST.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00032,docs/MASTER_INDEX.md,EquineSync — Master Documentation Index,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,60d8d1e520e689b4249ed703adb7891a7b41993e17fe147bd66f9420f6e2c196,3925,2b5cdd172135ec99345b81c74adcdf4dcaa3dcae,docs/MASTER_INDEX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00033,docs/NEXT_BUILD_PLAN_FROM_UPDATED_ROADMAP.md,EquineSync Next Build Plan From Updated Roadmap,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,fd4b4643d9324955fd60dfb05d9ad3565e5eca326057daef0e9645d29d3dc246,26880,73d053458190ab0d84b98cf79f73dfea6dfab303,docs/NEXT_BUILD_PLAN_FROM_UPDATED_ROADMAP.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00034,docs/OBSERVABILITY.md,OBSERVABILITY.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,063b8cdad20c20c4e8f5226ca319628d1024f0788c51ee0917812de31285cac2,5159,30962086312da564d3a0df7dafd7056609d2e888,docs/OBSERVABILITY.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00035,docs/OFFLINE_IMPLEMENTATION_PLAN.md,Offline Implementation Plan,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,394860ce01b4fdeb12dfdd121ff72d01bcbfeb551242d923c435cb4c6a1de8b5,4611,a894b33e610e45416c813ff3df2f318c1c409b87,docs/OFFLINE_IMPLEMENTATION_PLAN.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00036,docs/OFFLINE_SECURITY_MODEL.md,Offline Security Model,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,cba05dc2ceb6afe4ce032ce3481e04478913a161719e041e42e1f3c770e2f6a3,4293,af2032bf029b67b42fce32ea64ea9ecd7fe69310,docs/OFFLINE_SECURITY_MODEL.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00037,docs/ONBOARDING_GUIDE.md,ONBOARDING_GUIDE.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,6f8afe6f259305643344156d2970072e930f10693b1c27544b21e219892ee4d4,3767,c643e2a3eca003357a88a9151a7acccc3fe70237,docs/ONBOARDING_GUIDE.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00038,docs/OWNER_TRUST_FRAMEWORK.md,OWNER_TRUST_FRAMEWORK.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,7de24bbc2713aaae7e76a4f8829325d3d1462b632802553fc6e5c17b2a9755ea,8583,6b0c6ab670422055ed618d95c7dcaaeaabe75dd6,docs/OWNER_TRUST_FRAMEWORK.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00039,docs/OWNER_TRUST_LAYER.md,Owner Trust Layer (Phase 7),authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,9984e002fc1f9e81f7aa05c2b986a0f283b3f4e1a2e3c9cd602324036e207975,20614,d8dddcc2d8732a8ba632ee104fbb2984f38bdee1,docs/OWNER_TRUST_LAYER.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00040,docs/PHASE3_MODULARIZATION_MAP.md,Phase 3 — Backend Modularization Map,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,f40c61bf3ea9a77cde6c4720e8b79d406a635d663e0a5e9cd646b05b884af26f,5248,4dffe83f30837a992f6385f1cd600126a73b2e5b,docs/PHASE3_MODULARIZATION_MAP.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00041,docs/PHASE4_MULTITENANCY_MAP.md,Phase 4 — Multi-tenancy & Permissions Map,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,9c6d1588811f7e44dc726f6434d453d2a7297c02cea3b6ce250f7fb17738e413,23686,9ba5d4f16b91de89fc9a939c0b087ab93435cdf6,docs/PHASE4_MULTITENANCY_MAP.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00042,docs/PHASE8_BRAND_PRESENCE.md,Phase 8 — Brand Presence / Logo Integration (forward plan),authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,f9d0575c0486536bcbc35383819e55199971d7e0a74b84500cd7d31bac8bdefd,5349,0063b792de3523162fb32e8243fa30df1e345b6b,docs/PHASE8_BRAND_PRESENCE.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00043,docs/PHASED_EXECUTION_PLAN.md,PHASED_EXECUTION_PLAN.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,eea0885f05836f5c1e9e7e865f88b02b0b4852de024b7ba3a06d2ea8f2166123,20500,e40945b8501fbcd24f17a52f47b91dcaa9e45b51,docs/PHASED_EXECUTION_PLAN.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00044,docs/PHASE_15A_ENV_PLACEHOLDERS.md,Phase 15.A — Backend `.env` placeholders,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,1b87a08b2de1a390b97757d26954d5a017e733a2118f38fc67eb548253ebfd21,4743,353f559c1e9ee205b5a59d1e6abab46b4e0c978a,docs/PHASE_15A_ENV_PLACEHOLDERS.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00045,docs/PHASE_15B_WEBHOOK_LIFECYCLE.md,Phase 15.B — Webhook Lifecycle Operational Reference,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,e23e0325baf40838c914ed50a94a5ff9edd68a7e3252fe9949a6892ea5b05bc4,4396,bf5feb547a53c59522a5ad316335634664f3ac5b,docs/PHASE_15B_WEBHOOK_LIFECYCLE.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00046,docs/PHASE_15R_BILLING_ENTITLEMENTS_REFACTOR.md,Phase 15R - Billing Entitlements Refactor,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,ae9f3bd932a518e388468424e7456f1d5bc29d85e64011f3c9f4b1fcc004bcdf,16660,1ee7a2ddd9a29c002b3bf69a9b910604f5d7aae0,docs/PHASE_15R_BILLING_ENTITLEMENTS_REFACTOR.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00047,docs/PRE_LAUNCH_PRICING_FOUNDATION.md,Pre-Launch Pricing Foundation,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,a1971a8575257f00a23aabe5bf22a1eac5bdee61017baee9a101edde5e29fab9,7196,69a26ea71598810837eec2237d2e0acb85ebdf05,docs/PRE_LAUNCH_PRICING_FOUNDATION.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00048,docs/PRICING_PLAN_ADDENDUM.md,EquineSync Pricing Plan Addendum,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,90bb50d215395c118e22bdc3b5841e60e252c92670a2c8c48639581d5860836a,7722,f8b2ddea26f5bc6e95962ff8a41a079812b4edcb,docs/PRICING_PLAN_ADDENDUM.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00049,docs/PRODUCTION_READINESS.md,PRODUCTION_READINESS.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,cd5d9dc0cad602f34ac0139aafbf06c0b2e679edb1579ee6ff6a0de88b25184e,8139,7f4434124da3c41323d25cc51945fe7fb3ec7bac,docs/PRODUCTION_READINESS.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00050,docs/PRODUCT_VISION.md,PRODUCT_VISION.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,680a0b6ea79d545de72170595253bdc09a06c13c5be8fc4f60f815cfa5696b52,3692,7f681e1237075b6899834ddb029f1b97034eb98d,docs/PRODUCT_VISION.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00051,docs/REFINEMENT_MASTER_FIX_LIST.md,EquineSync Refinement Master Fix List,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,da8839e460ae8c1ae052b4f2eb4c1958536fc1333ef3e9cc23df21d073bfbec3,48807,a76f7b57652c4845088e0fe51292b53cef84d487,docs/REFINEMENT_MASTER_FIX_LIST.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00052,docs/REFINEMENT_ROADMAP.md,EquineSync Refinement Roadmap,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,7154a66c125a0303d0c9738df78f693eb6435040029c660f822be38c10e63a64,28642,064813ed25666035a99a3bfc05a129e4006f98c5,docs/REFINEMENT_ROADMAP.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00053,docs/RELEASE_CHECKLIST.md,RELEASE_CHECKLIST.md,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,dfbbe967206f62a8dbbc9a2ff092d4f606d48f15e9509afeda625ae0501780b3,1082,d9d5d6613cc1c99c5c92a843db5c0eef6704cd11,docs/RELEASE_CHECKLIST.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00054,docs/RF10_SERVICE_PROVIDER_CARE_PARTNER.md,RF10 Service Provider / Care Partner Multi-Barn Model,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,49d6b11c70d3f57cd4faea41a9e7b7d2201dfcd2a9558ff8744de16388eae8d7,4099,5c6da55e4523a683a55230368efc6f730fadca03,docs/RF10_SERVICE_PROVIDER_CARE_PARTNER.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00055,docs/RF10_SERVICE_PROVIDER_CARE_PARTNER_PLAN.md,RF10 Service Provider / Care Partner Multi-Barn Model Plan,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,0bdf36f961c56a03e9572dc32fbc7ac1ac9fffbe9c1f0d6d33c247d2c3bdd147,5634,28cc8fcba6ef7fe5dd07b4c4567f7748ed1384ca,docs/RF10_SERVICE_PROVIDER_CARE_PARTNER_PLAN.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00056,docs/RF11_PROPERTY_LOCATION_MAP_COMMUNITY_HELP.md,"RF11 Property, Location, Map, and Community Help System",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,424def524c6345039294041fb5144643fa55a41a66288b42bc4e6396393ba59f,4344,8847be70b48b0d9115ebbaf942ec3dbf04990168,docs/RF11_PROPERTY_LOCATION_MAP_COMMUNITY_HELP.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
