record_id,record_type,severity,domain,source,source_path,description,affected_scope,affected_users,affected_artifacts,evidence,owner,steward,required_treatment,compensating_controls,related_RF,related_IWP,related_PIA,related_Code_Guide,related_PR,dependency,target_gate,due_date,expiry,review_trigger,current_status,closure_criterion,closure_authority,closure_evidence,closure_date,residual_risk,certification_or_waiver,successor_or_transfer_target,reopening_conditions
T1D06-REC-011,review observation,P2,LOCK_RECORD,Master Security Incident Response and Disclosure Model Post-Lock Change-Control Protocol,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_POST_LOCK_CHANGE_CONTROL_PROTOCOL.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/locks/security_incident_response_v1_0/C0_030_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_POST_LOCK_CHANGE_CONTROL_PROTOCOL.md,a4083baa89b4c9001ea1415ed30d84285a96421e2ef6c62d8f04c25304f5d2c6,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-012,review observation,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,Governance Finding Registry,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,6573f1a831ea1c7f84c5241acef3d24069265eb1d13972273f066d099d8b706f,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-013,review observation,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,Financial Truth V2.1 Findings Register,docs/canon/reviews/financial_truth_v2_1/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1_FINDINGS_REGISTER.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/financial_truth_v2_1/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1_FINDINGS_REGISTER.md,835528ecfc470c450e3169148ce26512a3afd5dc37ea3519d885b13e783388f8,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-014,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Alignment Report",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_ALIGNMENT_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_ALIGNMENT_REPORT.md,649e06d8fe70d4763f75df7fc552dc17bef83068c36df101beb5483fd6b4f5a7,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-015,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Canon Index Proposal",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_CANON_INDEX_PROPOSAL.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_CANON_INDEX_PROPOSAL.md,2317284b01d927e759fd93a15472ef997fce2200a1169a303a4bf3d6ca845a0e,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-016,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Lock Blocker Report",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_LOCK_BLOCKER_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_LOCK_BLOCKER_REPORT.md,07c6ef4ba753c1ab2d7126b59ec435401515319fe2317f489407f790487b8a0f,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-017,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Preservation and Correction Matrix",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_PRESERVATION_AND_CORRECTION_MATRIX.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_PRESERVATION_AND_CORRECTION_MATRIX.md,3585a3962ea44c40f081e4e44f0294016da2229c272ebbfe066dc74de7d222c4,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-018,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Proposed Adoption Report",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_PROPOSED_ADOPTION_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/A_IDENTITY_ACTOR_PROPOSED_ADOPTION_REPORT.md,d9df7facbf212ab0edd84d34bcc3c0c26dd56027aba7c2a5e2b52a9d94e54220,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-019,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,Identity V2.0 Adopted-Byte Immutability Verification,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTED_BYTE_IMMUTABILITY_VERIFICATION.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTED_BYTE_IMMUTABILITY_VERIFICATION.md,4919ca199e376151150c3802f3802bce4ba07a2bf0e0b4ba4638a48b7a729183,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-020,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Correction Integrity Ledger",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_CORRECTION_INTEGRITY_LEDGER.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_CORRECTION_INTEGRITY_LEDGER.md,d3ed95f613d215f14b32252292c2f7f5c0a74218f15bf7011ffcb98e9667b03a,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-021,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Dependency Registry Proposal",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_DEPENDENCY_REGISTRY_PROPOSAL.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_DEPENDENCY_REGISTRY_PROPOSAL.md,35b64083219696d97034886cd5594fd28c1a67cc36ceef67be34f4dd317f13ee,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-022,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Domain Ownership Confirmation",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_DOMAIN_OWNERSHIP_CONFIRMATION.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_DOMAIN_OWNERSHIP_CONFIRMATION.md,1ba87b0a260d5eb610f09828d4407ee7e8b9a3e3887403186ffac8648bc63480,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-023,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Protocol and Provider Neutrality Verification",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,002dc109f6b940777d549d222b8b8de7680cbef12a8f4887621a845414779154,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-024,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Provenance Verification",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_PROVENANCE_VERIFICATION_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_PROVENANCE_VERIFICATION_REPORT.md,df107ed85b60f06ffe4872a45d0752bd0bdeb41f9eb64ddb50f5f4d2ac63cdeb,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-025,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Adoption Readiness Assessment",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_READINESS_ASSESSMENT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_READINESS_ASSESSMENT.md,25047857050864a8478ad3c35a0463d4c48c27a9064726db1b4c65849de157ae,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-026,governance gap,P2,ADOPTION_RECORD_OR_ADOPTED_SOURCE,Identity V2.0 Adoption-Record Reconciliation Ledger,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_RECORD_RECONCILIATION_LEDGER.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_ADOPTION_RECORD_RECONCILIATION_LEDGER.md,15c0d552fde40ebef6b9c74512f98c36b835a1b43f5a02febf6dc0fd5842fef5,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-027,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Before-and-After Wording Ledger",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_BEFORE_AND_AFTER_WORDING_LEDGER.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_BEFORE_AND_AFTER_WORDING_LEDGER.md,466213c8c9717ea9cde14fc3be5631ad3bfbf92b2daeadac0c1e78c599cb5129,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
