requirement_id,requirement_text,controlling_source,source_path,source_locator,source_version,source_version_declaration_state,authority_state,requirement_type,original_requirement_type_claim,iso29148_characteristic_check,requirement_status,backward_trace_state,design_tier_state,product_domain,affected_actors,affected_data,safeguarding_relevance,financial_relevance,privacy_relevance,health_or_welfare_relevance,implementation_path,candidate_symbol_identifier,symbol_resolution_state,implementation_summary,path_verification_state,discovery_method,verification_method,verification_commit,reviewer,review_date,requirement_satisfaction_analysis,known_divergence,candidate_test_file_id,test_case_identified,test_type,test_path,exact_test_or_assertion_locator,execution_command,execution_environment,execution_date,execution_commit,result,runtime_evidence,evidence_artifact,confidence,confidence_basis,gap_state,owner,next_action
T1R2-REQ-0011,Review notes/accounts | Deferred | No review-account mutation allowed in BN18E | Later gate must create safe review access and route notes.,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 79,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0011,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_review_queue_and_lifecycle.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0012,"Release ownership | Missing | No named owners found | Submission, support, monitoring, rollback, and rejection response owners required.",App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 80,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Owner,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0013,App name | Equine-Sync / EquineSync | Founder final required,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 86,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0013,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_15e_today_pulse_founder_acceptance_ledger.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0014,Category | Likely Business/Productivity; founder/legal must confirm | Missing,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 89,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0015,Review/demo accounts | Not generated; BN18E cannot mutate UAT accounts | Missing,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 97,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0016,this document. Founder/legal or an assigned compliance owner must approve the,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 114,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder; Owner,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0017,Existing paid web subscribers using a future native app | No store-specific subscriber access wording found | Requires review notes and in-app copy that avoid prohibited purchase steering.,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 137,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,PROHIBITION,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0017,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_review_queue_and_lifecycle.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0018,"Google Play feature graphic / promotional assets, if required by listing.",App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 147,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0018,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf4_feature_completion_certification.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0019,BN19 cannot close until founder accepts or defers:,App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 170,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0019,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_15e_today_pulse_founder_acceptance_ledger.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0020,"2. App Store / Google Play timing: required before public launch, deferred after",App Store Production Readiness,docs/APP_STORE_PRODUCTION_READINESS.md,line 174,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:10Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0020,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0021,3. **Centralized Permissions** — Permission logic must live in a centralized permission system.,ARCHITECTURE.md,docs/ARCHITECTURE.md,line 54,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Identity Access,Governance steward; implementation reviewer,permission records,NO,NO,YES,NO,backend/core/permissions.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0021,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_permissions_wiring.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0022,"4. **Multi-Tenant Safety** — Every major entity must belong to a tenant/barn. All requests must validate authentication, tenant access, and permissions.",ARCHITECTURE.md,docs/ARCHITECTURE.md,line 55,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,VALIDATION_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Identity Access,Governance steward; implementation reviewer,permission records,NO,NO,YES,NO,backend/auth_security.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0022,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_permissions.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0023,5. **Mobile-First Workflows** — Core workflows must function cleanly on phones.,ARCHITECTURE.md,docs/ARCHITECTURE.md,line 56,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0024,JWT:** JWT secrets must NEVER contain fallback values.,ARCHITECTURE.md,docs/ARCHITECTURE.md,line 75,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0025,Provider claims | Claim-limited | Provider surfaces must not present as live unless the target environment is configured and verified.,BN20 / BN12 Launch Closure,docs/BN20_BN12_LAUNCH_CLOSURE.md,line 33,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,PROHIBITION,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0025,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_11_staging_environment_proof.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
