record_id,artifact_type,path_or_ref,sha256,git_object,byte_length,custody_note
SRC-PR62-0016,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/CODE_GUIDE_REQUIREMENT_TO_REPOSITORY_TRACEABILITY_MATRIX.csv,0e91443b9f59ae1f07cf7d29d37ca79684ecdaea34046c30f234c5e0b85a136d,a949a5931f8b8c3eba68c602811f429e26862fc2,29532,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0017,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/COPILOT_FINDING_DISPOSITION_REGISTER.csv,9e3d19aaf556fc37bd43eb8b754c08a01d5f9f7ba1b363f26320c4b558a0530d,11d84465e3bfaa50d3a1d7aca73379d514fbb905,11115,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0018,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/COPILOT_FINDING_VALIDATION_AND_RECONCILIATION_REPORT.md,b638a1c94e8f9b167b20c89f71afae1fcf69d89569b278d23851a84bb02bb63e,d7a3daf85eaa9087764a0ad46bc30b753157f403,5377,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0019,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/COPILOT_REPOSITORY_REVIEW_SOURCE_2026-07-30.txt,cd6e1315615d0f65664485d4ebc2f8906ff4e1f9c0bd19f3b7a6765da026386b,0d4e81ab45fac4feb77324a3f253f970c79fb803,12416,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0020,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/CURRENT_STATE_GAP_REGISTER.csv,52849ecaafcbc81aa5d0211eb85bb68eb877ffd4ec0f25c338a67e3778d7a87e,6f74e4a3030fdb3ac44056bbce564189c3121e22,16841,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0021,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/DATA_FLOW_AND_TRUST_BOUNDARY_MAP.md,cef84f85cf858ca69118dd2686d52c648d95cfa74fa22a63f55ce35978c8823c,a625f066fac9460fb42ea83759573a1d698d831c,2560,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0022,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/DATA_SCHEMA_MIGRATION_AND_STATE_INVENTORY.csv,a732ccb434a962903dfb1543f6309075c0bc60c9a41fbdc9f88dfec5cc0f52ca,c40626f22d540a5720ba01b39fbcacc6745f9d7f,29663,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0023,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/DIRECTIVE_EXECUTION_RECORD.md,8e3d45f26f7d8190618c2b6be21421effede1bcb4172764b4f6d9ac93c0fa46e,69a176a1baabaf2f9b442616b75c5270c179cced,4287,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0024,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/EXTERNAL_INTEGRATION_AND_ASSURANCE_TOOLING_INVENTORY.csv,5f5901bd6d5a1ef5785b7f039ce174623d0216bb865831959341e7e172b30975,a090cd4eaa2c91a4ff44ea08fa2c50328eb8fbd8,3940,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0025,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/FOUNDER_IMPLEMENTATION_AUTHORIZATION_DECISION_PACKET.md,d4997e500667e44e99eb22a370ea278aa9e3a1b3355968ecb437284c5cf74939,5881e7ea91a46fbbd11b8fad5b84adbc0be06927,4555,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0026,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/GAP_0004_DECOMPOSITION_AND_EVIDENCE_PLAN.md,e865c91783f54409d086512772207878ad5a8e2a95976137290863f0cf381057,862b8c84811c90fdca6756fef5c773e821eb83cb,3097,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0027,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/GUARDIAN_MINOR_SAFEGUARDING_CONTROL_MAP.csv,9933ac57baa400dda0e1b90e50f25b750505e3c5249850a98ba5bcfb77315c52,ca75fb40c233604cb41436c7f62dbf867bd17b54,2085,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0028,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/IMPLEMENTATION_SEQUENCE_AND_DEPENDENCY_MAP.md,466a25d62b0aaf913dd56e3d7a23416c72b64fd7451b471f176f6224a1b4f710,b2b34f51e86e48552f72a8cfee5c201908695283,2939,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0029,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/IMPLEMENTATION_WORK_PACKAGE_CANDIDATE_BACKLOG.csv,3ed8771e88b7f7ae01d1148f719bea1cdc21869d24bc54ae5fbd197e28868dda,81e4809a71adbd3f6a1f9720e17ca93cb195dacb,13054,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0030,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/PIA_AND_FOUNDER_DECISION_TO_REPOSITORY_TRACEABILITY_MATRIX.csv,e9d9a85313b16d6750834e70185f65106c09d31b9abc86e3fbfb61d61d31eb18,06e42dd8a0f2c08b08739cc510a7c04b19047d57,7479,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0031,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/README.md,fe6c03045692cf35da6d7d4484cd885ec408503fcdcb366fe8ac4e7cca568463,88bc79f3360fe9483c59396083e1074ac2694083,3550,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0032,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/REPOSITORY_ARCHITECTURE_INVENTORY.md,522e2b5e03a6914de8b0d2f20ba7936ea10fa9264a9aa465268fbc443c9126c0,04671f218f99f40a184a0d834a0bf56ca64ecc37,3304,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0033,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/REPOSITORY_COMPONENT_INVENTORY.csv,500e630e6247eeedd7eda96b97c22636ed04b7fe1beae1a8d593e8b80a1d33ac,78b8ed0dda17cc672144f161ae25410d57774d40,6938,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0034,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/REPOSITORY_SNAPSHOT_AND_SOURCE_FREEZE_RECORD.json,7ef6748c8a77174922a772db95d0fab666a7982cb3996d849be431f84e4ebc4f,f8b7f37b3507f672abf424ceea1e1a808724810f,5372,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0035,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/SECURITY_PRIVACY_AND_SAFEGUARDING_FINDINGS_REGISTER.csv,2cb5f0a682bcc32b864311f527cd0251bdc73075282212e18218f7ae1050c34b,8715946ea0c89e32ad47c32409a1a096d3bd7551,10211,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0036,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/SOURCE_AUTHORITY_MATRIX.csv,075f78f6c2c8a0ceb73123d2f40ab57a7ce45c51388b14a9748a4912729479b2,3f812ecdcf7a2bfd6342e5afac417ca56cdfe2bc,5319,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0037,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/SOURCE_REGISTER.md,002a65e3f084fdc3eaba9286baf37456b80aeafe68d15d1432b7b355b6195d51,2dba09d490483fd5799f2480554428cbc0b7e887,7181,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0038,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/TEST_CI_AND_EVIDENCE_INVENTORY.csv,46a3a09947fb8dfaddc3ce3913913ca281a77965f9f6285e3a03298df2578473,72d59749ba454b2c0588e312fa9181819ac17c02,3912,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0039,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/VALIDATION_REPORT.md,cdad627e79ec2299ca8e7ea2d38959c79c28535b60a78463c730d6f76a1bb95f,cd4965e088fd7330b064ca1dddccc2d0f40fca15,3653,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0040,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/WORKSTREAM_CHARTER.md,31c2cd286190c1485585514a87f969de26fbf42e8c5fe265b655950499c3bd85,5da4ddcfd92d5b5662cac660f05cfb3c6252416d,1544,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0041,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/tests/test_repository_mapping_gap_audit.py,e92fbd3dac7c351c5dc52e88ad2f5fa007d184d0a2f0edd303dddbe70aa45ba3,da7fd3c9e0bf3c40c928cce977e30267ebc271b9,804,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
SRC-PR62-0042,AUDIT_PACKAGE_ARTIFACT,governance/implementation/code-guides/drafting/CGP-006/REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_AND_CURRENT_STATE_GAP_AUDIT_V1/validators/validate_repository_mapping_gap_audit.py,853dc452cb30e4960698cc233aba99037c00fe1c7d3271586fd724f575cb0e2e,022fbc1c118f8fa2530ef5cb875cdf288ce15a3c,16409,Artifact identity from PR #62 PACKAGE_MANIFEST.json verified by custody validator.
