path,sha256,byte_length,evidence_basis
backend/routes/admin_review.py,22035c4b6ccbfa2fc4c55530a99fba359a633ced66911f6b757e0c888b6b0481,4221,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/audit.py,2738c33dba8fb95e6f911e107414cc43e7ff0bbf4bab84eaf348230a187305ce,3965,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/auth.py,4b7005a625f0273be24ff3f38b894b7325938b449a5e40e2a8a8dafc4540ee01,28563,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/backlog.py,6ace6f477ead7123ee8fccc5faef51052599f282adbee136dc3069e514092832,121861,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/barns.py,928d1a9def8f8fc89bb15b095a262651be810b07bd21ae311c1fd5e8e4ec7f5a,3737,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/billing.py,385a8d11412f3777d7e1af107b5a459ac67cc295dc81403edb9baa105588e0aa,7798,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/care.py,df385b63b686540e7da6efb4ba03b42cacb9f294a492fa93465e339caa3dd1fd,17191,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/dashboard.py,8eb5670ea969da0b990c5bfafe30086338a80e8908b783435e7f0035bde24a1b,6199,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/digests.py,f50acd73f62150f32ab4c7494c17cf31de05b3146f55ec440c826cc123c6b2e3,3970,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/document_signatures.py,8bef245588e2447808400f4cb751882ff274d415fd1bfe1c93cbb854bef1bf4f,17435,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/horse_ledger.py,9d65c5957f7ea02d2cb35389173fb96dd5c1e62881cecd44914aecb7fae0bd07,112850,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/horses.py,6844bddf7f65f3cb80419eaec3381b77f89bf2047214c6f6f186f6cfe159646e,4360,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/invites.py,a7e9e532ce9cbacd8353858c4fa92213de98b0c756311d25f71335871ef3286d,14446,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/membership.py,d96287fddd20f09d43da685058c0d0286f6f5b04634296c3e27ab274c1a82dd2,12764,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/onboarding.py,3602cdab956475bf3a930785b39d8e0b944987eb3128403964c5b1ff3eac02cd,31359,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/operations.py,4aaa903fc13cdb456171ff59d442215dee28e7fe46db2829c5a62eac27e83023,15177,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/owner.py,e9ffa7cf888c7caf967b78cb44ba6a645914a912377fc861569f6547889c6e77,3617,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/owner_updates.py,ab9c435012a717b1747c3f14c8493ed7e4f08a3da457dc1c10956984b9f74e18,14522,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/recurring_charges.py,4561112e468bf1865d7dc0eaf77442c8458c33475042713d9714ff752613aca0,16109,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/service_provider_center.py,6f67e4e811fbdc2a6ef881d78fbbe6296cd7200389b2006f3c0a4c5588285f3f,5862,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/student_guardians.py,23c1b0fcaa411bf4e6a916c13bacc88c8333b42ebd06982deab4a1363d1bba12,17770,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/subscriptions.py,c6225e5261460c0e13d37db3bbbe8364bfbd1c8800de536f00eee420f10c3e48,28217,STATIC_REPOSITORY_FILE_IDENTITY
backend/routes/subscriptions_webhook_handlers.py,8fe2c7b0ef0b69e8821c4d21860bca9b272f0d08a8dded279d4460fd8da2c4df,38383,STATIC_REPOSITORY_FILE_IDENTITY
backend/server.py,c69acbc963e2a0913e28a31d8fd5a6b6aa9a6bfad9656cd0aa09f024dfeeb241,20107,STATIC_REPOSITORY_FILE_IDENTITY
backend/storage.py,77d5b7b7ffd6d45cbbb5bc9add385200b99213af5fc1a601acd78e5762225115,9305,STATIC_REPOSITORY_FILE_IDENTITY
backend/task_engine.py,60916741ad93bb6361d7411cbf8508d9fd8690074b6412acab91df6fea5637bc,48455,STATIC_REPOSITORY_FILE_IDENTITY
backend/tests/ci_known_failure_baseline.json,1b51922055edf5e02e2fe7c9c178d016141bdad22c629f31f05878370d09bf0b,55726,STATIC_REPOSITORY_FILE_IDENTITY
backend/tests/ci_known_failure_gate.py,6db2abc3203078e13ec08ba09b3b7d66fb8f0da2e4ad83e842d86d10237eea1e,14090,STATIC_REPOSITORY_FILE_IDENTITY
docs/AUDIT_LOGGING.md,b0341f8b2494e72dcf6db2c1dfc900dd136266a188bfceaaa35021649ea75c37,7292,STATIC_REPOSITORY_FILE_IDENTITY
docs/FEATURE_BACKLOG_FOUNDATIONS.md,168113ad73fd7c0374954f09fa9b00dba4b7df295b9b49288cdf02bf7ebd4a0f,14052,STATIC_REPOSITORY_FILE_IDENTITY
docs/INITIAL_ADMIN_AND_DEMO_SETUP.md,df818af69b263ded22f6d2a5fc1dcbac518cd89b9054bed1750db8fa33a7ff2d,9051,STATIC_REPOSITORY_FILE_IDENTITY
docs/RF12_BILLING_PAYMENTS_EXPORTS_FINANCIAL_TRUTH.md,d16aea0cc8f355392935093e577fdeac62d57876ea41f51ec42b7ba5886a798e,4739,STATIC_REPOSITORY_FILE_IDENTITY
docs/ROLE_PERMISSION_MATRIX.md,21efc07c52b9cad1a2595373ed462fea748aa8a74cdf387cae5bbc37b5386693,4865,STATIC_REPOSITORY_FILE_IDENTITY
docs/SCHEMA_CHANGE_POLICY.md,8fd80a5feebfcc75b0de3ef274311f954282d228850f78a44af214e42a809761,478,STATIC_REPOSITORY_FILE_IDENTITY
docs/VERCEL_FRONTEND_DEPLOYMENT.md,0345c5b0129293c81aeecb8a22a0dfc232c579dfa97f06085aa6301d9a60b71a,1974,STATIC_REPOSITORY_FILE_IDENTITY
frontend/package-lock.json,7b5781f7164b0ac9250d670fb5ab27b62570d2fa7d6a22e1cad82deb704602fe,789734,STATIC_REPOSITORY_FILE_IDENTITY
frontend/package.json,fca09efd733f2da0c4fc97bb5da8688351eb83bd227691703d387e1a0ad897f9,3169,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/App.js,04efdda76e0dd18e380ea109da363498e63327e4e341fa44e0f38f6f9dea38f7,20580,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/components/AppShell.jsx,e751310ed9f82da6d9c32d1c5fb0eb32e163351a52d1459f161f88da836f36e9,5049,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/features/dashboards/GuardianDashboard.jsx,a757fcd22740f0a28b4450dc694ed1fc37bbc3703511c3a93cb2f336782c87c5,153,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/lib/roleNavigation.js,79dc9f14c7621f885e19b45981fd34000c236d42d754575296e3175a1594162a,8259,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/AiAutomation.jsx,75b1fa839a8da8c7804261c19f73405b23f8fc68a7f117d40766d420c83c6b9a,9951,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/CareLedgerTab.jsx,9a25fb5b5f87f7cf23b8b0b18868fc7c24e2dc0c0a409f0b94990d831dbebaa0,86725,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/HorseProfile.jsx,0123280a8d7eb67d761d1227caad50f0967786b0b6ecb28ee3f9290f994c5f82,8485,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/OwnerPortal.jsx,b49a9b384b52064f933cfd276dd7ef96d84bd61694c4440d0441d57b63c9fd93,21246,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/RoleIntake.jsx,aec09c7dddea51e551eb14ca5981f7afd944b0864aae79b4ea10d8a7200f2b2b,102267,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/Signup.jsx,a50a6e6f75d675ed2615e07ece94625698b42a16a317475f8f4d192e3e66bda5,36645,STATIC_REPOSITORY_FILE_IDENTITY
frontend/src/pages/Today.jsx,0e865a556cdd9062ce094be24f7d7f3953cba1ac38ae42c2461623cb8e447186,11517,STATIC_REPOSITORY_FILE_IDENTITY
frontend/vercel.json,6e214be324a4798dfde5a006e1e31f97b748f900071dba8df78bcdc6b54302ff,245,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/PROGRAM_STATUS.md,991a540609b92dba5e1f3f809b718c765ba028ee85053e1436b0649b11f10bfa,20112,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/STAGE_24_PROFILE_ACTIVATION_CUSTODY_V1/tests/test_stage24_profile_activation_custody.py,cfa17b203d6f36abe7118cba2b55cd2c4633ccb7cc3b0362abc0c544238dc0db,1149,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/STAGE_24_PROFILE_ACTIVATION_CUSTODY_V1/validators/validate_stage24_profile_activation_custody.py,dc49f7326c219a6de47dcf8b4f59d0422795fc6247010b1702001a56110ea5be,8299,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ES-CG-00_V1_1_ADOPTION_CANDIDATE.md,2275ca1b9674b4e05390f134470a37e7ee63ca423705b6579b1bc8eef874f0c1,2986,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-01/ES-CG-01_V1_1_ADOPTION_CANDIDATE.md,e35ea6b9031bd4c727852b124ef9968fe0ef30afbc4e83efabd270f18248e9e6,3008,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-10/ES-CG-10_V1_1_ADOPTION_CANDIDATE.md,435eb4940da15e6ffbbd66bbc207a05b4fa3ffd3405ff436a8ca15950dfd32c7,3250,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/ES-CG-13_V1_1_ADOPTION_CANDIDATE.md,bf79a3762625bfaaa3ebbd4c446c460ab6a60ff9bbd264d2f4b9e9cdb55305e9,3227,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/AUTHORITY_AND_EFFECT_RECORD.md,d057841c7bdf1b4926f5029cfbc32a78a332c658681727ecf0b8ecbe77f0e26c,2495,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/profiles/ES-CODE-GUIDE-SOLO-FOUNDER-COMPENSATING-ASSURANCE-PROFILE-V1.0.0.md,ef82faf0af5f33182014b75b35a59fbee25596f4ea1a5da52378de3ed54d2c2b,9681,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/registers/CODE_GUIDE_AUTHORITY_REGISTER.csv,62f97a4cbd445b95621bdbb9de32d5699baf2141de28b0b209ea7bb803086461,4383,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/registers/CODE_GUIDE_VERSION_REGISTER.csv,91420ce3379f1794846b1d19e0f1dd14c054009a8fceef287762b346f8851f56,9009,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/registers/EVIDENCE_RETENTION_REGISTER.csv,80e30e7bfe037af9e16ff79e764d8125f0e72c7f36afbf4a42afd879e95b1d82,707,STATIC_REPOSITORY_FILE_IDENTITY
governance/implementation/code-guides/registers/GUIDE_ACTIVATION_REGISTER.csv,d2941d9d02c63dd9bd4f561ff91e36a13a0e9505b735bb9e10d32c1fb0e9381f,3553,STATIC_REPOSITORY_FILE_IDENTITY
governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/PIA_PORTFOLIO_MACHINE_READABLE.json,b43a3fb7e70133b4b9c67c682e77ed35ab8a40ddd05302adcd6f023a55000e67,101157,STATIC_REPOSITORY_FILE_IDENTITY
governance/pia_portfolio/ES-PIA-PORTFOLIO-REALIGNMENT-V1.0.0/sources/CURRENT_PIA_APPROVAL_STATUS.md,8abfbe0b1be12fcdd9d488659ca68f691e92da47bce1291176791d709baf237e,674,STATIC_REPOSITORY_FILE_IDENTITY
