source_id,repository_path,document_or_record_id,authority_class,source_status,conflict_or_supersession_treatment,continuing_statements
SFCA-SRC-0011,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/DOMAIN_AND_WORKFLOW_REVIEW_REPORT.md,DOMAIN_AND_WORKFLOW_REVIEW_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0012,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/ADVERSARIAL_REVIEW_REPORT.md,ADVERSARIAL_REVIEW_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0013,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/IMPLEMENTER_USABILITY_REVIEW_REPORT.md,IMPLEMENTER_USABILITY_REVIEW_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0014,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/ASSURANCE_REVIEW_REPORT.md,ASSURANCE_REVIEW_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0015,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/AUTHOR_SELF_REVIEW_REPORT.md,AUTHOR_SELF_REVIEW_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0016,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/CROSS_GUIDE_RECONCILIATION_REPORT.md,CROSS_GUIDE_RECONCILIATION_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0017,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/MACHINE_VALIDATION_REPORT.md,MACHINE_VALIDATION_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0018,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/VALIDATION_REPORT.md,VALIDATION_REPORT,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0019,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/CONTROL_MASTER_REGISTER.csv,CONTROL_MASTER_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0020,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/VERIFICATION_DESIGN_MASTER_REGISTER.csv,VERIFICATION_DESIGN_MASTER_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0021,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/RISK_MISUSE_ABUSE_FAILURE_MASTER_REGISTER.csv,RISK_MISUSE_ABUSE_FAILURE_MASTER_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0022,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/WAVE_1_ACTIVATION_BLOCKER_REGISTER.csv,WAVE_1_ACTIVATION_BLOCKER_REGISTER,CONTROLLING,controlling,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
