decision_id,domain,decision_class,original_proposed_wording,original_status,historical_source,final_disposition,approved_wording,modification,decision_date,effective_date,Founder_evidence_source,source_path,source_sha256,byte_length,related_canon,related_PIA,related_ADR,related_Code_Guide,related_RF_or_IWP,related_finding,implementation_authority_effect,activation_effect,pilot_effect,production_effect,current_effect,scope,limitations,retained_risk,supersedes,superseded_by,review_trigger,revocation_state,current_controlling_evidence
T1D05-DEC-011,CONSTITUTIONAL_GOVERNANCE_SOURCE,PROPOSED_OR_CONTEXTUAL_DECISION,See source row exact title and artifact text.,PROTECTED_CURRENT,docs/canon/MASTER_RELATIONSHIP_MODEL_ADOPTION_REPORT.md,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/MASTER_RELATIONSHIP_MODEL_ADOPTION_REPORT.md,docs/canon/MASTER_RELATIONSHIP_MODEL_ADOPTION_REPORT.md,b596a48e719b0a2a1557fbbd2b9a309d6e9c41e23d00266605700cb522d877b8,7062,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/MASTER_RELATIONSHIP_MODEL_ADOPTION_REPORT.md
T1D05-DEC-012,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,71607,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md
T1D05-DEC-013,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx,68e36eeed2cb1134641d352cf31fe32cb34d49dfdb8ef8e2f81759ead37c0349,42699,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx
T1D05-DEC-014,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,c2a698ca1bbb8dc723ea7ac0270a9f66e8b06d0cbcb01535efefc517b6076d4a,11741,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md
T1D05-DEC-015,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx,9ba9ac3a021979badcba1c4d2c75c03e02b5fbcf33687e40dc9668da40c42d91,42145,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx
T1D05-DEC-016,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,a07b0ba2fc6c3c0ce5b9db3f56c5f26fcda8d87e5f4f115a02e19b6b5fb4b37d,10587,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md
T1D05-DEC-017,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md,a4787fb641dca1d28d98f10240957d0b09ea8ee1cee8358f64e80dd658b8b626,62200,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md
T1D05-DEC-018,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md,bff9fd88cb312d6666677f924a5923134d995015ab6fbfd7a398bcbeb10dc761,71860,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md
T1D05-DEC-019,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,49c6d4a71c07456bb6728af1b1f4c46254c7e616ec68663ca405e3f17f856712,47633,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx
T1D05-DEC-020,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,d5e37ac7d475465f9c8fac5171851a136882cf4c57cb75ea0b17cf8dcec2a0f8,26952,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md
T1D05-DEC-021,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md,0fa543e25a2cffe75e9d07b68ccf0adefb8ae31e10c05afd5f1b84ee452a23ba,15185,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md
T1D05-DEC-022,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,6bcea8536ac5438e551f60d16afa3377d4769c1599cb1e230b802630bf9348d8,68035,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx
T1D05-DEC-023,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,6688f58a9fcfbe55eb22d4e87a77bda7bf95899c4d46d9c11aecb18f26eb546e,77016,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md
T1D05-DEC-024,ADOPTION_RECORD_OR_ADOPTED_SOURCE,DOCUMENTARY_APPROVAL,See source row exact title and artifact text.,ADOPTED,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx,APPROVED_WITH_EVIDENCE,ONLY_AS_EXPRESSED_IN_SOURCE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NONE,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx,6754ecd64d3468aad79c80dee2aa0390ae0489f0c0d88b693556e048d929b13e,42507,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,NOT_GRANTED_BY_THIS_REGISTER,DOCUMENTARY_RECORD_ONLY,ROW_LEVEL_SOURCE_SCOPE,No inference beyond durable source evidence.,RETAINED_IF_SOURCE_IDENTIFIES,SOURCE_SPECIFIC,SOURCE_SPECIFIC,"Source conflict, missing evidence, branch merge, or Founder disposition.",NOT_REVOKED_BY_THIS_PACKAGE,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx
T1D05-PR-80,OPEN_PULL_REQUEST,PENDING_DECISION,Draft master product feature-to-governance coverage matrix V1.0,OPEN_DRAFT,https://github.com/rianray2012-coder/EquineSync-V4/pull/80,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,NONE,NONE,NONE,NONE,PR#80:codex/master-product-feature-governance-coverage-matrix-v1,,,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,UNMERGED_CANDIDATE_CONTEXT_ONLY,PR_BRANCH_ONLY,No Founder decision inferred from open PR.,UNRESOLVED,NONE,NONE,Founder disposition or merge authority decision.,NOT_APPLICABLE,PROTECTED_BRANCH_NOT_PR_HEAD
T1D05-PR-77,OPEN_PULL_REQUEST,PENDING_DECISION,Draft governance portfolio scope taxonomy closure standard,OPEN_DRAFT,https://github.com/rianray2012-coder/EquineSync-V4/pull/77,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,NONE,NONE,NONE,NONE,PR#77:codex/governance-portfolio-scope-taxonomy-closure-maintenance-standard-v1,,,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,UNMERGED_CANDIDATE_CONTEXT_ONLY,PR_BRANCH_ONLY,No Founder decision inferred from open PR.,UNRESOLVED,NONE,NONE,Founder disposition or merge authority decision.,NOT_APPLICABLE,PROTECTED_BRANCH_NOT_PR_HEAD
T1D05-PR-70,OPEN_PULL_REQUEST,PENDING_DECISION,feat: add environment-safe Stripe sandbox catalog assurance,OPEN_DRAFT,https://github.com/rianray2012-coder/EquineSync-V4/pull/70,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,NONE,NONE,NONE,NONE,PR#70:codex/stripe-sandbox-catalog-assurance-v1,,,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,UNMERGED_CANDIDATE_CONTEXT_ONLY,PR_BRANCH_ONLY,No Founder decision inferred from open PR.,UNRESOLVED,NONE,NONE,Founder disposition or merge authority decision.,NOT_APPLICABLE,PROTECTED_BRANCH_NOT_PR_HEAD
T1D05-PR-69,OPEN_PULL_REQUEST,PENDING_DECISION,CGP-006 Stripe financial provider runtime evidence,OPEN_DRAFT,https://github.com/rianray2012-coder/EquineSync-V4/pull/69,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,NONE,NONE,NONE,NONE,PR#69:chatgpt/cgp-006-stripe-financial-provider-runtime-evidence-v1,,,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,UNMERGED_CANDIDATE_CONTEXT_ONLY,PR_BRANCH_ONLY,No Founder decision inferred from open PR.,UNRESOLVED,NONE,NONE,Founder disposition or merge authority decision.,NOT_APPLICABLE,PROTECTED_BRANCH_NOT_PR_HEAD
T1D05-PR-68,OPEN_PULL_REQUEST,PENDING_DECISION,CGP-006 repository hygiene and CI assurance Founder review packet,OPEN_DRAFT,https://github.com/rianray2012-coder/EquineSync-V4/pull/68,PENDING_FOUNDER_DISPOSITION,NO_APPROVED_WORDING_RECORDED,NONE,NONE,NONE,NONE,PR#68:codex/cgp-006-repository-hygiene-founder-review-disposition-v1,,,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,CONTEXT_DEPENDENT,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,NOT_GRANTED,UNMERGED_CANDIDATE_CONTEXT_ONLY,PR_BRANCH_ONLY,No Founder decision inferred from open PR.,UNRESOLVED,NONE,NONE,Founder disposition or merge authority decision.,NOT_APPLICABLE,PROTECTED_BRANCH_NOT_PR_HEAD
