artifact_name,artifact_id,version,hash_algorithm,artifact_hash,path,branch,commit,lifecycle_status,founder_approval_status,implementation_authority,primary_portfolio_position,dependent_positions,component,artifact_class,supersedes,superseded_by,discovery_basis,notes,file_count
ADR-IDENTITY-003 formal candidate,ADR-IDENTITY-003,CANDIDATE,SHA256,715331d211718d649cc7d35423b65f31c9f6b9cbbb00c9a907a85ab8ce6296c9,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/identity/ADR-IDENTITY-003_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,01,03,PRIMARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-IDENTITY-004 formal candidate,ADR-IDENTITY-004,CANDIDATE,SHA256,4aaf23b75d8e70c9ca15952e9b2793bf88bbdd6d491851aa3c23f3bbb476b2e8,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/identity/ADR-IDENTITY-004_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,01,03,PRIMARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-IDENTITY-005 formal candidate,ADR-IDENTITY-005,CANDIDATE,SHA256,e5457b5c02700a55e44734875d4e2e4ed1415384e1e5b05235c9bb4b0242b210,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/identity/ADR-IDENTITY-005_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,01,03,PRIMARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-IDENTITY-006 formal candidate,ADR-IDENTITY-006,CANDIDATE,SHA256,098c4ed43d77ebd333816fcaaf932c739b5510f8d32132f80bd6dec78563676f,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/identity/ADR-IDENTITY-006_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,01,03,PRIMARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-IDENTITY-007 formal candidate,ADR-IDENTITY-007,CANDIDATE,SHA256,786bfd050d4acecf54b2aa8f9f077a65a29b22f83096c6ab6a2561c490ac0200,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/identity/ADR-IDENTITY-007_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,01,03,PRIMARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-001 formal candidate,ADR-REL-001,CANDIDATE,SHA256,b4fd9433e92206d29d32594630b49bd81cd41e8665c8a74ceb5bb8d7285c42bd,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-001_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-002 formal candidate,ADR-REL-002,CANDIDATE,SHA256,005e54548e7445ce999ee4084376266342c9b940e6fd68128a775b2a6c582148,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-002_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-003 formal candidate,ADR-REL-003,CANDIDATE,SHA256,d74916632a5df5d7d82c40ab9d3e82a7d2f71ef62773185371bca505370fa8a6,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-003_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-004 formal candidate,ADR-REL-004,CANDIDATE,SHA256,c9ff14501c69d78fa47bf291a317639fe4429babbffbb8b94c754c4617d9d4b2,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-004_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-005 formal candidate,ADR-REL-005,CANDIDATE,SHA256,9ab49f43246c237da27f01bcbd9276cd8e98bd091309d759aeba99e2db873b70,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-005_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-006 formal candidate,ADR-REL-006,CANDIDATE,SHA256,67dba8a3ed0ae13360bd410bbaac30d40c14eee4561e14e3b81ceffb0d86dce4,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-006_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
ADR-REL-007 formal candidate,ADR-REL-007,CANDIDATE,SHA256,cc4dbcc37898cadbd0ee74b91fcda522e692a54beb8a9f4accb67646d59c4b3c,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_adrs/relationships/ADR-REL-007_FORMAL.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PENDING_FRESH_REVIEW_AND_RATIFICATION,NOT_FOUNDER_APPROVED,FALSE,03,01,A,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,Candidate text only; no approval effect.,1
Authorization Interface PIA Candidate,AUTHORIZATION_INTERFACE_PIA_CANDIDATE,CANDIDATE,SHA256,0c792e4ac751fa712b141ab47c1d77bda65b6f33e423756854649d9d2e7b0f83,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_contracts/AUTHORIZATION_INTERFACE_PIA_CANDIDATE.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PROPOSED_NOT_APPROVED,NOT_FOUNDER_APPROVED,FALSE,03,01,B,PIA_COMPONENT_PACKAGE,NONE,NONE,REPOSITORY_REF_SEARCH,,1
Identity-Authorization Contract,IDENTITY_AUTHORIZATION_CONTRACT,CANDIDATE,SHA256,5a3d03dfbc352d7d85d170c5bd59216746cfb44f2ee6c68ad63d803d41a61967,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_contracts/IDENTITY_AUTHORIZATION_CONTRACT.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PROPOSED_NOT_APPROVED,NOT_FOUNDER_APPROVED,FALSE,01,03,CROSS_BOUNDARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,,1
Identity-Protected Participant Contract,IDENTITY_PROTECTED_PARTICIPANT_CONTRACT,CANDIDATE,SHA256,fe17a3029fb8bbb79a0ff75114309b8efd014d23687c102179866e1055f199c4,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_contracts/IDENTITY_PROTECTED_PARTICIPANT_CONTRACT.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PROPOSED_NOT_APPROVED,NOT_FOUNDER_APPROVED,FALSE,01,08,CROSS_BOUNDARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,,1
Identity-Relationships Contract,IDENTITY_RELATIONSHIPS_CONTRACT,CANDIDATE,SHA256,495f9559b53d22f5afb329a91f167dc9c00caf0950511d70e584fb42a4ef2cd8,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_contracts/IDENTITY_RELATIONSHIPS_CONTRACT.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PROPOSED_NOT_APPROVED,NOT_FOUNDER_APPROVED,FALSE,01,03,CROSS_BOUNDARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,,1
Relationships-Authorization Contract,RELATIONSHIPS_AUTHORIZATION_CONTRACT,CANDIDATE,SHA256,692e5ce784d15de37ab83e6accb9712e9bed2751eb623df595728e510e5e78ec,governance/founder_authorized_remediation/identity_relationships/ES-REM-2026-001/candidate_contracts/RELATIONSHIPS_AUTHORIZATION_CONTRACT.md,codex/identity-relationships-bounded-remediation-v1,3b17840aae3b0693e006e9378606c1ca1c11286a,PROPOSED_NOT_APPROVED,NOT_FOUNDER_APPROVED,FALSE,03,01,CROSS_BOUNDARY,SUBORDINATE_ADR_OR_CONTRACT,NONE,NONE,REPOSITORY_REF_SEARCH,,1
Stage 2 Execution Baseline Successor,ES-PKG-2026-003-V002,V002,GIT_SHA1_TREE,ece35252eecc204d6983a8eace3359b92a9ef04d,docs/implementation/STAGE_2_EXECUTION_BASELINE/ES-PKG-2026-003-V002,codex/stage2-f0001-execution-baseline,0be6172a28b75238c5facabf91d43ed09aaf0d54,EXECUTION_BASELINE_SUCCESSOR_PACKAGE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,ENGINEERING_WORK_PACKAGE,NONE,NONE,REPOSITORY_REF_SEARCH,"Engineering execution package, not a PIA.",113
Stage 2A Execution Foundation CANDIDATE-003,ES-PKG-2026-004-V003-CANDIDATE-003,CANDIDATE-003,GIT_SHA1_TREE,dac7ec69c25163ec8bba054c3ac12799fad75a31,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-003,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,124
Stage 2A Execution Foundation CANDIDATE-004,ES-PKG-2026-004-V003-CANDIDATE-004,CANDIDATE-004,GIT_SHA1_TREE,431be44c71de7e9f8229b1fb41d6aa0d10960d1e,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-004,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,209
Stage 2A Execution Foundation CANDIDATE-005,ES-PKG-2026-004-V003-CANDIDATE-005,CANDIDATE-005,GIT_SHA1_TREE,8769adc9669a83d65e9b9dd445834c38fc87efe1,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-005,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,248
