field_name,definition,data_type,required_or_optional,permitted_values,null_treatment,source_of_truth,validation_rule,example,prohibited_use,relationship_to_other_registers
lifecycle_effect,lifecycle effect,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_lifecycle_effect,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
merge_authority_state,merge authority state,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_merge_authority_state,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
merge_state,merge state,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_merge_state,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
mergeability,mergeability,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_mergeability,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
overlap_with_other_prs,overlap with other prs,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_overlap_with_other_prs,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
pr_number,pr number,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_pr_number,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
recommended_disposition,recommended disposition,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_recommended_disposition,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
repository,repository,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_repository,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
responsible_owner,responsible owner,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_responsible_owner,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
review_thread_state,review thread state,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_review_thread_state,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
schema_effect,schema effect,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_schema_effect,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
supersession_risk,supersession risk,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_supersession_risk,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
title,title,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_title,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
url,url,string,required,see schema or controlled vocabulary where applicable,empty means unavailable or not applicable only where documented,09_WORKSTREAM_PR_BRANCH_DISPOSITION/WORKSTREAM_PR_BRANCH_DISPOSITION_REGISTER.json,required column present; non-empty unless explicitly allowed,example_url,"must not infer adoption, activation, implementation, production, merge, or certification authority","linked by stable ID, source path, PR number, or document number where applicable"
