package,source_artifact,source_sha256,source_bytes,repository_path,repository_sha256,treatment
Stage0 V1.2,EQUINESYNC_GOVERNANCE_COMPANION_ARTIFACTS_REVIEW_MEMORANDUM_V1_2.md,44ff735f26bde07511e1c4c011a66b5c271dd0e9a4abdd8d62ef93f0d31ac523,9542,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_GOVERNANCE_COMPANION_ARTIFACTS_REVIEW_MEMORANDUM_V1_2.md,44ff735f26bde07511e1c4c011a66b5c271dd0e9a4abdd8d62ef93f0d31ac523,COPIED_BYTE_IDENTICAL
Stage0 V1.2,EQUINESYNC_SECURITY_FOUNDATIONAL_MODELS_V1_0_FOUNDER_VERSION_EXCEPTION_DIRECTIVE_V1_0.docx,05b1dfe08cb436c560fe6cb5e57d7d84271afcbfc9dc9b7738904cdb5851d2c0,40109,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_SECURITY_FOUNDATIONAL_MODELS_V1_0_FOUNDER_VERSION_EXCEPTION_DIRECTIVE_V1_0.docx,05b1dfe08cb436c560fe6cb5e57d7d84271afcbfc9dc9b7738904cdb5851d2c0,COPIED_BYTE_IDENTICAL
Stage0 V1.2,EQUINESYNC_SECURITY_FOUNDATIONAL_MODELS_V1_0_FOUNDER_VERSION_EXCEPTION_DIRECTIVE_V1_0.md,9bd05475d6b6f024199239a5e2fb4c4b865b501a707c5fc6ec7a9954ba28a66e,5468,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EQUINESYNC_SECURITY_FOUNDATIONAL_MODELS_V1_0_FOUNDER_VERSION_EXCEPTION_DIRECTIVE_V1_0.md,9bd05475d6b6f024199239a5e2fb4c4b865b501a707c5fc6ec7a9954ba28a66e,COPIED_BYTE_IDENTICAL
Stage0 V1.2,MANIFEST.json,a29f9467e69d07811ed0e0f6bf1ac43fad86ae71816ce6a98fb2d1ef36320e7a,3641,docs/canon/reviews/stage0_companion_reconciliation_v1_2/MANIFEST.json,a29f9467e69d07811ed0e0f6bf1ac43fad86ae71816ce6a98fb2d1ef36320e7a,COPIED_BYTE_IDENTICAL
Stage0 V1.2,MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1.md,443ee842c3ba675980353784763dfe76c6c8231532cac24dc8badca315706402,111268,docs/canon/reviews/stage0_companion_reconciliation_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1.md,443ee842c3ba675980353784763dfe76c6c8231532cac24dc8badca315706402,COPIED_BYTE_IDENTICAL
Stage0 V1.2,SHA256SUMS.txt,c263024df72bf747784d2a764f7b802dd2913b7c95f4fb62c34f4bd722139c15,2009,docs/canon/reviews/stage0_companion_reconciliation_v1_2/SHA256SUMS.txt,c263024df72bf747784d2a764f7b802dd2913b7c95f4fb62c34f4bd722139c15,COPIED_BYTE_IDENTICAL
Stage0 V1.2,security_foundational_models_v1_0_founder_review_package.zip,7207f3a65b63784271e70c2506d4075ec987bc16a40d2a917a79480f41afaa13,27019,outputs/security_foundational_models_v1_0_founder_review_package.zip,7207f3a65b63784271e70c2506d4075ec987bc16a40d2a917a79480f41afaa13,SKIPPED_BYTE_IDENTICAL_LOOSE_DUPLICATE; PRESERVED_INSIDE_SOURCE_ZIP
Stage0 V1.2,EquineSync_Stage0_Companion_Reconciliation_Package_V1_2.zip,289f093e7530239025560eeec5e2aeb9bdac4be13c43e7b08e62861741c163db,897429,docs/canon/reviews/stage0_companion_reconciliation_v1_2/EquineSync_Stage0_Companion_Reconciliation_Package_V1_2.zip,289f093e7530239025560eeec5e2aeb9bdac4be13c43e7b08e62861741c163db,SOURCE_ZIP_PRESERVED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_C0_LOCAL_SOURCE_MANIFEST_V1_0.csv,d0e1c9f26da228b2609c0da04997e9fe016eef62c7ae2ba4719fa1b26d1a7f18,8562,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_LOCAL_SOURCE_MANIFEST_V1_0.csv,d0e1c9f26da228b2609c0da04997e9fe016eef62c7ae2ba4719fa1b26d1a7f18,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_C0_SOURCE_RECONCILIATION_DATA_V1_0.json,008c4f89e862e11f93cc2736450124a4a401d9e203e52a3962ebd7f8609c0b49,80125,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_SOURCE_RECONCILIATION_DATA_V1_0.json,008c4f89e862e11f93cc2736450124a4a401d9e203e52a3962ebd7f8609c0b49,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_C0_SOURCE_RECONCILIATION_REPORT_V1_0.docx,7df6e64ca38dc31ed3d6a8a1f738cd1d9aec620a172fefcc0e1f09c05d3e6267,41185,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_SOURCE_RECONCILIATION_REPORT_V1_0.docx,7df6e64ca38dc31ed3d6a8a1f738cd1d9aec620a172fefcc0e1f09c05d3e6267,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_C0_SOURCE_RECONCILIATION_REPORT_V1_0.md,692b9e8d4a77aef0f89e241b50a01f875a87ef288db2f112406c12bd0db98165,5366,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_SOURCE_RECONCILIATION_REPORT_V1_0.md,692b9e8d4a77aef0f89e241b50a01f875a87ef288db2f112406c12bd0db98165,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_C0_UNRESOLVED_EVIDENCE_CLASSIFICATION_LEDGER_V1_0.md,7b2a6a710650092330573ec9347b2df4cf720d7ecedecb0010642be1acef4eb6,10299,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_UNRESOLVED_EVIDENCE_CLASSIFICATION_LEDGER_V1_0.md,7b2a6a710650092330573ec9347b2df4cf720d7ecedecb0010642be1acef4eb6,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_CONSTITUTIONAL_SOURCE_OF_TRUTH_REGISTER_V1_0.csv,fd5923e14eb095b56ecdb3025f85aab529f7576a582c553c420f7655fdd66826,29771,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_CONSTITUTIONAL_SOURCE_OF_TRUTH_REGISTER_V1_0.csv,fd5923e14eb095b56ecdb3025f85aab529f7576a582c553c420f7655fdd66826,COPIED_BYTE_IDENTICAL
C0 V1.0,EQUINESYNC_CONSTITUTIONAL_SOURCE_OF_TRUTH_REGISTER_V1_0.xlsx,8bfab03db43f25518733af67260f4ee7b0304c5aadbc8956cf846ed732baa75a,23780,docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_CONSTITUTIONAL_SOURCE_OF_TRUTH_REGISTER_V1_0.xlsx,8bfab03db43f25518733af67260f4ee7b0304c5aadbc8956cf846ed732baa75a,COPIED_BYTE_IDENTICAL
C0 V1.0,PACKAGE_MANIFEST.md,1ec5dbe6ebe501ec9cb014678174fb9e75ce7f13a7a330d0580c8894f2c36ae5,637,docs/canon/reviews/c0_source_reconciliation_v1_0/PACKAGE_MANIFEST.md,1ec5dbe6ebe501ec9cb014678174fb9e75ce7f13a7a330d0580c8894f2c36ae5,COPIED_BYTE_IDENTICAL
C0 V1.0,SHA256SUMS.txt,21b81efb06f53ce594df32bb1f7bbb2a6f9d88aa44cd79cb7a0629ccf4c7b80c,933,docs/canon/reviews/c0_source_reconciliation_v1_0/SHA256SUMS.txt,21b81efb06f53ce594df32bb1f7bbb2a6f9d88aa44cd79cb7a0629ccf4c7b80c,COPIED_BYTE_IDENTICAL
C0 V1.0,EquineSync_C0_Constitutional_Source_Reconciliation_Package_V1_0.zip,10a0cc2314b01c2a31674f7b5e14279cdecef32cb274e061c6670ec3a50139f5,88668,docs/canon/reviews/c0_source_reconciliation_v1_0/EquineSync_C0_Constitutional_Source_Reconciliation_Package_V1_0.zip,10a0cc2314b01c2a31674f7b5e14279cdecef32cb274e061c6670ec3a50139f5,SOURCE_ZIP_PRESERVED_BYTE_IDENTICAL
