guide_identifier,normative_row_id,source_id,source_or_document_id,repository_path,source_class,authority_status,classification_status,candidate_use,implementation_status
ES-CG-00,CGP006-NR-0011,CGSRC-GOV-0138,CGP005-NF-ES-CG-00-0011,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0012,CGSRC-GOV-0139,CGP005-NF-ES-CG-00-0012,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0013,CGSRC-GOV-0152,CGP005-NF-ES-CG-00-0013,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0014,CGSRC-GOV-0153,CGP005-NF-ES-CG-00-0014,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0015,CGSRC-ATLAS-0006,CGP005-NF-ES-CG-00-0015,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_ADOPTION_READINESS_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0016,CGSRC-ATLAS-0017,CGP005-NF-ES-CG-00-0016,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0017,CGSRC-ATLAS-0018,CGP005-NF-ES-CG-00-0017,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0018,CGSRC-ATLAS-0019,CGP005-NF-ES-CG-00-0018,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0019,CGSRC-ATLAS-0020,CGP005-NF-ES-CG-00-0019,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0020,CGSRC-ATLAS-0021,CGP005-NF-ES-CG-00-0020,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0021,CGSRC-REPO-0001,CGP005-NF-ES-CG-00-0021,governance/implementation/code-guides/receipts/CGP_001_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0022,CGSRC-REPO-0002,CGP005-NF-ES-CG-00-0022,governance/implementation/code-guides/receipts/CGP_002_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0023,CGSRC-REPO-0008,CGP005-NF-ES-CG-00-0023,governance/implementation/code-guides/CANONICAL_GUIDE_INVENTORY.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0024,CGSRC-REPO-0009,CGP005-NF-ES-CG-00-0024,governance/implementation/code-guides/NON_AUTHORIZATION_BOUNDARY.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0025,CGSRC-CGP005-0001,CGP005-NF-ES-CG-00-0025,governance/implementation/code-guides/receipts/CGP_003_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0026,CGSRC-CGP005-0002,CGP005-NF-ES-CG-00-0026,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0027,CGSRC-CGP005-0003,CGP005-NF-ES-CG-00-0027,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0028,CGSRC-CGP005-0004,CGP005-NF-ES-CG-00-0028,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_TO_GUIDE_MAP.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-00,CGP006-NR-0029,CGSRC-CGP005-0201,CGP005-NF-ES-CG-00-0029,backend/server.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0030,CGSRC-GOV-0002,CGP005-NF-ES-CG-01-0001,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0031,CGSRC-GOV-0003,CGP005-NF-ES-CG-01-0002,docs/canon/registries/CANON_DEPENDENCY_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0032,CGSRC-GOV-0004,CGP005-NF-ES-CG-01-0003,docs/canon/registries/CANON_LOCK_LEDGER.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0033,CGSRC-GOV-0005,CGP005-NF-ES-CG-01-0004,docs/canon/registries/CANON_STATE_AND_LOCK_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0034,CGSRC-GOV-0006,CGP005-NF-ES-CG-01-0005,docs/canon/registries/DOMAIN_OWNER_AND_STEWARD_REGISTRY.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0035,CGSRC-GOV-0007,CGP005-NF-ES-CG-01-0006,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0036,CGSRC-GOV-0008,CGP005-NF-ES-CG-01-0007,docs/canon/registries/IMPLEMENTATION_AUTHORIZATION_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0037,CGSRC-GOV-0009,CGP005-NF-ES-CG-01-0008,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_BASELINE_MANIFEST.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0038,CGSRC-GOV-0010,CGP005-NF-ES-CG-01-0009,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_HISTORICAL_MANIFEST_CLASSIFICATION.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0039,CGSRC-GOV-0011,CGP005-NF-ES-CG-01-0010,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0040,CGSRC-GOV-0012,CGP005-NF-ES-CG-01-0011,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_RECORD.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0041,CGSRC-GOV-0013,CGP005-NF-ES-CG-01-0012,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_POST_LOCK_CHANGE_CONTROL.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0042,CGSRC-GOV-0014,CGP005-NF-ES-CG-01-0013,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_SCOPE.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0043,CGSRC-GOV-0134,CGP005-NF-ES-CG-01-0014,docs/canon/companions/EQUINESYNC_CANON_DEPENDENCY_MAP_V1_2.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0044,CGSRC-GOV-0138,CGP005-NF-ES-CG-01-0015,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0045,CGSRC-GOV-0139,CGP005-NF-ES-CG-01-0016,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0046,CGSRC-GOV-0140,CGP005-NF-ES-CG-01-0017,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0047,CGSRC-GOV-0141,CGP005-NF-ES-CG-01-0018,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0048,CGSRC-GOV-0152,CGP005-NF-ES-CG-01-0019,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0049,CGSRC-GOV-0153,CGP005-NF-ES-CG-01-0020,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0050,CGSRC-GOV-0018,CGP005-NF-ES-CG-01-0021,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,CGP005-NF-ES-CG-01-0022,docs/canon/candidates/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,APPROVED_ARCHITECTURE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,CGP005-NF-ES-CG-01-0023,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,CGP005-NF-ES-CG-01-0024,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,CGP005-NF-ES-CG-01-0025,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,CGP005-NF-ES-CG-01-0026,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,CGP005-NF-ES-CG-01-0027,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,CGP005-NF-ES-CG-01-0028,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_CONFLICT_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,CGP005-NF-ES-CG-01-0029,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_SUPERSESSION_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,CGP005-NF-ES-CG-01-0030,governance/implementation/code-guides/receipts/CGP_004_FOUNDER_DECISION_RECONCILIATION.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,CGP005-NF-ES-CG-01-0031,governance/implementation/code-guides/receipts/CGP_003_FOUNDER_DECISION_RECONCILIATION.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,CGP005-NF-ES-CG-01-0032,backend/core/auth.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,CGP005-NF-ES-CG-01-0033,backend/core/tenancy.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,CGP005-NF-ES-CG-01-0034,backend/core/permissions.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0064,CGSRC-GOV-0002,CGP005-NF-ES-CG-13-0001,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0065,CGSRC-GOV-0003,CGP005-NF-ES-CG-13-0002,docs/canon/registries/CANON_DEPENDENCY_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0066,CGSRC-GOV-0004,CGP005-NF-ES-CG-13-0003,docs/canon/registries/CANON_LOCK_LEDGER.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0067,CGSRC-GOV-0005,CGP005-NF-ES-CG-13-0004,docs/canon/registries/CANON_STATE_AND_LOCK_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0068,CGSRC-GOV-0007,CGP005-NF-ES-CG-13-0005,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
