normative_row_id,guide_identifier,source_id,disposition,linked_control_ids,linked_invariant_ids,linked_question_ids,source_class,authority_status,notes
CGP006-NR-0011,ES-CG-00,CGSRC-GOV-0138,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0012,ES-CG-00,CGSRC-GOV-0139,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0013,ES-CG-00,CGSRC-GOV-0152,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0014,ES-CG-00,CGSRC-GOV-0153,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0015,ES-CG-00,CGSRC-ATLAS-0006,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0016,ES-CG-00,CGSRC-ATLAS-0017,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0017,ES-CG-00,CGSRC-ATLAS-0018,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0018,ES-CG-00,CGSRC-ATLAS-0019,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0019,ES-CG-00,CGSRC-ATLAS-0020,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0020,ES-CG-00,CGSRC-ATLAS-0021,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0021,ES-CG-00,CGSRC-REPO-0001,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0022,ES-CG-00,CGSRC-REPO-0002,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0023,ES-CG-00,CGSRC-REPO-0008,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0024,ES-CG-00,CGSRC-REPO-0009,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0025,ES-CG-00,CGSRC-CGP005-0001,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0026,ES-CG-00,CGSRC-CGP005-0002,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0027,ES-CG-00,CGSRC-CGP005-0003,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0028,ES-CG-00,CGSRC-CGP005-0004,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0029,ES-CG-00,CGSRC-CGP005-0201,USED,ES-CG-00-CTRL-0001;ES-CG-00-CTRL-0002;ES-CG-00-CTRL-0003;ES-CG-00-CTRL-0004;ES-CG-00-CTRL-0005,ES-CG-00-INV-0001;ES-CG-00-INV-0002;ES-CG-00-INV-0003;ES-CG-00-INV-0004;ES-CG-00-INV-0005,ES-CG-00-DQ-0001;ES-CG-00-DQ-0002;ES-CG-00-DQ-0003;ES-CG-00-DQ-0004;ES-CG-00-DQ-0005;ES-CG-00-DQ-0006;ES-CG-00-DQ-0007;ES-CG-00-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0030,ES-CG-01,CGSRC-GOV-0002,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0031,ES-CG-01,CGSRC-GOV-0003,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0032,ES-CG-01,CGSRC-GOV-0004,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0033,ES-CG-01,CGSRC-GOV-0005,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0034,ES-CG-01,CGSRC-GOV-0006,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0035,ES-CG-01,CGSRC-GOV-0007,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0036,ES-CG-01,CGSRC-GOV-0008,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0037,ES-CG-01,CGSRC-GOV-0009,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0038,ES-CG-01,CGSRC-GOV-0010,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
