question_identifier,guide_identifier,normative_row_id,source_id,answer_status,support_type,implementation_status
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0001,CGSRC-GOV-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0002,CGSRC-GOV-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0003,CGSRC-GOV-0005,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0004,CGSRC-GOV-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0005,CGSRC-GOV-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0006,CGSRC-GOV-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0007,CGSRC-GOV-0011,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0008,CGSRC-GOV-0012,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0009,CGSRC-GOV-0014,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0010,CGSRC-GOV-0084,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0011,CGSRC-GOV-0138,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0012,CGSRC-GOV-0139,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0013,CGSRC-GOV-0152,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0014,CGSRC-GOV-0153,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0015,CGSRC-ATLAS-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0016,CGSRC-ATLAS-0017,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0017,CGSRC-ATLAS-0018,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0018,CGSRC-ATLAS-0019,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0019,CGSRC-ATLAS-0020,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0020,CGSRC-ATLAS-0021,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0021,CGSRC-REPO-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0022,CGSRC-REPO-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0023,CGSRC-REPO-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0024,CGSRC-REPO-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0025,CGSRC-CGP005-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0026,CGSRC-CGP005-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0027,CGSRC-CGP005-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0028,CGSRC-CGP005-0004,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0002,ES-CG-00,CGP006-NR-0029,CGSRC-CGP005-0201,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0001,CGSRC-GOV-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0002,CGSRC-GOV-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0003,CGSRC-GOV-0005,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0004,CGSRC-GOV-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0005,CGSRC-GOV-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0006,CGSRC-GOV-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0007,CGSRC-GOV-0011,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0008,CGSRC-GOV-0012,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0009,CGSRC-GOV-0014,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0010,CGSRC-GOV-0084,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0011,CGSRC-GOV-0138,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0012,CGSRC-GOV-0139,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0013,CGSRC-GOV-0152,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0014,CGSRC-GOV-0153,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0015,CGSRC-ATLAS-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0016,CGSRC-ATLAS-0017,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0017,CGSRC-ATLAS-0018,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0018,CGSRC-ATLAS-0019,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0019,CGSRC-ATLAS-0020,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0020,CGSRC-ATLAS-0021,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0021,CGSRC-REPO-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0022,CGSRC-REPO-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0023,CGSRC-REPO-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0024,CGSRC-REPO-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0025,CGSRC-CGP005-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0026,CGSRC-CGP005-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0027,CGSRC-CGP005-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0028,CGSRC-CGP005-0004,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0003,ES-CG-00,CGP006-NR-0029,CGSRC-CGP005-0201,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0001,CGSRC-GOV-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0002,CGSRC-GOV-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0003,CGSRC-GOV-0005,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0004,CGSRC-GOV-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0005,CGSRC-GOV-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0006,CGSRC-GOV-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0007,CGSRC-GOV-0011,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0008,CGSRC-GOV-0012,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0009,CGSRC-GOV-0014,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0010,CGSRC-GOV-0084,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0011,CGSRC-GOV-0138,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0012,CGSRC-GOV-0139,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0013,CGSRC-GOV-0152,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0014,CGSRC-GOV-0153,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0015,CGSRC-ATLAS-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0016,CGSRC-ATLAS-0017,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0017,CGSRC-ATLAS-0018,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0018,CGSRC-ATLAS-0019,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0019,CGSRC-ATLAS-0020,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0020,CGSRC-ATLAS-0021,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0021,CGSRC-REPO-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0022,CGSRC-REPO-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0023,CGSRC-REPO-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0024,CGSRC-REPO-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0025,CGSRC-CGP005-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0026,CGSRC-CGP005-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0027,CGSRC-CGP005-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0028,CGSRC-CGP005-0004,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0004,ES-CG-00,CGP006-NR-0029,CGSRC-CGP005-0201,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0001,CGSRC-GOV-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0002,CGSRC-GOV-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0003,CGSRC-GOV-0005,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0004,CGSRC-GOV-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0005,CGSRC-GOV-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0006,CGSRC-GOV-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0007,CGSRC-GOV-0011,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0008,CGSRC-GOV-0012,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0009,CGSRC-GOV-0014,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0010,CGSRC-GOV-0084,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0011,CGSRC-GOV-0138,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0012,CGSRC-GOV-0139,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0013,CGSRC-GOV-0152,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0014,CGSRC-GOV-0153,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0015,CGSRC-ATLAS-0006,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0016,CGSRC-ATLAS-0017,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0017,CGSRC-ATLAS-0018,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0018,CGSRC-ATLAS-0019,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0019,CGSRC-ATLAS-0020,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0020,CGSRC-ATLAS-0021,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0021,CGSRC-REPO-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0022,CGSRC-REPO-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0023,CGSRC-REPO-0008,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0024,CGSRC-REPO-0009,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0025,CGSRC-CGP005-0001,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0026,CGSRC-CGP005-0002,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0027,CGSRC-CGP005-0003,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
ES-CG-00-DQ-0005,ES-CG-00,CGP006-NR-0028,CGSRC-CGP005-0004,PARTIALLY_ANSWERED,FROZEN_NORMATIVE_SUPPORT,NOT_AUTHORIZED
