context_record_id,source_or_document_id,source_id,repository_path,title,guide_family_allocation,primary_classification,candidate_use,mandatory_authority,source_promotion_status
CGP006-CTX-0015,CGP006-CONTEXT-0015,CGP006-CONTEXT-0015,governance/implementation/code-guides/registers/CODE_GUIDE_PROGRAM_TRACKER.csv,CODE_GUIDE_PROGRAM_TRACKER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0016,CGP006-CONTEXT-0016,CGP006-CONTEXT-0016,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,OPEN_DECISION_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0017,CGP006-CONTEXT-0017,CGP006-CONTEXT-0017,governance/implementation/code-guides/source-freeze/WAVE_1_DRAFTING_READINESS_REGISTER.csv,WAVE_1_DRAFTING_READINESS_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0018,CGP006-CONTEXT-0018,CGP006-CONTEXT-0018,governance/implementation/code-guides/validation/cgp_validation.py,cgp_validation.py,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0019,CGP006-CONTEXT-0019,CGP006-CONTEXT-0019,governance/implementation/code-guides/validation/validate_cgp006_initiation.py,validate_cgp006_initiation.py,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0020,CGP006-CONTEXT-0020,CGP006-CONTEXT-0020,governance/implementation/code-guides/validation/tests/test_cgp006_initiation.py,test_cgp006_initiation.py,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0021,CGP006-CONTEXT-0021,CGP006-CONTEXT-0021,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0022,CGP006-CONTEXT-0022,CGP006-CONTEXT-0022,governance/implementation/code-guides/source-freeze/WAVE_1_REFERENCE_CORPUS_REGISTER.csv,WAVE_1_REFERENCE_CORPUS_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0023,CGP006-CONTEXT-0023,CGP006-CONTEXT-0023,governance/implementation/code-guides/source-freeze/WAVE_1_REFERENCE_CORPUS_MANIFEST.json,WAVE_1_REFERENCE_CORPUS_MANIFEST.json,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0024,CGP006-CONTEXT-0024,CGP006-CONTEXT-0024,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,ES-CG-10_SOURCE_FREEZE_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0025,CGP006-CONTEXT-0025,CGP006-CONTEXT-0025,governance/implementation/code-guides/packages/CGP_002_SHA256SUMS.txt,CGP_002_SHA256SUMS.txt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0026,CGP006-CONTEXT-0026,CGP006-CONTEXT-0026,governance/implementation/code-guides/packages/CGP_003_SHA256SUMS.txt,CGP_003_SHA256SUMS.txt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0027,CGP006-CONTEXT-0027,CGP006-CONTEXT-0027,governance/implementation/code-guides/packages/CGP_004_SHA256SUMS.txt,CGP_004_SHA256SUMS.txt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0028,CGP006-CONTEXT-0028,CGP006-CONTEXT-0028,governance/implementation/code-guides/packages/CGP_005_SHA256SUMS.txt,CGP_005_SHA256SUMS.txt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0029,CGP006-CONTEXT-0029,CGP006-CONTEXT-0029,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,ES-CG-00_SOURCE_FREEZE_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0030,CGP006-CONTEXT-0030,CGP006-CONTEXT-0030,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,ES-CG-13_SOURCE_FREEZE_REGISTER.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0031,CGP006-CONTEXT-0031,CGP006-CONTEXT-0031,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0032,PR23-FOUNDER-CONTEXT-0001,PR23-FOUNDER-CONTEXT-0001,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/DECISION_TO_FINDING_CROSSWALK_V1_1_0.csv,DECISION_TO_FINDING_CROSSWALK_V1_1_0.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0033,PR23-FOUNDER-CONTEXT-0002,PR23-FOUNDER-CONTEXT-0002,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0034,PR23-FOUNDER-CONTEXT-0003,PR23-FOUNDER-CONTEXT-0003,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_CHANGE_LOG_V1_1_0.md,FOUNDER_DECISION_CHANGE_LOG_V1_1_0.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0035,PR23-FOUNDER-CONTEXT-0004,PR23-FOUNDER-CONTEXT-0004,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_MANIFEST.json,FOUNDER_DECISION_PACKAGE_MANIFEST.json,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0036,PR23-FOUNDER-CONTEXT-0005,PR23-FOUNDER-CONTEXT-0005,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_SHA256SUMS.txt,FOUNDER_DECISION_PACKAGE_SHA256SUMS.txt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0037,PR23-FOUNDER-CONTEXT-0006,PR23-FOUNDER-CONTEXT-0006,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_SOURCE_REGISTER.md,FOUNDER_DECISION_PACKAGE_SOURCE_REGISTER.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0038,PR23-FOUNDER-CONTEXT-0007,PR23-FOUNDER-CONTEXT-0007,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_VALIDATION_REPORT.md,FOUNDER_DECISION_PACKAGE_VALIDATION_REPORT.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0039,PR23-FOUNDER-CONTEXT-0008,PR23-FOUNDER-CONTEXT-0008,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/PROPOSED_REMEDIATION_SEQUENCE_V1_1_0.md,PROPOSED_REMEDIATION_SEQUENCE_V1_1_0.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0040,PR23-FOUNDER-CONTEXT-0009,PR23-FOUNDER-CONTEXT-0009,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/TECHNICAL_AUDIT_FOUNDER_DECISION_PACKET_V1_1_0.md,TECHNICAL_AUDIT_FOUNDER_DECISION_PACKET_V1_1_0.md,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0041,PR23-FOUNDER-CONTEXT-0010,PR23-FOUNDER-CONTEXT-0010,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/TECHNICAL_AUDIT_FOUNDER_DECISION_REGISTER_V1_1_0.csv,TECHNICAL_AUDIT_FOUNDER_DECISION_REGISTER_V1_1_0.csv,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0042,CGP005-TA-APP-0001,CGP005-TA-APP-0001,governance/implementation/code-guides/cgp-005/appendices/CGP_005_TECHNICAL_AUDIT_APPENDIX_V1_0_0.md,CGP-005 Technical Audit Appendix V1.0.0,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0043,CGP005-TA-APP-0002,CGP005-TA-APP-0002,governance/implementation/code-guides/cgp-005/appendices/CGP_006_INPUT_REFRESH_MATRIX.csv,CGP-006 Input Refresh Matrix,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0044,CGP005-TA-APP-0003,CGP005-TA-APP-0003,governance/implementation/code-guides/cgp-005/appendices/TECHNICAL_AUDIT_TO_CODE_GUIDE_CROSSWALK.csv,Technical Audit To Code Guide Crosswalk,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0045,CGP005-TA-APP-0004,CGP005-TA-APP-0004,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_SOURCE_REGISTER.md,CGP-005 Appendix Source Register,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0046,CGP005-TA-APP-0005,CGP005-TA-APP-0005,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_VALIDATION_REPORT.md,CGP-005 Appendix Validation Report,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0047,CGP005-TA-APP-0006,CGP005-TA-APP-0006,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_FOUNDER_DISPOSITION.md,CGP-005 Appendix Founder Disposition,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0048,CGP005-TA-APP-0007,CGP005-TA-APP-0007,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_MANIFEST.json,CGP-005 Appendix Manifest,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0049,CGP005-TA-APP-0008,CGP005-TA-APP-0008,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_SHA256SUMS.txt,CGP-005 Appendix Checksum Ledger,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0050,CGP005-TA-APP-0009,CGP005-TA-APP-0009,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-005 Appendix Package Integration Receipt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CTX-0051,CGP005-TA-APP-RECEIPT-0001,CGP005-TA-APP-RECEIPT-0001,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,CGP-005 Technical Audit Appendix Repository Integration Receipt,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,INTERPRETIVE_CONTEXT_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
