evidence_id,path,sha256,git_blob,authority
S2A-E-0017,stage2a/cleanup.py,76ac263e0180f2222f294b07543af69f420a5994f66203eb05dd964f31122cf4,af093e1dbc3612be555f7393952fc7050d5027ec,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0018,stage2a/config/loopback-only.sb,b970cb3f4f2ec8685b769aa2006358819be712b5e4db88e56ee0461b1ced9583,881daee936a5a9594d91ef2e0ae5f4848b809910,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0019,stage2a/config/stage2a.env,263f2b7500302a727cf0b6a2a0ca2f4e15ec715f0cd773ae89b8170d99832efa,4cbb50fcd060ac73852ef21c9baa4577ad93b4e8,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0020,stage2a/dependency_inventory.py,026b2f01372395cc256cedbbf6917162316962132c279714d6c2fed4dc95dca7,a048a6435b089bd0e1c22ec6b958aa1f2b060ed7,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0021,stage2a/evidence/events/RUNTIME_AGENT_TYPE_SELECTOR_UNAVAILABLE.json,2a296c0256346425c21008082861d3375569089c5473bf705ce289395c3179ae,6a708983e370843040fd8933c2ebc78a547365f2,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0022,stage2a/evidence/events/RUNTIME_AGENT_TYPE_SELECTOR_UNAVAILABLE.md,e9e762fc5fe43c6856f81f8afb43533c1b3f8dc812128a7da2aa26eee90a0f65,138b7060957e8fc84a11d0138e0cfe9acf484535,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0023,stage2a/evidence/events/SEGREGATED_REVIEW_TEMPORARY_PROCESS_RESIDUE.json,b3f8b238e6f71e0c3c9d7908b663465136e5fdd46ba75b42d7be6b3ebb87bde4,e85399baee5b5fa6d98b2540c0588d834b4687b2,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0024,stage2a/evidence/events/SEGREGATED_REVIEW_TEMPORARY_PROCESS_RESIDUE.md,8d4322de33308a97758e6e588e2aa50372af66c3d336471b11d7488d54dc6caa,ab29b4c74f36e977fa19909f9fd6594112a3ad01,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0025,stage2a/evidence/failed_attempts/FOUNDATION_VALIDATION_ATTEMPT_002_FAILED.json,d8642bd99aeb7b6bbcdb347a4cd97c251b5eeddb708f11066a5b55d0614fe459,4a57652789768613808e879fbaa8dec1809fa4ba,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0026,stage2a/evidence/failed_attempts/FOUNDATION_VALIDATION_ATTEMPT_002_FAILED.md,abc9d3ec3edd09a6d7dd81eb0f9fbc0d5710aff2dc24af555823b6be7cb5d8d7,f8707a5a49aeacf80acd8712629613202d02bbfd,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0027,stage2a/evidence/failed_attempts/FOUNDATION_VALIDATION_ATTEMPT_003_FAILED.json,982104bbda22e6787b85f24e7d476e751ba325f4e36f02709e8b9442934100a8,31d023f724006f28c7a5898edb1da7de10419e98,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0028,stage2a/evidence/failed_attempts/FOUNDATION_VALIDATION_ATTEMPT_003_FAILED.md,5142da42896fbd070ae85c87f92f267bfd20412af34e29d0e30e7d3c7e0b789c,cfa277de4b99594e9f03dafcd2a3a38595e21cec,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0029,stage2a/evidence_capture.py,1286a5c50426165262674e7199d68cc6becaf59f76353e1bc221997caea13e25,b893499e37a8a4bbc258070f1f9a49a506d6b153,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0030,stage2a/example_command.py,b21e1263c8bac2ce4e3e7105da9cf155a3d8c56bc09f13a3a09c6f15ce708bc6,1be7bd029409931a3b8b3da1037b9f4bf973e289,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0031,stage2a/execution-evidence-schema.json,2a2d2aed4b667a8f2256ce2e88cb36ed72a7fed7bf4574996a658e5665594f7c,3d1419766f35bc7153138cf73f3b39803f882d78,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0032,stage2a/fixture_loader.py,9ca53e5fb69063c6c13bae783ac5222eeef4f224012f1fd9cb62a7e9be7063ab,5910de44035d7bcae6ade4106832a56ea8a96bbe,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0033,stage2a/fixtures/foundation-v1.json,0aa525c43285874a3dd7887d466a185bae6fa07fcf1bf4ed45dae42da03eb81e,19908aef53e2d4968800296be5640bd929fa47ba,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0034,stage2a/foundation_api.py,622e166a0f0c1347dd375a5b8940cb6cdaf984d9b0b7227391300980db6ec616,2bfcf2bc6dc3e1f101f85a92269b292dbb61cec5,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0035,stage2a/full_application_profile.py,984e4fa973a6bfd78dd88ff84a91c682c6aae3173a9d6cb25b924a67c9812c8a,998d1ab7d70d2bd06a3f287c08cf23fd1cf01ba3,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0036,stage2a/isolation_check.py,4aa79f5cf65fe398b658c863c2e1c3b1aa1dd2a346337f23f1d6f594012e2749,cb54f96d44d4aff9a2a9cfc4ecb766df230a25c5,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0037,stage2a/lib/__init__.py,41830947076cc05f79e8ad1b74177869c331288dbb1ff04262596aa09a10684d,6b4e32415f6ff8264c1816f318a331bce9d75a77,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0038,stage2a/lib/control.py,4b2ee4be99ceef9f74bb87c17b9471559ac9c4851592bd7e2e0b875dc55e21f9,147653a24fe50a0907c27b8ee182c90523f74ecd,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0039,stage2a/orchestrate.py,f35e63bbe5a563906179dbe91d856c3f5366cb6ca141ec0a46eac9b47aaf3165,9aa204c04e6881ee9195afada5ca402548285339,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0040,stage2a/review_attempts/attempt-001/ADVERSARIAL_REVIEW.json,72b905cc49cbac2700d7153c11232eb8856bcf9e1ef18cc44145eae25cf2eb4a,c4989aaee94559d01bb81ef50be202929709e6fd,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0041,stage2a/review_attempts/attempt-001/FAILED_SNAPSHOT_RECORD.json,4b0a193734263c24e01f27b380e45f4bec075b86dfe9efe66a328065b9de5789,c6bcc8d07bf3a8d3e71191b2b1a8a0bc719f412d,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0042,stage2a/review_attempts/attempt-001/SEGREGATED_REVIEW.json,acdc5055f42e8af391899f2dd8867d33431ad4aa922dc54ad809843687f1b4b6,8f32bc3c5097a5b2259d94305981707f8c78aec5,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0043,stage2a/rollback_recovery.py,95204d551ca73295074dea43fe658e6a05ae37b10b36868ada55c7b968233d5e,b1719c0972b300c2ced36584e08dcfe518d68c62,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0044,stage2a/run_validation.sh,ca4c45f1f2b8d99b075b91dd90dacbfec6278aad32014fb06dea940a2db3b09d,89ed7f1bd70638244a21a9848440868f20c7ae52,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0045,stage2a/tests/test_controls.py,061392b2709aa69d4a3c4a65d093bd6e92f34089bba02a786bf3929b165ed6b3,1d69536bfa90cd2a26a92e0cf0f2060bf7e63679,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0046,stage2a/toolchain.json,0b46018f194060fc61c7064e231915d4b91795e56570b0b744ce30827e0b9cb1,77937d59a581cac3e59b14142ed1153e3f98e676,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0047,stage2a/validate_foundation.py,71fdf01ed73760705f1fe2b5c6c687b3c68c2904b6777b40f6417bd08ff100b3,67e1aea1ddd410c42da3dce7d2e0c4508de7e8ba,AUTHORIZED_STAGE2A_IMPLEMENTATION
S2A-E-0048,stage2a/validate_stage2a_package.py,8fc3b9c1a4fe8b12e7933900477aaa09af58644a616a7802584a335c5ee927d2,e99eba6dfb9bf6df879a3d4a33438d7a29f5651f,AUTHORIZED_STAGE2A_IMPLEMENTATION
