permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules
DRAFT_UNMERGED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
DRAFT_UNMERGED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,DRAFT_UNMERGED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,REMEDIATION_REQUIRED,YES,Founder or delegated review authority,review finding requiring remediation,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,REJECTED,YES,Founder authority,Founder rejection record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,ADOPTED,YES,Founder adoption authority,explicit adoption record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,FOUNDER_REVIEW_READY_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
FOUNDER_REVIEW_READY,BLOCKED_EVIDENCE_REQUIRED,YES,review authority,missing evidence record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,DRAFT_UNMERGED,YES,documentary drafting authority,remediation branch update,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REMEDIATION_REQUIRED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REMEDIATION_REQUIRED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
REJECTED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,REJECTED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,LOCKED,YES,Founder or locked-governance process,lock record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ADOPTED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ADOPTED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
